Id,entity
319,Viktor Orban
319,George Soros
320,Vatti
320,Giulietto Chiesa
326,Whuan
326,Massimo Andreoni
332,"VITTORIO N. RANGELONI**

Il corrispondente"
332,Vittorio Nicola Rangeloni**
333,Andrew Wakefield
335,Biden
336,António Guterres
337,Biden
341,Putin
342,Oliver Stone
342,Vladimir Putin
342,Stone
342,Putin
342,Vladimir Putin
342,Eltsin
342,Putin
342,Putin
342,Vladimir Putin
347,Robby Mook
347,Hillary Clinton
347,Hillary Clinton
347,Donald Trump
347,Clinton
347,Donald Trump
348,Giganti
348,Giganti
350,Vai
352,Di Maio
354,Regina
356,covid
367,Josep Borrell
372,Dr
372,Fabio Milani
372,Corrias
372,Dr
372,Fabio Milani
372,Alvise Zaccherini
372,Fabio
372,Nino Moriggia del Comicost
372,Linda Corrias
372,Stefano Montanari
372,Antonietta Gatti
372,Lucia Giovannini
372,Lucia
376,Dott
386,Siluanov
393,Calenda
395,Boris Johnson
396,Berlusca
396,Covid
399,"Gabriel Omar Batistuta

"
400,Marco Travaglio
402,Schmitt
412,Meloni
412,Draghi
413,Elio Vito
414,Kevin Spacey
414,Spacey
415,Zelensky
415,Wang Yi
415,Sergei Lavrov
418,Strano
418,Putin
424,Fusillo
425,Poroshenko
425,Poroshenko
425,Merkel
425,Poroshenko
425,Putin
425,Poroshenko
432,Alejandro Recarey
432,Recarey
432,Recarey
432,Alejandro Recarey
438,Conte
440,Giuseppe Conte
443,Gonzalo Lira
443,Gonzalo
443,Gonzalo
443,Zelensky
443,Gonzalo Lira
443,Gonzalo Lira
444,Traian Calancea
444,Renate Holzeisen
446,Paul Pelosi
447,Mario Draghi
448,Andrea Grignolio
449,Ornella Mariani
450,Trump
450,Trump
450,Trump
452,"Hillary Clinton

Dimostrando"
452,William Safire
452,Whitewater
452,Safire
452,Hillary Clinton
452,Hillary Clinton
452,Michael Sussmann a Washington
452,Clinton
452,Robert Mueller
452,Donald Trump
452,Clinton
452,Christopher Steele
452,Jim Comey
452,Clinton
452,Trump
452,Trump
452,Clinton
452,Clinton
452,John Durham
452,Biden
452,Sussmann
452,Clinton
452,Trump
452,Nancy Pelosi
452,Trump
452,Trump
452,Clinton
452,Trump
454,Luigi Marattin
456,Trudeau
459,Salvini
461,Mattarella
461,Draghi
463,Draghi
468,"Prodi

"
470,Salvini
472,Jake Lang
473,Crisanti
474,"Gigi Simoni

"
475,Covid-19
484,Mario Draghi
484,Draghi
484,Mattarella
484,Draghi
484,"Francesca Bortolin

🇮🇹"
488,Tesla
491,Sileri
491,Sputnik
492,Giorgio Napolitano
494,R.Regan
494,Craxi
497,covid
500,Ornella Mariani
504,covid
507,Charlotte Lozier Institute
508,Nole Djokovic
512,Maria Luisa Iannuzzo
512,Maxar
516,Trump
516,John Durham
516,Donald Trump
516,Igor Danchenko
516,Hillary Clinton
516,Obama
516,Danchenko
516,Donald Trump
516,Bernd Kuhlen
516,Steele
517,Orsini
518,Draghi
520,Poeta
526,SARS-CoV-2
529,Sara Gandini
529,Maria Luisa Iannuzzo
529,Mariano Bizzarri
529,Gilda Ripamonti
529,Clementina Sasso
529,Ciro Isidoro
529,"__""

🦠"
529,Covid-19
529,Covid-19
529,Vinay
529,Comirnaty
529,Pillay
529,Anish Koka
532,SARS-CoV-2
534,Calenda
535,oggia
537,Bonafede
539,Daniel Trappe
539,Segre
540,Chissà
540,Putin
541,Salvini
542,Giorgio
548,Vladimir Zelensky
548,Hitler
548,Zelensky
550,Vladimir Putin
550,Vladimir Putin
550,William Burns
553,Putin
553,Draghi
553,Di Maio
554,Trump
555,Bill Gates
556,IL MOMENTO DI
560,ChAdOx1 nCoV-19
562,covid
563,Frajese
563,Frajese
563,Giorgio Bianchi
568,Silver Nervuti
574,Trump
574,RICORDATO
574,"mè gradito

"
580,Dmytro Kuleba
581,Giorgio Palu
582,xké nn
583,Ivan Sushko
583,Aleksandr Zakharchenko
586,Donald Trump
588,Zuckerberg
589,Dott
589,Russell Blaylock
589,Arne Burkhardt
592,Renzi
593,Draghi
595,"__""Hesperidin Is"
596,SESSO D'AMERICA!
599,Ornella Mariani
607,Zan
609,"Johnson

"
616,Iosefina Pascal
617,Von Braun
626,Balboni
629,"Luigi Di Bella..
Buon"
631,Stress
632,Matteo Gracis
636,Boris Johnson
636,Piers Corbyn
649,COVID-19
651,❗️Glielo
652,Biden
654,Robert Malone
657,Filippo
657,Filippo
658,Montanari
659,Meloni
660,Johannes Müller
660,Hitler
660,Dio
661,Robert Malone
662,Jerome Powell
662,Putin
662,Klaus Schwab
663,Olaf Scholz
663,Warburg
663,Andrea Lindholz
663,Scholz
663,Warburg Bank
663,banca Warburg
663,Olaf Scholz
665,Donald Trump
665,Biden
670,Trump
670,Elon
670,Jack Dorsey
670,Trump
670,Elon
670,Trump
670,Trump
670,Jack Dorsey
674,Bergoglio
674,Bergoglio
674,Bergoglio
674,Bergoglio
676,covid
680,Salvini
683,Salvini
683,Salvini
685,ELISABETTA IN
685,Elisabetta II
686,Faith Birol
690,Fratelli d'Italia
691,Auguri
698,Klaus Schwab
700,Merrick Garland
700,Hunter Biden
700,Joe Biden
701,Joe Biden
701,Joe Biden
701,Biden
701,Richard Montgomery High School
701,Biden
701,Biden
701,Trump
703,Fratoianni
703,Nicola Fratoianni
713,Maria Zakharova
717,Farina
719,Bartolomeo Pepe
720,Calenda
731,Donald Trump
739,Pazienza
740,Alessandro Sieni
740,Cavalieri Neri
741,Pertini
741,cmq
741,Draghi
742,Trump
744,Dott
744,Ryan Cole
746,Orsini
746,annien  del dissidente
747,Senatrice
747,Mattarella
748,Donald Trump
757,Viviamo
758,Dott.ssa Silvana De Mari
758,covid
758,Speranza
758,Bill Gates
760,Bill Gates
760,Donald Trump
761,Aleksandr Dugin
761,"Putin Aleksandr Dugin🔻


"
762,Dott
762,Eduardo Yahbes
762,microtecnologia
762,Antonietta Gatti
762,Carrie Madej
763,SARS-CoV-2
763,COVID-19
766,Trump
766,Biden
766,Bill Gates
767,Trump
768,Trump
768,Don Jr.
768,Donald
768,Trump
768,Klaus Schwab
768,Davos
768,Trump
768,Trump
769,Roger Waters
769,Joe Biden
769,Biden
769,Zelensky
769,Roger Waters
769,🎯 🎯 🎯
774,Zaia
776,Hitler
776,Hitler
778,Stefano  Puzzer
778,Gesu'....
779,Mr
780,Marco Mori
785,Giuseppe Conte
787,anti-Covid
793,Zelensky
795,Joe Biden
796,"Cirenga

"
799,Salvini
805,Celsius                                                           
807,Sabina Guzzanti
809,Soros
811,​Perché Renzi
814,Wöchentlicher Lagebericht
814,Coronavirus-2019
815,Euromomo
817,Enrico
817,Teresa Montesano
817,Roby Dentro
818,Speranza
819,Trump
821,Draghi M.
821,Mori
823,Cingolani
824,Putin
824,Merde
825,Jeff Bezos
827,Lorenzin
827,Demicheli
834,Natalia
834,Varvara
834,Alex Lourie
835,eehh vax vax vax...un giorno
836,Salvini
839,Cornelius Vanderbilt
839,Gloria Vanderbilt
839,Cornelius Vanderbilt II
842,Alligalli
845,Cesare
845,Benassi
845,"Conte 

Vi"
845,Barr
845,"Durham

Ancora niente ?"
845,mè
848,Annibale
851,Dio
853,Cosco
855,Boccia
855,Covid-19
859,COVID-19
860,Confondere
862,Nicola Fratoianni
862,Si
863,Dr
863,Paul Thomas
863,Dico
864,Zingaretti
865,Brian Vickers
865,Jeffrey Epstein
865,Sarah Kellen
865,Bruce Reinhart
872,Leggi Fisiche
872,Andre Geim
872,Konstantin Novoselov
873,Prof
873,Stefano Scoglio
874,hospitalised Covid-19
874,COVID-19 LIEVE
874,COVID-19
874,Covid-19
876,Q.
877,De Donno
880,Bono
880,Pensavo
882,Macron
884,Giovanni Frajese:
890,Vergognoso
893,Neil Amstrong... ando'
895,Meloni
896,Orbán
896,Grimoldi
897,Kash Patel
897,Wray
898,Biden
898,Brian Alton
898,Trump
901,"Ron Johnson

🇮🇹"
904,Cardarelli
904,Cardarelli
904,Draghi
904,Cardarelli
906,dott Dr Peter McCullough
911,provax
914,Toni
914,Antonino Giarratano**
914,__Siaarti__
914,Covid
915,John McAfee
915,Samantha Herrera
918,ingrandisci
918,Roba
919,"Conte

"
920,Sileri
921,Netta
921,Meluzzi
923,Paolo Maddalena
928,Matteo Salvini
928,Paolo Romani
928,Berlusconi
928,Lorenzin
930,Dott
930,Paul Alexander
930,covid
930,covid
931,COVID-19
931,ChAdOx1 nCoV-19
932,Stefano Puzzer... Le
940,Bernanke
941,David
941,Daniele Capezzone
941,Maria Giovanna Maglie
941,Giuliano Ferrara
949,Annalisa Tardino
953,Francesco Toscano
953,i Diavoli
955,Hitler
956,Rimpiangiamo Cossiga
958,Stefano
959,Irina Vereshchuk
961,Draghi
961,Putin
961,Putin
962,Kirsty Innes
962,Daniel Sleat
962,Imogen Parker
966,Joe Biden
966,Hunter
966,B. Johnson
966,Musk
966,Putin
971,Draghi
972,Salvini
973,Bonaccini
974,Bill Barr
974,Hillary Clinton
987,inavverti
993,Flynn
993,Obama
993,Lou Dobbs
993,"👀 
"
994,Trudeau
1000,Dott
1000,Domenico Mastrangelo
1001,Schwab
1001,Klaus Schwab
1001,Samuel Rosenast
1001,Thomas Mann
1002,😎
1002,Fortuna
1004,Asch
1006,Menomale
1010,Mario Draghi
1013,Salvini
1018,🔴 Carlos Santana
1021,Giuseppe Conte
1021,Conte II
1022,Biden
1024,Armiamocìiiiiiiii Basta Dittaturaaaaaaa
1027,Prof
1027,Giorgio Agamben
1028,Justino
1028,Jim Carrey
1031,Dio
1032,Gasparri
1032,NIENTE PER GLI ITALIANI
1035,Bignami
1035,Bignami
1036,satana
1037,Kira Rudik
1037,Putin
1038,android degoogleizzate
1040,Giovanni Frajese
1040,Mario Giordano
1041,Stefano Paternò
1041,Astrazeneca
1042,Salvini
1045,Malanga
1047,Ornella Mariani
1047,Sileri
1049,Covid
1050,Biden
1057,Dr
1057,Michael Yeadon
1059,Nicola Zingaretti
1060,Dott
1060,Franco Trinca
1061,Putin
1061,Trump
1061,Putin
1061,"👀 
 
Qualcosa di grosso"
1062,Dott
1062,Speranza
1063,Green Pass
1064,-Mueller
1064,Trump
1064,Mueller
1064,Hunter Biden
1064,Elon
1064,Harvey Weinstein
1064,Youngkin
1066,De Donno
1067,Giorgia Meloni
1067,Licia Ronzulli
1067,Licia Ronzulli?
1072,RIFERITO AL
1075,Carlo Calenda
1078,Draghi
1089,Prof
1089,Stefano
1090,Dott
1090,Oliviero
1090,Tamponi
1092,Trump
1092,Scavino
1092,Trump
1092,Trump
1094,Gigi Simoni
1095,Trump
1095,Trump
1095,Trump
1095,Trump
1095,Q.                 
1099,Nunzia Alessandra Schiliro
1101,Trump
1101,Scavino
1101,Boom
1103,Ghislaine Maxwell
1103,Maxwell
1103,Bill Gates
1103,Bill Clinton
1103,Andrea di Windor
1103,Maxwell
1103,Ghislaine Maxwell
1107,Lorenzin
1108,AAAAAndiamo
1109,Cacciari
1109,Agamben
1110,Carlo De Benedetti
1116,Monti
1117,Dott.ssa Loretta Bolgan
1120,Silvana De Mari
1121,Sandro Pertini
1123,Biden
1127,Padrone
1129,Draghi
1131,"Renzi

"
1138,Cmq
1142,SARS-CoV-2
1142,Ne
1143,Twitter
1143,Hunter Biden
1143,Elon
1143,Elon
1144,Di Maio
1147,Biden
1147,Hunter Biden
1147,Biden
1148,D'Amato
1152,giorgio Agamben
1153,Hitler
1156,Ada Lovelace
1161,Covid-19
1164,Rob Bauer
1168,Federico Fubini
1168,Julian Assange
1168,Fubini
1169,Bergoglio
1170,"Susanna Camusso

"
1178,Soros
1181,Mosse
1181,Regina
1181,Re
1187,Gochka-U
1189,PIù
1189,DELVACCINO COVID-19 ED
1191,JOE BIDENS
1191,Presidente Trump
1191,Donald J. Trump
1191,Hillary Clinton
1199,Trump
1199,Trump
1199,Trump
1202,Lopez Obrador
1203,Elliott
1204,Zingaretti
1207,Andrea Zhok
1209,provax
1209,Draghi
1215,Giulietto Chiesa
1217,John Stone
1231,Antonio Guterres
1232,❗️Allora
1235,🔴Sara Cunial
1238,Salvini
1238,Fratelli d’Italia
1239,Zelensky
1239,Zelensky
1240,Maio
1242,hitler
1242,mussolini
1245,Hunter Biden
1245,Joe Biden
1251,Lavrov
1251,"Hitler

↗️ Leggi"
1252,IoPollicino
1252,Roger
1253,"Boldrini

"
1258,"Silver

"
1259,Maio
1262,Michele Santoro
1262,Berlusconi
1262,Santoro
1265,Barillari
1266,COVID-19
1267,Dott
1267,Vanden
1271,Lavrov
1273,Vittorio Sgarbi
1276,Grandioso
1276,"PROBLEMI A FARLO
PER FAVORE"
1277,Walter Ricciardi
1277,Roberto Speranza
1277,Ricciardi
1279,Antony Fauci
1279,Joe Biden
1279,Biden
1281,COVID-19
1283,Donald Trump
1287,Amato
1288,Giorgio Bianchi
1288,Marianna
1288,meRdia
1288,Giorgio
1289,Draghi
1291,Elon Musk
1291,Musk
1291,Musk
1292,Simona
1293,Pagella Politica
1294,Joe Biden
1297,Re
1298,"<3

Giuseppe Masala"
1300,Eugenio Scalfari
1300,Peppe
1301,Vai
1302,Elon Musk
1305,Glauco Benigni
1307,Elisabetta II
1307,Elisabetta
1307,Yalda Hakim
1310,Bergoglio
1312,Lamorgese
1312,Salvini
1313,Sara Cunial
1314,Fico
1315,FARE PRESSIONE
1320,Mazzoni
1320,offrre
1323,Trump
1323,Trump
1323,Obama
1323,rump
1330,Napolitano
1333,Linda Corrias
1333,Francesco Scifo
1335,"Teresa Bellanova

"
1336,Giulia Grillo
1336,cer
1338,Trump
1338,John Ratcliffe
1338,Hillary Clinton
1338,Donald Trump
1338,Barack Obama
1338,Hillary Clinton
1338,Trump
1339,ChAdOx1 nCoV-19
1341,Meloni
1341,"Fdi

"
1347,COVID-19
1347,__Dipar di Psichiatria e
1351,Jill Biden
1352,Emmanuel Macron
1352,Napoleone
1353,Bennett
1353,Bennett
1353,Bennett
1353,Rothschild
1354,Berlusca
1356,volantino
1357,Erich Grimaldi
1358,Jimmy Savile
1360,Giovanni Frajese** stamane
1362,"Paolo Andrea

"
1364,Signore
1368,Bill Gates
1368,Bill Gates
1368,Leggete
1368,Bill Gates
1372,Biden
1373,Bettino Craxi
1373,Craxi
1378,Isabella Giampaoli
1378,Franco Trinca
1382,Artemis
1385,Azzolina
1390,Piccard
1391,Putin
1391,Hitler
1392,Salvini
1394,Carlo
1395,Salvini
1396,Bergoglio
1396,covid
1396,Resistete
1397,Mr Pool(e
1398,Guido Viale
1400,Roberto Fico
1403,Dott
1403,Oliviero:
1405,Faisons
1411,Marattin
1412,Meloni
1413,Tsai Ing-wen.
1414,Incredibile
1414,Corona2Inspect
1415,caspiterina
1417,Q)Anon
1421,Crisanti
1421,Andrea Crisanti**
1421,__»
1421,__»
1426,Trump
1426,Leo
1427,Matteo Gracis
1428,Antony Fauci
1430,Draghi
1430,Berlusca
1431,Klaus Schwab!
1432,Calenda
1434,Biden
1434,Trump
1434,Biden
1434,Trump
1434,Trump
1435,Matteo Salvini
1436,Andersson
1439,Biden
1439,Putin
1444,Sospendono
1444,Antonio Buzzi
1445,Andrews
1445,Robert Kadlec
1445,George W. Bush
1445,Kadlec
1445,Kadlec
1452,Luana Alberta
1455,Stefano Puzzer
1456,Shinzo Abe
1464,David O'Connor
1465,Angela Merkel
1466,Trump
1466,Q.
1466,"Q. 
Compreso"
1466,Trump
1466,Trump
1466,Q.
1472,Salvini
1478,sieri covid
1480,Dedonno
1480,Montagner
1482,Von Braun
1483,Capuozzo
1488,Hitler
1489,Meloni
1489,Giorgia Meloni
1492,"Povero Zelensky😅

‼️A"
1499,Schifoso
1500,Bello
1500,Trump
1500,Putin
1500,Trump
1500,Putin
1500,Trump
1500,Zelensky
1500,Trump
1500,Putin
1500,Zelensky
1500,TUTTO
1500,Zelensky
1500,Trump
1500,Trump
1500,Putin
1507,Trump
1508,Roberto Speranza**
1508,Andrea Costa
1508,Fabrizio Pregliasco**
1511,Draghi-Salvini-Speranza
1511,Andrea Stramezzi
1511,Covid
1513,Cingolani
1514,Mario Draghi
1514,Roberto Speranza di Leu
1514,Dario Franceschini
1514,Massimo Garavaglia
1514,Elena Bonetti
1514,Iv
1514,Maria Stella Gelmini
1514,Fabiana Dadone
1514,Roberto Garofoli
1514,Silvio Brusaferro
1522,Prof
1522,Giovanni Frajese
1523,Bill Gates
1523,Loro
1523,Signori
1526,Gatti
1526,Robert Kennedy
1528,Marco Cosentino
1528,"🌺🌺🌺

La parola"
1528,Marco Cosentino
1528,"🌺🌺🌺

"
1529,Oleg Artemyev
1529,Denis Matveev
1529,Sergey Korsakov
1529,Terry W. Virts
1530,Yair Lapid
1530,Lavrov
1530,Hitler
1530,Lapid
1530,Lavrov
1530,Gianluca Marletta
1531,Ricciardi
1538,Sieni
1539,Piotr Kapuściński** - membro
1540,Luca Teodori
1540,Bergoglio
1542,De Donno
1542,Bella
1542,De Donno...
1542,De Donno
1546,Ornella Mariani
1546,Speranza
1547,Flavio Briatore
1549,Berlusconi
1550,Salvini
1550,Salvini
1555,Avevamo
1559,Berlusca
1559,Berlusca
1575,❗️Quindi
1576,Joe Biden
1576,Josh Shapiro
1576,John Fetterman
1577,Dott
1577,Medici
1580,"GUARITI 

Gli studi"
1580,Riccardo Ortolani
1582,Salvini
1584,Nensi Pelosi
1587,menteesiste
1588,Lorenzin
1589,Bassetti
1589,Cecchi Paone
1593,Draghi
1593,Draghi
1597,TORNERÀ
1597,Trump
1602,Hunter
1602,Joe
1605,Alexander Dugin
1607,sentinel 5p
1611,Marattin
1612,Horowitz
1612,Peter Daszak
1612,Hunter Biden
1614,Draghi
1618,Ebben
1619,Draghi
1619,Speranza
1619,Patuanelli
1619,Imitatela
1622,Condividiamo
1625,Biden
1628,Salvini
1628,"Calenda

"
1629,Draghi
1635,Meloni
1635,"Di Maio

"
1637,Marcel de Graaff
1637,Nicolaus Fest
1637,Biden
1641,Castelli
1651,"_""Boosters"
1655,Galli
1662,Putin
1663,Dovevamo
1665,COVID-19
1667,Stefano Puzzer
1668,Fusillo
1669,Putin
1669,Salvini
1669,Berlusconi
1673,Draghi
1675,Letta
1680,Elisabetta II
1681,MESSAGGIO DI MEDVEDEV all'Occidente
1681,Putin
1682,Mr
1683,Le Pen
1684,P. S.
1685,John Durham
1690,Eviden
1695,Ian Read
1695,Olivier
1695,Emmanuel Macron
1697,Incarcera
1698,coincidence but
1701,Rutte
1701,"Gideon van Meijeren,"
1707,Dott
1707,Giuseppe Di Bella
1710,Putin
1715,Bird
1716,Lavoreremo
1716,Scriverò
1718,Duma Volodin
1719,cer
1720,‼️
1721,Prof
1721,Paolo Bellavite
1725,Meluzzi
1727,Papà
1730,Giorgetti
1731,Jordan Sather
1731,Jordan
1731,Elon Musk
1732,Burioni
1734,Bloomberg
1743,Cmq
1744,Randy Grossman
1745,Dott
1745,Vernon Coleman
1748,"ADESSO ❓

Ora"
1748,GIOVANI
1748,IMBESTIALITI
1749,"Giuseppe Conte

"
1752,Mario Giordano
1757,Putin
1758,COVID-19
1759,Roberto Gava
1761,Astrid Stuckelberger
1761,Michael Jackson
1763,Burioni
1770,Rimosso
1770,Pesaro Gnudi
1772,Maxar
1773,Pen
1773,Macron
1773,Emmanuel Macron
1773,Manuel Valls
1773,Macron
1773,Harris Interactive
1773,Macron
1773,Macron
1776,PUTIN
1777,Candidato Volodymyr Zelensky
1780,Elon Musk
1781,Berlusconi
1781,"Conte

"
1783,Klaus Schwab
1783,Biden
1784,Francesca Donato
1785,Di Maio
1789,Cassano
1790,Letta
1794,Dan Scavino
1794,Trump
1794,Trump
1797,Paragone
1797,Paragone
1797,Salvini
1798,Medici
1799,Green
1801,​Ma
1806,Salvini
1807,Salvini
1811,Donald Trump
1811,Trump
1811,John Solomon
1811,Trump
1811,Trump
1813,Alessia
1814,AUGUSTO SINAGRA:
1814,Mattarella
1814,Leonardo-Finmeccanica
1815,Gesù
1816,Avvertiamo
1816,Putin
1816,Putin
1817,Dr Didier Raoult
1821,COVID-19
1821,"_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

🗞 Leggi"
1822,Carlo Verna
1822,Federico Fubini
1823,De Micheli
1824,Draghi
1829,Renzi
1830,Francesco Oliviero
1833,Bill Gates
1833,Bill Gates
1835,Putin
1835,❗️Putin
1835,Putin
1836,Peppe
1839,Temo
1840,John_Mearsheimer Con-direttore
