mention,wp_title,cosine
Addio Mikhail,Paolo Villaggio,0.85146755
Addio Mikhail,Isadora Duncan,0.82026976
Addio Mikhail,Stephen King,0.86943066
Addio Mikhail,Leonardo Sciascia,0.85435987
Addio Monica,Monica Scattini,0.8830377
Addio Monica,Monica Bellucci,0.9008323
Addio Monica,Monica Gravina,0.9019748
Addio Monica,Gualtiero Jacopetti,0.80263287
Addio Monica,Beatrice Arnera,0.82941586
Addio Paolo,Paolo Panelli,0.8993204
Addio Paolo,Paolo Rossi (calciatore 1956),0.8640213
Addio Paolo,Paolo Limiti,0.8926239
Addio Paolo,Paolo Villaggio,0.89972264
Addio Piero,Piero Ricca,0.91481197
Addio Piero,Piero Schlesinger,0.84498054
Addio Piero,Piero Dorfles,0.900599
Addio Piero,Piero Natoli,0.8801383
Addio Piero,Alessandro Del Piero,0.8754579
Addio Piero,Piero Ciampi,0.91773355
Addio Piero,Piero Angela,0.92184794
Addio Piero,Piero Marrazzo,0.90899545
Addio Piero,Gian Piero Gasperini,0.8475887
Addio Presidente,Carlo Azeglio Ciampi,0.8282844
Addio Presidente,Gaetano Gifuni,0.8444991
Addio Presidente,Luca de Meo,0.8032751
Addio Presidente,Susanna Agnelli,0.8459028
Addio Presidente,Giuseppe Gazzoni Frascara,0.82713056
Addio Professor Albertoni,Alberto Sordi,0.8855572
Addio Professor Albertoni,Papa Francesco,0.83257794
Addio Professor Albertoni,Benigno Luigi Papa,0.8271015
Addio Professor Albertoni,Oreste Baldini,0.8555441
Addio Professor Albertoni,Carmelo Bene,0.7313657
Addio Professor Albertoni,Sandro Pertini,0.8556051
Addio Professor Albertoni,Carlo Maria Martini,0.8784294
Addio Professor Albertoni,Antonio Napoletano,0.8463284
Addio Professor Albertoni,Rubén Tierrablanca González,0.7872927
Addolora,Anthony Quinn,0.8524299
Addolora,Danny Quinn,0.85239804
Addolora,Alexander Fleming,0.8582845
Addolora,Papa Pio XII,0.78760076
Addolora,Lucrezia Borgia,0.8509991
Addolorata,Gabriele dell'Addolorata,0.8612766
Addomesticare,Benito Mussolini,0.83153284
Addomesticare,Luigi XIV di Francia,0.75106233
Ade,Maren Ade,0.86376196
Ade,Ade Murkey,0.89159584
Adel,Adel Taarabt,0.90985703
Adel,Adel Imam,0.9319795
Adel,Adel Tawil,0.86016226
Adel,Adelio Cogliati,0.85549945
Adel,Sharon den Adel,0.84139335
Adel,Adel Abdessemed,0.84068125
Aderisco,Giovanni Agnelli (imprenditore 1866),0.80775696
Aderisco,Mario Tuti,0.7888404
Adic,Peter Scholze,0.7891958
Adil,Adil Rami,0.93008286
Adil,Adil Ramzi,0.8493641
Adil,Adil Aouchiche,0.8597963
Adil,Adil Hussain,0.8269303
Adil,Al-'Adil I,0.7906338
Adil,Adil Auassar,0.8533174
Adil,Adil Shamasdin,0.81319666
Adil,Adil Çarçani,0.84721047
Adil,Adil Abd al-Mahdi,0.84296453
Adolfo,Adolf Hitler,0.880322
Adolfo,Adolfo Celi,0.9275992
Adolfo,Adolfo Gaich,0.85821706
Adolfo,Adolfo Urso,0.8883003
Adolfo,Adolfo Margiotta,0.9346397
Adolfo,Adolfo Baloncieri,0.83993614
Adolfo,Gustavo Adolfo Rol,0.870051
Adolfo,Adolfo di Nassau,0.82646185
Adolfo,Adolfo Wildt,0.8756772
Adolfo Natalini,Adolfo Natalini,0.99999976
Adolfo Natalini,Cristiano Toraldo di Francia,0.8652722
Adolfo Natalini,Umberto Buscioni,0.8750105
Adolfo Sarti:’un dc,Adolfo Sarti,0.8757923
Adolfo Villani,Leonardo da Vinci,0.8063808
Adolfo Villani,Dante Alighieri,0.8641204
Adolfo Villani,Papa Bonifacio VIII,0.7531029
Adriana Cavarero,Adriana Cavarero,1.0000001
Adriana Cavarero,Judith Butler,0.8401964
Adriana Cavarero,Hannah Arendt,0.80810463
Adriana Cavarero,Caterina Resta,0.8492973
Adriana Gulotta,Cesare Battisti (1954),0.8170906
Adriana Gulotta,Giovanni Scattone,0.87963456
Adriana Lodi,Adriana Lodi Faustini Fustini,0.91954106
Adriana Lodi,Adriana Asti,0.95527554
Adriana Lodi,Oscar Adriani,0.83919024
Adriana Santacroce,Francesco Rizzo da Santacroce,0.88512486
Adriana Santacroce,Prospero Santacroce,0.93844163
Adriana Santacroce,Emily Dickinson,0.87012446
Adriano,Adriano,1.0
Adriano,Luiz Adriano,0.9325419
Adriano,Adriano Celentano,0.90814745
Adriano,Papa Adriano VI,0.8533602
Adriano,Adriano Olivetti,0.92572534
Adriano,Adriano Leite Ribeiro,0.8443663
Adriano,Adriano Sofri,0.9175334
Adriano,Adriano Visconti,0.93351704
Adriano Galliani,Adriano Galliani,0.99999964
Adriano Galliani,Luiz Adriano,0.9086416
Adriano Galliani,Stefano Borgonovo,0.85094976
Adriano Galliani,Umberto Agnelli,0.84255433
Adriano Galliani,Carlo Mazzone,0.84438777
Adriano Olivetti,Adriano Olivetti,1.0000002
Adriano Olivetti,Camillo Olivetti,0.9580351
Adriano Olivetti,Roberto Olivetti,0.9623277
Adriano Olivetti,Enrico Mattei,0.90507966
Adriano Panatta!!,Adriano Panatta,0.92519325
Adriano Panatta!!,Corrado Barazzutti,0.79691434
Adriano Panatta!!,Paolo Bertolucci,0.85099983
Adriano Panatta!!,Claudio Panatta,0.8960528
Adriano Panatta!!,Björn Borg,0.8334557
Adriano Panatta!!,Loredana Bertè,0.79436785
Adriano Sofri,Adriano Sofri,1.0000004
Adriano Sofri,Luca Sofri,0.9518189
Adriano Sofri,Adriana Faranda,0.85465944
Adriano Sofri,Ovidio Bompressi,0.79804754
Adriano Sofri,Luigi Calabresi,0.8609383
Adriano Sofri,Giuseppe Pinelli,0.8535207
Adriano Sofri,Leonardo Marino,0.83640766
Adriano Zuccalà,Donatella Bianchi,0.84245133
Affari Esteri,Federica Mogherini,0.87270904
Affari Esteri Manlio,Manlio Di Stefano,0.75980717
Affari Esteri Manlio,Manlio Brosio,0.7880272
Affari Esteri Manlio,Luigi Di Maio,0.7452971
Affari Esteri Manlio,Aldo Moro,0.7700392
Affari Esteri Manlio,Vincenzo Amendola,0.77947795
Affari Esteri Manlio,Benedetto Della Vedova,0.6920159
Affossato,Silvana Sciarra,0.85294044
Affossato,Stefano Rodotà,0.85743606
Afgano,Hamid Karzai,0.88095677
Agata,Sant'Agata,0.8838085
Agata,Agata Kulesza,0.837631
Agcm,Domenico Siniscalco,0.7534927
Aggiungendosi,Antonino Cannavacciuolo,0.85594213
Aggiungendosi,Anne Sexton,0.8157776
Aggiungendosi,Lily James,0.82645404
Agi,Tadashi Agi,0.7320281
Agi,Samantha Cristoforetti,0.8686198
Agi,Kenny Dalglish,0.795771
Agnelli,Gianni Agnelli,0.9355539
Agnelli,Edoardo Agnelli (1954),0.8704368
Agnelli,Umberto Agnelli,0.9369217
Agnelli,Giovanni Alberto Agnelli,0.8700376
Agnelli,Manuel Agnelli,0.9356644
Agnelli,Andrea Agnelli,0.93660563
Agnelli,Maria Sole Agnelli,0.8921108
Agnelli,Susanna Agnelli,0.929471
Agnelli Marotta,Giuseppe Marotta (dirigente sportivo),0.8865106
Agnelli Marotta,Umberto Agnelli,0.9288884
Agnelli Marotta,Lino Guanciale,0.83968306
Agnelli Marotta,Eduardo De Filippo,0.78732735
Agnelli Marotta,Ronaldo,0.8414433
Agnese,Agnese Pini,0.9221842
Agnese,Agnese Claisse,0.86342525
Agnese,Agnese Bonfantini,0.8706875
Agnese,Agnese Nano,0.9268258
Agnese,Agnese d'Assisi,0.8595258
Agnese,Agnese del Monferrato,0.8297419
Agnese Carletti,Carlo Mazzone,0.8752476
Agnese Carletti,Angelo Carletti,0.96205395
Agnese Carletti,Carlo Ancelotti,0.8567534
Agnese Carletti,Renata Viganò,0.86903286
Agnese Gallicchio,Agnese Gallicchio,1.0000002
Agnese Moro,Aldo Moro,0.95148915
Agnese Moro,Adriana Faranda,0.9031025
Agnese Moro,Franco Bonisoli,0.87492925
Agnese Moro,Marcello Torre,0.9065179
Agnese Moro,Ludovico il Moro,0.90914965
Agnese Moro,Bianca Maria Visconti,0.87288487
Agnese Pini,Agnese Pini,0.99999964
Agnese Pini,Michele Brambilla,0.9212616
Agora’/Rai Tre,Mia Ceran,0.78810245
Agora’/Rai Tre,Nino Frassica,0.760897
Agora’/Rai Tre,Luisella Costamagna,0.79870343
Agora’/Rai Tre,Lorena Bianchetti,0.7782587
Agora’/Rai Tre,Fiorello,0.8010508
Agora’/Rai Tre,Daria Bignardi,0.83282256
Agora’/Rai Tre,Martina Pinto,0.7675268
Agostino Biondo,Salvatore Biondo,0.96903366
Agostino Biondo,Michelangelo Biondo,0.96010226
Agostino Biondo,Flavio Biondo,0.95980936
Agostino Biondo,Antonino Agostino,0.9309021
Agostino Biondo,Nino D'Angelo,0.8502544
Agostino Biondo,Elvis Presley,0.8880031
Agostino Biondo,Agostino Bignardi,0.91713476
Agostino Biondo,Reese Witherspoon,0.7876354
Agostino Catalano,Agostino Catalano,0.9999997
Agostino Catalano,Paolo Borsellino,0.89474785
Agostino Catalano,Claudio Traina,0.89941716
Agostino Catalano,Vincenzo Li Muli,0.82884586
Agostino Catalano,Salvatore Riina,0.8934405
Agostino Catalano,Emanuela Loi,0.83609784
Agostino Catalano,Giuseppe Graviano,0.8874178
Agostino Grisoni,Franca Grisoni,0.9670129
Agostino Grisoni,Alda Merini,0.82706285
Agostino Grisoni,Gaetano Bresci,0.88119024
Agostino Grisoni,Pier Paolo Pasolini,0.807495
Agostino Grisoni,Sibilla Aleramo,0.85111177
Agostino Grisoni,Agostino Richelmy (poeta),0.8819586
Agostino Mirizio,Paolo Crepet,0.8370929
Agostino Mirizio,Jacques Derrida,0.8313657
Agostino Re Rebaudengo,Renato Mazzoncini,0.7907821
Agostino Re Rebaudengo,Agostino Arrivabene,0.7045634
Agostino Re Rebaudengo,Carmelo Nicosia,0.8129977
Agostino Re Rebaudengo,Ferdinando Bonsignore,0.81426215
Agricola,Gneo Giulio Agricola,0.8245041
Agricola,Georg Agricola,0.9207621
Ahahahah,Tyga,0.91083324
Ahmed,Ahmed I,0.8963096
Ahmed,Riz Ahmed,0.94363
Ahmed,Ahmed Musa,0.9382304
Ahmed,Ahmed Barusso,0.86548454
Ahmed,Ahmed III,0.82989156
Ahmed,Ahmed Faras,0.8471182
Ahmed,Ahmed Hegazy,0.8906902
Ahmet Pascià,Gedik Ahmet Pascià,0.9088542
Ahmet Pascià,Martiri di Otranto,0.75889075
Ahmet Pascià,Claude Alexandre de Bonneval,0.8046857
Ahmet Pascià,Ayşe Hümaşah Sultan,0.8012649
Aimi,Enrico Aimi,0.9262003
Aimi,Alcide Aimi,0.9341528
Aimi,Aimi Nouchi,0.9127325
Aimi,Aldo Aimi,0.9185239
Aimi,Giuseppe Aimi,0.9330179
Aiutateci,Luca Marinelli,0.88058543
Aiutateci,Alissa Jung,0.87384546
Aiutateci,Piero Calamandrei,0.85272545
Aiutatemi,Anita Ekberg,0.84348214
Aiutatemi,Richard Benson,0.8881748
Aiutatemi,Fabrizio Moro,0.8729793
Aiutatemi,Ben Affleck,0.863294
Aiutatemi,Sibilla Aleramo,0.88064414
Aiuti,Fernando Aiuti,0.90049386
Aiza,Manny Pacquiao,0.8325474
Aiza,Ugo D'Alessio,0.7581769
Aiza,Yūki Kaji,0.83826
Aiza,Ai Kayano,0.90530974
Aizzato,Ettore Fieramosca,0.79350626
Aizzato,Filippo VI di Francia,0.78579676
Akihiko Uchikawa,Hiroshi Kamiya,0.8794997
Akira Amari,Amari Torayasu,0.83803594
Akira Amari,Akira Ishida,0.9655873
Akira Amari,Toshimitsu Motegi,0.8131077
