id,mention,wp_title,ratio,ranking
Q360574,Oliver Holmes,Oliver Wendell Holmes (giurista),0.5777777777777777,1
Q370932,Oliver Holmes,Larry Holmes,0.64,2
Q33923,Santi Pietro,Pietro (apostolo),0.4137931034482758,2
Q8479,Santi Pietro,Pietro I di Russia,0.4,6
Q774617,Edoarda Quaranta,Edoardo Bennato,0.5161290322580645,1
Q57798,Edoarda Quaranta,Edoardo I d'Inghilterra,0.4615384615384615,2
Q315610,Edoarda Quaranta,Giovanni Agnelli (imprenditore 1866),0.1538461538461538,3
Q3719691,Edoarda Quaranta,Edoardo Vianello,0.5625,4
Q3832049,Edoarda Quaranta,Lidia Quaranta,0.7333333333333333,5
Q13473609,Edoarda Quaranta,Edoardo Purgatori,0.4848484848484848,7
Q444143,Edoarda Quaranta,Edoardo Sanguineti,0.5882352941176471,9
Q3731560,Alessandra Necci:,Erica Necci,0.5714285714285714,1
Q16285,Davide Benedetti,Mario Benedetti,0.7741935483870968,1
Q2494,Davide Benedetti,Papa Benedetto XVI,0.5882352941176471,3
Q59732871,Davide Benedetti,Benedetta Porcaroli,0.5142857142857142,4
Q3638023,Davide Benedetti,Benedetta Mazzini,0.5454545454545454,7
Q3686284,Davide Benedetti,Concita De Gregorio,0.2857142857142857,9
Q379946,Abdulaziz Al Saud,Sultan bin Salman Al Sa'ud,0.5581395348837209,0
Q6892571,Abdulaziz Al Saud,Mohammad bin Salman Al Sa'ud,0.4888888888888889,2
Q367825,Abdulaziz Al Saud,Salman dell'Arabia Saudita,0.3720930232558139,3
Q57298,Abdulaziz Al Saud,Abd Allah dell'Arabia Saudita,0.4782608695652174,4
Q317832,Abdulaziz Al Saud,Nāyef bin ʿAbd al-ʿAzīz Āl Saʿūd,0.4897959183673469,5
Q183187,Abdulaziz Al Saud,Fahd dell'Arabia Saudita,0.3902439024390244,6
Q208301,Abdulaziz Al Saud,Khalid dell'Arabia Saudita,0.3720930232558139,7
Q7855210,Abdulaziz Al Saud,Turki bin Salman Al Sa'ud,0.5238095238095238,8
Q151509,Abdulaziz Al Saud,Abd al-Aziz dell'Arabia Saudita,0.5833333333333334,9
Q1082032,Cavaliere al Merito,Alberto Manzi,0.375,7
Q3293516,Cavaliere al Merito,Mario Moretti Polegato,0.3902439024390244,8
Q239175,Cavaliere al Merito,Vanessa Ferrari,0.4117647058823529,9
Q18243775,Hans Dahlgren,Ann Linde,0.2727272727272727,5
Q2752971,Hans Dahlgren,"David Mountbatten, III marchese di Milford Haven",0.1311475409836065,8
Q391325,Scarpinato,Roberto Scarpinato,0.7142857142857143,0
Q16546496,Scarpinato,Daniela Marra,0.2608695652173913,1
Q500021,Scarpinato,Saverio Lodato,0.5833333333333334,2
Q8867,Scarpinato,Gae Aulenti,0.1904761904761904,3
Q1445557,Scarpinato,Rocco Chinnici,0.25,4
Q3945990,Scarpinato,Salvatore Cancemi,0.3703703703703703,7
Q2159414,Scarpinato,Roberto Andò,0.2727272727272727,8
Q15936390,Scarpinato,Federico Cafiero De Raho,0.2941176470588235,9
Q355923,Conti,Bruno Conti,0.625,1
Q933508,Conti,Carlo Conti (conduttore televisivo),0.25,2
Q3701780,Conti,Daniela Conti,0.5555555555555556,3
Q933973,Conti,Daniele Conti,0.5555555555555556,5
Q4002773,Conti,Ugo Conti,0.7142857142857143,8
Q312325,S. Ferdinando,Ferdinando I delle Due Sicilie,0.4651162790697674,1
Q183579,S. Ferdinando,Ferdinando I d'Austria,0.5714285714285714,2
Q43063,S. Ferdinando,Francesco Ferdinando d'Austria-Este,0.4583333333333333,3
Q332717,S. Ferdinando,Ferdinando II delle Due Sicilie,0.4545454545454545,4
Q243122,S. Ferdinando,Ferdinando III di Castiglia,0.5,5
Q150575,S. Ferdinando,Ferdinando III d'Asburgo,0.5405405405405406,6
Q297483,S. Ferdinando,Ferdinando I de' Medici,0.5555555555555556,7
Q3742617,S. Ferdinando,Ferdinando Imposimato,0.5882352941176471,8
Q150599,S. Ferdinando,Ferdinando II d'Asburgo,0.5555555555555556,9
Q16262307,PM ke,Ke Jie,0.3636363636363636,1
Q3686284,️ Continuerò,Concita De Gregorio,0.3225806451612903,1
Q382683,️ Continuerò,Manvendra Singh Gohil,0.1818181818181818,8
Q136986,Icardi,Mauro Icardi,0.6666666666666666,0
Q3615790,Icardi,Andrea Icardi,0.631578947368421,2
Q7967127,Icardi,Wanda Nara,0.25,4
Q70248873,Icardi,Adriano Icardi,0.6,5
Q83321,Casanova,Giacomo Casanova,0.6666666666666666,0
Q3619383,Casanova,Antonio Casanova,0.6666666666666666,1
Q64556144,Casanova,Massimo Casanova,0.6666666666666666,8
Q429193,Gonalons,Maxime Gonalons,0.6956521739130435,0
Q13308,Gonalons,Samuel Umtiti,0.1904761904761904,1
Q14778629,Gonalons,Nabil Fekir,0.2105263157894736,3
Q15406583,Gonalons,Corentin Tolisso,0.3333333333333333,8
Q47563,Marco Carrai,Matteo Renzi,0.4166666666666667,0
Q3845991,Marco Carrai,Marco Carra (politico),0.7058823529411765,1
Q24033562,Marco Carrai,Davide Vecchi,0.24,2
Q168496,Marco Carrai,Carlo Carrà,0.6956521739130435,4
Q3845990,Marco Carrai,Marco Carra (cestista),0.7058823529411765,5
Q15143059,Marco Carrai,Maria Elena Boschi,0.3333333333333333,6
Q16574170,Marco Carrai,Luigi Carrai,0.5833333333333334,7
Q134588,Niccolò,Papa Niccolò V,0.6666666666666666,8
Q1130939,Ciao Giorgio,Giorgio Faletti,0.5185185185185185,3
Q260947,Ciao Giorgio,Giorgia (cantante 1971),0.3428571428571428,5
Q554971,Ciao Giorgio,Johnny Dorelli,0.3846153846153846,9
Q3719436,Federico Bernacca,Edmondo Bernacca,0.6666666666666666,0
Q3724240,Federico Bernacca,Emilia Bernacchi,0.5454545454545454,4
Q206856,Federico Bernacca,Angela Lansbury,0.125,7
Q2494,benedetto,Papa Benedetto XVI,0.5925925925925926,1
Q44265,benedetto,Benedetto da Norcia,0.5714285714285714,2
Q192348,benedetto,Benedetto Croce,0.6666666666666666,3
Q126711,benedetto,Papa Benedetto XIV,0.5925925925925926,4
Q90030087,benedetto,Paola Di Benedetto,0.5925925925925926,5
Q3638113,benedetto,Benedetto Vigna,0.6666666666666666,7
Q178799,benedetto,Papa Benedetto IX,0.6153846153846154,9
Q200895,Agata,Sant'Agata,0.6666666666666666,1
Q3956091,Capitano Ultimo,Sergio De Caprio,0.3225806451612903,0
Q381110,Capitano Ultimo,Raoul Bova,0.16,5
Q7742,Forza Luigi,Luigi XIV di Francia,0.3225806451612903,1
Q7732,Forza Luigi,Luigi XVI di Francia,0.3225806451612903,4
Q7721,Forza Luigi,Napoleone III di Francia,0.2285714285714285,7
Q737533,Forza Luigi,Luigi XIII di Francia,0.3125,8
Q13581225,Forza Luigi,Luigi Di Maio,0.4166666666666667,9
Q946765,Condoglianze,Milena Miconi,0.24,2
Q291915,Condoglianze,Sandra Milo,0.2608695652173913,4
Q94123,Condoglianze,Jack Lemmon,0.1739130434782608,6
Q296630,Condoglianze,Jason Robards,0.24,7
Q3764596,Condoglianze,Gino Cogliandro,0.5185185185185185,9
Q215546,Underwood,Carrie Underwood,0.72,0
Q559052,Underwood,Matthew Underwood,0.6923076923076923,3
Q15273814,Underwood,Sam Underwood,0.8181818181818182,5
Q525304,Underwood,Blair Underwood,0.75,6
Q1303837,Underwood,Ron Underwood,0.8181818181818182,8
Q5626310,Li Ganjie,Ganj Ali Khan,0.4545454545454545,2
Q8479,Li Ganjie,Pietro I di Russia,0.2222222222222222,8
Q938708,Barboni,E.B. Clucher,0.2105263157894736,1
Q52420166,Barboni,Antonio Barboni,0.6363636363636364,3
Q3845915,Barboni,Marco Barbone,0.6,4
Q3830622,Barboni,Leonida Barboni,0.6363636363636364,5
Q59590161,Barboni,Marco Tullio Barboni,0.5185185185185185,6
Q27712700,Barboni,Leopoldo Barboni,0.6086956521739131,9
Q3852751,Rita Querzè,Maurizio Zipponi,0.1481481481481481,3
Q3734376,Eugenio Guccione,Eugenio Guccione,1.0,0
Q735770,Eugenio Guccione,Luigi Sturzo,0.2857142857142857,2
Q164823,Eugenio Guccione,Girolamo Savonarola,0.2857142857142857,3
Q3839686,Eugenio Guccione,Luigi Gedda,0.4444444444444444,6
Q3750370,Eugenio Guccione,Francesco Orestano,0.2352941176470588,7
Q1528676,Eugenio Guccione,Giuseppe Toniolo,0.375,8
Q38370,Professor Enrico,Enrico VIII d'Inghilterra,0.2926829268292683,0
Q3759337,Professor Enrico,Gemelle Foglia,0.1333333333333333,1
Q41458912,Professor Enrico,Enrico Nigiotti,0.3870967741935484,2
Q674957,Professor Enrico,Enrico Letta,0.4285714285714285,4
Q473591,Professor Enrico,Bruno Trentin,0.3448275862068966,5
Q1343752,Professor Enrico,Enrico Del Debbio,0.3636363636363636,7
Q539115,Professor Enrico,Enrico Maria Salerno,0.3333333333333333,9
Q1236400,Giorgio Almirante,Giorgio Almirante,1.0,0
Q3627377,Giorgio Almirante,Assunta Almirante,0.5882352941176471,1
Q3765306,Giorgio Almirante,Giorgio Bornacin,0.6060606060606061,2
Q1356676,Giorgio Almirante,Ernesto Almirante,0.7058823529411765,4
Q47583,Giorgio Almirante,Gianfranco Fini,0.3125,5
Q451791,Giorgio Almirante,Giorgia Meloni,0.5161290322580645,7
Q1404336,Giorgio Almirante,Luigi Almirante,0.8125,8
Q922336,Giorgio Almirante,Pino Rauti,0.2962962962962963,9
Q312140,Contiamo,Serginho,0.125,2
Q192245,Contiamo,Susan B. Anthony,0.1666666666666666,3
Q56249859,Contiamo,Lennart Czyborra,0.25,7
Q1086666,Contiamo,Filippo Maniero,0.3478260869565217,8
Q28975,Marlowe,Christopher Marlowe,0.5384615384615384,0
Q1334264,Marlowe,Hugh Marlowe,0.7368421052631579,5
Q180377,Marlowe,Raymond Chandler,0.1739130434782608,6
Q2403264,Marlowe,June Marlowe,0.7368421052631579,7
Q3745884,Fiorentino Sullo,Fiorentino Sullo,1.0,0
Q3849940,Fiorentino Sullo,Marta Flavi,0.1481481481481481,6
Q720047,Giuseppe Bove,Giuseppe Bove,1.0,0
Q106775510,Giuseppe Bove,Edoardo Bove,0.4,1
Q502270,Giuseppe Bove,Giacomo Bove,0.56,4
Q3763077,Gianfranco Ganau,Gianfranco Ganau,1.0,0
Q28654865,Gianfranco Ganau,Guido Sechi,0.2962962962962963,3
Q22946356,Gianfranco Ganau,Nicola Sanna,0.3571428571428571,8
Q3763783,Gianfranco Ganau,Nanni Campus,0.2857142857142857,9
Q487473,Ciao Totò,Toto Cutugno,0.2857142857142857,0
Q697955,Ciao Totò,Aroldo Tieri,0.2857142857142857,2
Q61831,Ciao Totò,Jerry Calà,0.2105263157894736,5
Q13478654,Ciao Totò,Mario Meniconi,0.3478260869565217,6
Q554971,Ciao Totò,Johnny Dorelli,0.0869565217391304,7
Q1246106,Fabrizio Veronesi,Sandro Veronesi,0.75,0
Q3775988,Fabrizio Veronesi,Grazia Letizia Veronese,0.6,1
Q3738047,Fabrizio Veronesi,Fabrizio Gifuni,0.6875,3
Q9440,Fabrizio Veronesi,Paolo Veronese,0.6451612903225806,4
Q1489511,Fabrizio Veronesi,Fabrizio Cacciatore,0.5555555555555556,6
Q1217703,Fabrizio Veronesi,Silvio Muccino,0.3225806451612903,7
Q532126,Fabrizio Veronesi,Francesco Mandelli,0.3428571428571428,8
Q3765649,Splendore,Giorgio Panariello,0.2222222222222222,5
Q3611248,Splendore,Alfonso Splendore,0.6923076923076923,7
Q57388137,Cappai,Gianclaudio Cappai,0.5,1
Q2028960,Cappai,Manuel Cappai,0.631578947368421,2
Q18416006,Cappai,Alberto Crispo Cappai,0.4444444444444444,4
Q816819,Cappai,Benedetta Cappa,0.4761904761904761,5
Q3701841,Cappai,Daniela Virgilio,0.2727272727272727,9
Q869328,Norma Cossetto,Norma Cossetto,1.0,0
Q230636,Norma Cossetto,Geraldine Chaplin,0.2580645161290322,5
Q105103750,Norma Cossetto,Selene Gandini,0.0714285714285714,6
Q257339,Norma Cossetto,Simone Cristicchi,0.3225806451612903,7
Q3623784,Norma Cossetto,Arrigo Lorenzi,0.2142857142857142,8
Q3757242,Gaia Tortora,Gaia Tortora,1.0,0
Q3726658,Gaia Tortora,Enzo Tortora,0.6666666666666666,1
Q3960803,Gaia Tortora,Silvia Tortora,0.7692307692307693,2
Q3615878,Gaia Tortora,Andrea Molino (giornalista),0.3076923076923077,7
Q930967,Presidente Casellati,Maria Elisabetta Alberti Casellati,0.4814814814814814,0
Q3956186,Presidente Casellati,Sergio Mattarella,0.4324324324324324,2
Q2503364,Presidente Casellati,Pietro Grasso,0.303030303030303,5
Q159347,Steve McQueen,Steve McQueen,1.0,0
Q706475,Steve McQueen,Steve McQueen (regista),0.7222222222222222,1
Q1058602,Steve McQueen,Chad McQueen,0.64,8
Q7063882,Nour,Nour Mansour,0.5,1
Q3929224,Nour,Raffaella Rea,0.0,2
Q6170086,Nour,Jean Abdel-Nour,0.4210526315789473,4
Q3866926,Nour,Muhammad Nur al-Din Isma'il,0.1935483870967742,6
Q3344872,Nour,Nour Hadhria,0.5,7
Q465400,Nour,Maurizio Zaccaro,0.2,8
Q64364407,Nino Spirlì,Marzia Roncacci,0.2307692307692307,1
Q3663495,Nino Spirlì,Caterina Costantini,0.2666666666666666,2
Q3956091,Nino Spirlì,Sergio De Caprio,0.3703703703703703,4
Q3956017,Nino Spirlì,Sergio Barlozzi,0.3846153846153846,5
Q546288,Burlando,Claudio Burlando,0.6666666666666666,0
Q1487937,Burlando,Luigi Burlando,0.7272727272727273,3
Q1487918,Burlando,Enrico Burlando,0.6956521739130435,4
Q678135,Burlando,Armando Bandini,0.4347826086956521,5
Q42671365,Burlando,Giovanni Burlando,0.64,6
Q3742567,Burlando,Ferdinando Burlando,0.5925925925925926,7
Q5563625,Burlando,Giovanna Burlando,0.64,8
Q51025868,Burlando,Raffaella Paita,0.1739130434782608,9
Q1199119,Maradona,Diego Armando Maradona Junior,0.4324324324324324,2
Q2339817,Maradona,Hugo Maradona,0.7619047619047619,5
Q157491,Luisa,Maria Luisa d'Asburgo-Lorena,0.303030303030303,5
Q43193714,Luisa,Luísa Sonza,0.5,9
Q2609433,Concordiamo,Ferdulfo,0.3157894736842105,1
Q44383,Concordiamo,Tarcisio Bertone,0.1481481481481481,2
Q3112440,Concordiamo,Cornelio Giansenio (senior),0.2631578947368421,3
Q350773,Concordiamo,Baldo Angelo Abati,0.2758620689655172,4
Q40722,Concordiamo,Dilma Rousseff,0.08,6
Q15632091,Concordiamo,Stefano Arcellazzi,0.2068965517241379,8
Q20738917,Lucio D’Alessandro,Lucio d'Alessandro,0.8888888888888888,0
Q167546,Lucio D’Alessandro,Lucio Dalla,0.6206896551724138,1
Q469154,Lucio D’Alessandro,Lucio Battisti,0.4375,2
Q3838796,Lucio D’Alessandro,Lucio Allocca,0.5806451612903226,4
Q3838969,Lucio D’Alessandro,Lucio di Alessandria,0.7894736842105263,6
Q8409,Lucio D’Alessandro,Alessandro Magno,0.5882352941176471,7
Q182474,Lucio D’Alessandro,Papa Lucio III,0.375,8
Q72226149,Lucio D’Alessandro,Lucio Corsi,0.4827586206896552,9
Q16146870,Steve Bannon,Steve Bannon,1.0,0
Q19840320,Steve Bannon,Guo Wengui,0.1818181818181818,7
Q6784727,🔵 È,Massimo Coda,0.1333333333333333,3
Q215527,🔵 È,Domenico Criscito,0.1,4
Q2336602,🔵 È,Stefan Ilsanker,0.1111111111111111,7
Q28974232,🔵 È,Davide Diaw,0.1428571428571428,9
Q9358,Nietzsche,Friedrich Nietzsche,0.6428571428571429,0
Q77377,Nietzsche,Elisabeth Förster-Nietzsche,0.5,4
Q38873,Nietzsche,Lou von Salomé,0.0,7
Q1511,Nietzsche,Richard Wagner,0.3478260869565217,8
Q316064,John Fitzgerald Kennedy,John Fitzgerald Kennedy Jr.,0.92,2
Q313696,John Fitzgerald Kennedy,Joseph P. Kennedy,0.6,7
Q230303,John Fitzgerald Kennedy,Caroline Kennedy,0.5641025641025641,9
Q3733954,Leale,Ettore Leale,0.5882352941176471,1
Q16571619,Leale,Leale Malatesta,0.5,5
Q508703,Leale,Lynette Fromme,0.3157894736842105,9
Q1220,Rita Ettorre,Giorgio Napolitano,0.2666666666666666,1
Q1107120,Michele Anania,Andrea Di Stefano,0.2580645161290322,1
Q3769230,Michele Anania,Giulia Anania,0.6666666666666666,3
Q21321157,Michele Anania,Alessandro Borghi (attore),0.3,9
Q332717,𝐩𝐢𝐚𝐳𝐳𝐚 𝐒𝐚𝐧 𝐅𝐞𝐫𝐝𝐢𝐧𝐚𝐧𝐝𝐨,Ferdinando II delle Due Sicilie,0.0769230769230769,9
Q466836,Bindi,Rosy Bindi,0.6666666666666666,0
Q1123779,Bindi,Umberto Bindi,0.5555555555555556,1
Q935640,Bindi,Clara Bindi,0.625,4
Q2423081,Bindi,Bindi Irwin,0.625,5
Q4013115,Bindi,Vincenzo Bindi,0.5263157894736842,7
Q17285041,Bindi,Luca Bindi,0.6666666666666666,9
Q107272945,Palmerini,Lina Palmerini,0.782608695652174,0
Q27267725,Palmerini,Camillo Palmerini,0.6923076923076923,2
Q3960735,Palmerini,Silvestro Palmerini,0.6428571428571429,3
Q4002861,Palmerini,Ugo Palmerini,0.8181818181818182,6
Q84841962,Palmerini,Alessandro Palmerini,0.6206896551724138,8
Q157,Hollande,François Hollande,0.64,0
Q2023710,Hollande,Tom Holland (attore),0.5714285714285714,2
Q317095,Hollande,Dexter Holland,0.6363636363636364,6
Q296177,Hollande,John Cazale,0.3157894736842105,8
Q215305,Giulia Romani,Giulio Romano,0.8461538461538461,0
Q1048,Giulia Romani,Gaio Giulio Cesare,0.3870967741935484,2
Q2259,Giulia Romani,Giulia maggiore (figlia di Augusto),0.4166666666666667,3
Q191039,Giulia Romani,Germanico Giulio Cesare,0.3333333333333333,5
Q23872316,Giulia Romani,Valentina Romani,0.6206896551724138,6
Q1407,Giulia Romani,Tiberio,0.3,8
Q465428,Vediamolo,Piero Scaruffi,0.1739130434782608,3
Q3993084,Vediamolo,Toni Santagata,0.1739130434782608,6
Q797642,Bruno Gallo,Bruno Gallo,1.0,0
Q678076,Bruno Gallo,Massimiliano Gallo,0.5517241379310345,2
Q3763073,Bruno Gallo,Gianfranco Gallo,0.6666666666666666,3
Q36330,Bruno Gallo,Giordano Bruno,0.4,4
Q493925,Bruno Gallo,Andrea Gallo,0.6086956521739131,5
Q3906708,Mariangela,Plinio Fernando,0.24,6
Q15148944,Carlo Sangalli,Carlo Sangalli,1.0,0
Q3762608,Carlo Sangalli,Gian Carlo Sangalli,0.8484848484848485,1
Q3849202,Carlo Sangalli,Mario Vaghi,0.56,6
Q312365,Carlo Sangalli,Giuliano da Sangallo,0.5882352941176471,8
Q3619058,Carlo Sangalli,Antonino Drago,0.2857142857142857,9
Q3763333,Antipolitica,Gianluigi Paragone,0.2,4
Q242219,Antipolitica,Moana Pozzi,0.1739130434782608,5
Q22686,The Donald,Donald Trump,0.5454545454545454,0
Q103784,The Donald,Donald Sutherland,0.4444444444444444,2
Q348345,The Donald,Donald O'Connor,0.48,3
Q1239933,The Donald,Donald Glover,0.5217391304347826,4
Q314914,The Donald,Donald Pleasence,0.4615384615384615,5
Q3713655,The Donald,Donald Trump Jr.,0.4615384615384615,6
Q506554,The Donald,Donald Fagen,0.5454545454545454,7
Q314819,The Donald,Donald Faison,0.5217391304347826,8
Q2057895,The Donald,Donald Cerrone,0.5,9
Q59033045,Rettrice Polimeni,Antonella Polimeni,0.5714285714285714,0
Q1060134,Bruno Vespa,Bruno Vespa,1.0,0
Q131117,Bruno Vespa,Maria Montessori,0.2962962962962963,3
Q3686284,Bruno Vespa,Concita De Gregorio,0.1333333333333333,4
Q3725911,Bruno Vespa,Enrico Mentana,0.4,6
Q285543,Bruno Vespa,Alessandra Mussolini,0.1935483870967742,8
Q273073,Bruno Vespa,Milly Carlucci,0.16,9
Q458474,Evani,Alberico Evani,0.5263157894736842,0
Q395648,Evani,Agostino Di Bartolomei,0.1481481481481481,1
Q27981508,Evani,Andrea Pinamonti,0.2857142857142857,3
Q1756602,Evani,Vincenzo Grifo,0.2105263157894736,4
Q30228749,Evani,Alessandro Plizzari,0.25,7
Q21622039,Evani,Alex Meret,0.0,9
Q19395385,Leonardo Becchetti,Leonardo Becchetti,1.0,0
Q17306957,Leonardo Becchetti,Luigino Bruni,0.3870967741935484,2
Q3713005,Leonardo Becchetti,Domenico De Masi,0.3529411764705882,6
Q7002399,Leonardo Becchetti,Alessandro Bergallo,0.3783783783783784,8
Q98908697,Piroddi,Valerio Piroddi,0.6363636363636364,0
Q3837051,Piroddi,Lorenzo Piroddi,0.6363636363636364,2
Q3847145,Piroddi,Maria Ausilia Piroddi,0.5,3
Q39268399,Piroddi,Fabiola Piroddi,0.6363636363636364,4
Q3764110,Piroddi,Gigi Rizzi (attore),0.1538461538461538,5
Q7728,Piroddi,Grazia Deledda,0.2857142857142857,6
Q185140,capitol hill,Joaquin Phoenix,0.2962962962962963,1
Q24313,capitol hill,Mike Pence,0.0909090909090909,6
Q207598,capitol hill,Shannen Doherty,0.1481481481481481,7
Q766106,capitol hill,Ann Dunham,0.0909090909090909,8
Q210435,capitol hill,J. Edgar Hoover,0.1481481481481481,9
Q13494188,Gualtiero,Walter Ricciardi,0.4,2
Q3705006,Gualtiero,Delia Gualtiero,0.75,3
Q948169,Gualtiero,Roberto Gualtieri,0.6153846153846154,4
Q15972640,Sbrollini,Daniela Sbrollini,0.6923076923076923,0
Q129603,San Cesareo,Cesario di Terracina,0.3870967741935484,2
Q477619,Tempera,Vince Tempera,0.7,1
Q5669,Tempera,Sandro Botticelli,0.0833333333333333,3
Q5681,Tempera,Andrea Mantegna,0.2727272727272727,5
Q5827,Tempera,Perugino,0.2666666666666666,7
Q191748,Tempera,Lucas Cranach il Vecchio,0.1290322580645161,8
Q7031,Tempera,Luca Signorelli,0.0909090909090909,9
Q340239,Occhetto,Achille Occhetto,0.6666666666666666,0
Q1737249,Occhetto,Alessandro Natta,0.25,5
Q3629789,Occhetto,Aureliana Alberici,0.0769230769230769,6
Q3723138,Occhetto,Elisa Kadigia Bove,0.0769230769230769,7
Q47602,Occhetto,Massimo D'Alema,0.0869565217391304,8
Q3657884,Antonio Cavallaro,Simona Cavallari,0.6666666666666666,0
Q3845549,Antonio Cavallaro,Marcello Cirillo,0.3636363636363636,2
Q3619919,Antonio Cavallaro,Antonio Montinaro,0.6470588235294118,3
Q47547,Antonio Cavallaro,Antonio Di Pietro,0.5882352941176471,4
Q4015138,Antonio Cavallaro,Vito Schifani,0.2666666666666666,6
Q3725911,Antonio Cavallaro,Enrico Mentana,0.2580645161290322,7
Q16561003,Remuzzi,Giuseppe Remuzzi,0.6086956521739131,0
Q3763617,Remuzzi,Gianni Remuzzi,0.6666666666666666,2
Q171478,Remuzzi,Giancarlo Baghetti,0.16,5
Q670522,Remuzzi,Francesco Nullo,0.1818181818181818,7
Q3903180,Remuzzi,Piero Brolis,0.2105263157894736,9
Q578501,Simone Moro,Simone Moro,1.0,0
Q264664,Simone Moro,Denis Urubko,0.1739130434782608,2
Q22984483,Simone Moro,Alex Txikon,0.2727272727272727,3
Q2391206,Simone Moro,Tamara Lunger,0.3333333333333333,6
Q105152823,Simone Moro,Mario Curnis,0.2608695652173913,7
Q487950,Simone Moro,Anatolij Bukreev,0.1481481481481481,8
Q18713248,Simone Moro,Daniele Nardi,0.3333333333333333,9
Q31966,San Marco Evangelista,Marco (evangelista),0.8,0
Q3725786,Enrico Gasbarra,Enrico Gasbarra,1.0,0
Q1332769,Enrico Gasbarra,Nicola Zingaretti,0.375,1
Q17406685,Enrico Gasbarra,Emiliano Minnucci,0.25,4
Q4018027,Enrico Gasbarra,Walter Tocci,0.1481481481481481,5
