id,entity
74d04bfa28fcdf090458ee8d6962f5ed,Silvia Cavaletti
b4d9fbd1bfa9f85b42607826924d68b8,Mattarella
b4d9fbd1bfa9f85b42607826924d68b8,Giggino
b4d9fbd1bfa9f85b42607826924d68b8,Giulia Grillo
b4d9fbd1bfa9f85b42607826924d68b8,Alessandro Jachetti
b4d9fbd1bfa9f85b42607826924d68b8,Governatore
b4d9fbd1bfa9f85b42607826924d68b8,Travata
74d04bfa28fcdf090458ee8d6962f5ed,Francesco Bianchi
74d04bfa28fcdf090458ee8d6962f5ed,Roberto Lasagna
74d04bfa28fcdf090458ee8d6962f5ed,Mauro Morselli
b4d9fbd1bfa9f85b42607826924d68b8,Paolo Galeotti
b4d9fbd1bfa9f85b42607826924d68b8,Gonzaga
b4d9fbd1bfa9f85b42607826924d68b8,Garattini
b4d9fbd1bfa9f85b42607826924d68b8,Indigniamoci
a970c2d803feb95d22c01762df89ebcf,Onestà
fbbdcd4a9e04061531ba3d6576443d3b,Tal
fbbdcd4a9e04061531ba3d6576443d3b,Andremo
e06f5a606e66798ee278e491b7a17404,Saldi
e06f5a606e66798ee278e491b7a17404,Commissiine Bilancio
e06f5a606e66798ee278e491b7a17404,equindi
4fb76c16cececa35242536db41f77e96,Vicinanza
e06f5a606e66798ee278e491b7a17404,Spostano
e06f5a606e66798ee278e491b7a17404,Saldi
e06f5a606e66798ee278e491b7a17404,Arcuri
e06f5a606e66798ee278e491b7a17404,Commissario
e06f5a606e66798ee278e491b7a17404,CHURCHILL
e06f5a606e66798ee278e491b7a17404,Winston Churchill
e06f5a606e66798ee278e491b7a17404,Anas
e06f5a606e66798ee278e491b7a17404,Coraggio
e06f5a606e66798ee278e491b7a17404,Commissario Arcuri
fbbdcd4a9e04061531ba3d6576443d3b,Onesta
1b5a19dbd918eb9260716d13b2ef8a03,Bonomi
1b5a19dbd918eb9260716d13b2ef8a03,Giusto
1b5a19dbd918eb9260716d13b2ef8a03,Cicerone
27d1d76679ba09ec060c62f43c8aa668,Matteo
27d1d76679ba09ec060c62f43c8aa668,Aronairshow
27d1d76679ba09ec060c62f43c8aa668,Grandissima Verità
27d1d76679ba09ec060c62f43c8aa668,Pat Metheny
27d1d76679ba09ec060c62f43c8aa668,Aretha Franklin
27d1d76679ba09ec060c62f43c8aa668,Sam Cooke
27d1d76679ba09ec060c62f43c8aa668,Sam
c7ed6c7b66efdcdac1fb4a656da6bec1,Biddacidru
c7ed6c7b66efdcdac1fb4a656da6bec1,Paolo Savona
c7ed6c7b66efdcdac1fb4a656da6bec1,Fiduciosi
27d1d76679ba09ec060c62f43c8aa668,Ronald Reagan
c7ed6c7b66efdcdac1fb4a656da6bec1,Giancarlo Giorgetti Sottosegretario
c7ed6c7b66efdcdac1fb4a656da6bec1,Caro Collega
c7ed6c7b66efdcdac1fb4a656da6bec1,Antonella
3ad36aa5fe7f511338b53a5dc2eeb0d1,Complimenti
3ad36aa5fe7f511338b53a5dc2eeb0d1,COMPLICARE ULTERIORMENTE
3ad36aa5fe7f511338b53a5dc2eeb0d1,Lucia
3ad36aa5fe7f511338b53a5dc2eeb0d1,Messe
3ad36aa5fe7f511338b53a5dc2eeb0d1,Vero
3ad36aa5fe7f511338b53a5dc2eeb0d1,Direi
3ad36aa5fe7f511338b53a5dc2eeb0d1,Giuseppi
3ad36aa5fe7f511338b53a5dc2eeb0d1,Grillo
3ad36aa5fe7f511338b53a5dc2eeb0d1,Maio
3ad36aa5fe7f511338b53a5dc2eeb0d1,Giuseppi
4fb76c16cececa35242536db41f77e96,Gualtieri
4fb76c16cececa35242536db41f77e96,Auguri Patrizia
4fb76c16cececa35242536db41f77e96,Sansone
4fb76c16cececa35242536db41f77e96,Stasera
3ad36aa5fe7f511338b53a5dc2eeb0d1,SEMPLIFICARE
3ad36aa5fe7f511338b53a5dc2eeb0d1,Giorgio Gori
3ad36aa5fe7f511338b53a5dc2eeb0d1,Grillo
3ad36aa5fe7f511338b53a5dc2eeb0d1,Governo
3ad36aa5fe7f511338b53a5dc2eeb0d1,Federico
55041f8e8746c2175c22984cdcc71ab0,Dottssa Lapecorella
55041f8e8746c2175c22984cdcc71ab0,Dep
c7ed6c7b66efdcdac1fb4a656da6bec1,Boccia
c7ed6c7b66efdcdac1fb4a656da6bec1,Lerner
55041f8e8746c2175c22984cdcc71ab0,Dottssa Lapecorella
55041f8e8746c2175c22984cdcc71ab0,Cugino
55041f8e8746c2175c22984cdcc71ab0,Bianconi
55041f8e8746c2175c22984cdcc71ab0,Guadagno
55041f8e8746c2175c22984cdcc71ab0,Strano
55041f8e8746c2175c22984cdcc71ab0,Intervenire
3ad36aa5fe7f511338b53a5dc2eeb0d1,Giuseppi
55041f8e8746c2175c22984cdcc71ab0,Aspettiamoci
55041f8e8746c2175c22984cdcc71ab0,Commissario
fbbdcd4a9e04061531ba3d6576443d3b,Onesta
fbbdcd4a9e04061531ba3d6576443d3b,Onesta
fbbdcd4a9e04061531ba3d6576443d3b,Giusto
fbbdcd4a9e04061531ba3d6576443d3b,Leu
fbbdcd4a9e04061531ba3d6576443d3b,Leu
fbbdcd4a9e04061531ba3d6576443d3b,Stasera
e06f5a606e66798ee278e491b7a17404,Manderanno
4fb76c16cececa35242536db41f77e96,Borracce
e06f5a606e66798ee278e491b7a17404,Amici
a970c2d803feb95d22c01762df89ebcf,EUROSTAT
a970c2d803feb95d22c01762df89ebcf,tgcom24 Economia
a970c2d803feb95d22c01762df89ebcf,Combattere
a970c2d803feb95d22c01762df89ebcf,Miniflat
fbbdcd4a9e04061531ba3d6576443d3b,Stralcio
fbbdcd4a9e04061531ba3d6576443d3b,IV
1b5a19dbd918eb9260716d13b2ef8a03,Tasse
1b5a19dbd918eb9260716d13b2ef8a03,Miniflat Tax
1b5a19dbd918eb9260716d13b2ef8a03,UN SOLO
fbbdcd4a9e04061531ba3d6576443d3b,SAREBBE SOLO
fbbdcd4a9e04061531ba3d6576443d3b,Draghi
1b5a19dbd918eb9260716d13b2ef8a03,Leu
1b5a19dbd918eb9260716d13b2ef8a03,Panel
1b5a19dbd918eb9260716d13b2ef8a03,Domattina
1b5a19dbd918eb9260716d13b2ef8a03,Leu
1b5a19dbd918eb9260716d13b2ef8a03,VOTATO
c7ed6c7b66efdcdac1fb4a656da6bec1,Bella
c7ed6c7b66efdcdac1fb4a656da6bec1,Iva
c7ed6c7b66efdcdac1fb4a656da6bec1,Chiara
c7ed6c7b66efdcdac1fb4a656da6bec1,Assessore
c7ed6c7b66efdcdac1fb4a656da6bec1,Sottosegretario
c7ed6c7b66efdcdac1fb4a656da6bec1,Sottosegretario
3ad36aa5fe7f511338b53a5dc2eeb0d1,UN PAESE
3ad36aa5fe7f511338b53a5dc2eeb0d1,ABROGARE
55041f8e8746c2175c22984cdcc71ab0,Comm
77f4b8b2881d3b6bcecdc05377181187,Alberto
77f4b8b2881d3b6bcecdc05377181187,Bertoldi
77f4b8b2881d3b6bcecdc05377181187,🇹 Comm
77f4b8b2881d3b6bcecdc05377181187,Il Sen
77f4b8b2881d3b6bcecdc05377181187,Bertoldi
77f4b8b2881d3b6bcecdc05377181187,Bertoldi
77f4b8b2881d3b6bcecdc05377181187,Mario Bresciani
409a42c32d03063e93d10d3d0c420018,Aldo Miro
409a42c32d03063e93d10d3d0c420018,Bertoldi
409a42c32d03063e93d10d3d0c420018,Bertoldi
77f4b8b2881d3b6bcecdc05377181187,Bertoldi
77f4b8b2881d3b6bcecdc05377181187,Daniela Cara
409a42c32d03063e93d10d3d0c420018,🇹 Elisabetta Casellati
409a42c32d03063e93d10d3d0c420018,Aver
77f4b8b2881d3b6bcecdc05377181187,Sergio
77f4b8b2881d3b6bcecdc05377181187,Lara Magoni ⛷🤪🇮🇹
3acb10695c7e4d38686f665590c0654f,Precondizioni
3acb10695c7e4d38686f665590c0654f,Gazebo
3acb10695c7e4d38686f665590c0654f,Draghi
ced9a35d4641fda36657c53654d4f2ad,Bravi
ced9a35d4641fda36657c53654d4f2ad,Antonio Martino
ced9a35d4641fda36657c53654d4f2ad,Joe Biden
3acb10695c7e4d38686f665590c0654f,📣
1d52b5928a05d8eeccf0b1d8401ff74a,Pino Wilson
1d52b5928a05d8eeccf0b1d8401ff74a,Giancarlo Oddi
1d52b5928a05d8eeccf0b1d8401ff74a,Dimentichi
1d52b5928a05d8eeccf0b1d8401ff74a,enel
1d52b5928a05d8eeccf0b1d8401ff74a,Caro
1d52b5928a05d8eeccf0b1d8401ff74a,Segretario
1d52b5928a05d8eeccf0b1d8401ff74a,📣 Ricordandoci
1d52b5928a05d8eeccf0b1d8401ff74a,Il Sen
1d52b5928a05d8eeccf0b1d8401ff74a,Bertoldi
301474b0a622387133d2e2af1cfe95e7,Bertoldi
301474b0a622387133d2e2af1cfe95e7,riconvocarsi
301474b0a622387133d2e2af1cfe95e7,Lavoreremo
301474b0a622387133d2e2af1cfe95e7,📣
301474b0a622387133d2e2af1cfe95e7,Giovanni Esposito
301474b0a622387133d2e2af1cfe95e7,Viceministro
301474b0a622387133d2e2af1cfe95e7,Gilberto Pichetto Fratin
301474b0a622387133d2e2af1cfe95e7,Bertoldi
3cbfd19277b0a2ff9564c4ab4809fdd3,Caro Guido
3cbfd19277b0a2ff9564c4ab4809fdd3,Ianeselli
3cbfd19277b0a2ff9564c4ab4809fdd3,Caro
5d71d087ede43b64944d55e9b2da20b6,Bertoldi
5d71d087ede43b64944d55e9b2da20b6,Ianeselli
5d71d087ede43b64944d55e9b2da20b6,Segretario
5d71d087ede43b64944d55e9b2da20b6,Complimenti Sindaco
5d71d087ede43b64944d55e9b2da20b6,«Etnostato
3cbfd19277b0a2ff9564c4ab4809fdd3,Mario Draghi
3cbfd19277b0a2ff9564c4ab4809fdd3,Bertoldi
5d71d087ede43b64944d55e9b2da20b6,Bertoldi
5d71d087ede43b64944d55e9b2da20b6,Bersani
5d71d087ede43b64944d55e9b2da20b6,Bertoldi
5d71d087ede43b64944d55e9b2da20b6,📣
5d71d087ede43b64944d55e9b2da20b6,Domattina
3cbfd19277b0a2ff9564c4ab4809fdd3,Philip Morris
ced9a35d4641fda36657c53654d4f2ad,Maurizio Arrivabene
ced9a35d4641fda36657c53654d4f2ad,Sylos Labini
ced9a35d4641fda36657c53654d4f2ad,Martina Loss
ced9a35d4641fda36657c53654d4f2ad,Lise
ced9a35d4641fda36657c53654d4f2ad,Bertoldi
ced9a35d4641fda36657c53654d4f2ad,Felice
ced9a35d4641fda36657c53654d4f2ad,Gasperi
ced9a35d4641fda36657c53654d4f2ad,Bertoldi
3cbfd19277b0a2ff9564c4ab4809fdd3,Bertoldi
3cbfd19277b0a2ff9564c4ab4809fdd3,Fiero
3cbfd19277b0a2ff9564c4ab4809fdd3,Bertoldi
3cbfd19277b0a2ff9564c4ab4809fdd3,Bonaccini
3cbfd19277b0a2ff9564c4ab4809fdd3,Bertoldi
3cbfd19277b0a2ff9564c4ab4809fdd3,Bonaccini
ced9a35d4641fda36657c53654d4f2ad,FINALMENTE
3cbfd19277b0a2ff9564c4ab4809fdd3,Giorgia
3cbfd19277b0a2ff9564c4ab4809fdd3,Caro
3cbfd19277b0a2ff9564c4ab4809fdd3,Freccia
3cbfd19277b0a2ff9564c4ab4809fdd3,Alessia
3cbfd19277b0a2ff9564c4ab4809fdd3,Arcivescovo
3cbfd19277b0a2ff9564c4ab4809fdd3,Cardinale Gambetti
8d88326934bf217caaff62ac6ccb95f5,Fiero
8d88326934bf217caaff62ac6ccb95f5,Bertoldi
8d88326934bf217caaff62ac6ccb95f5,Lucia Coppola
8d88326934bf217caaff62ac6ccb95f5,Bertoldi
8d88326934bf217caaff62ac6ccb95f5,Manifestazione
8d88326934bf217caaff62ac6ccb95f5,Equo Compenso
34b79c578ab1e03a1b74ace542a097f5,Incredibile
34b79c578ab1e03a1b74ace542a097f5,Bertoldi
34b79c578ab1e03a1b74ace542a097f5,Sindaco
34b79c578ab1e03a1b74ace542a097f5,Visco
34b79c578ab1e03a1b74ace542a097f5,Rilegga
34b79c578ab1e03a1b74ace542a097f5,CristinaLuzzi
8d88326934bf217caaff62ac6ccb95f5,Chico Forti
8d88326934bf217caaff62ac6ccb95f5,Saviano
8d88326934bf217caaff62ac6ccb95f5,Claudio Cia
8d88326934bf217caaff62ac6ccb95f5,Claudio Cia
8d88326934bf217caaff62ac6ccb95f5,Bertoldi
34b79c578ab1e03a1b74ace542a097f5,Ianeselli
6a4db44897cd20b1d55c032503da79c2,Andrea Merler
6a4db44897cd20b1d55c032503da79c2,Bertoldi
6a4db44897cd20b1d55c032503da79c2,rieleggendomi Segretario
6a4db44897cd20b1d55c032503da79c2,Bertoldi
6a4db44897cd20b1d55c032503da79c2,Distribuiscono
409a42c32d03063e93d10d3d0c420018,Danilo Perin
409a42c32d03063e93d10d3d0c420018,DA
409a42c32d03063e93d10d3d0c420018,Letizia Giorgianni
409a42c32d03063e93d10d3d0c420018,Sylos Labini
409a42c32d03063e93d10d3d0c420018,Fabio Verna
6a4db44897cd20b1d55c032503da79c2,Congratulazioni
6a4db44897cd20b1d55c032503da79c2,Luca [POLITICIAN] Carlo
6a4db44897cd20b1d55c032503da79c2,Cristina Santi
6a4db44897cd20b1d55c032503da79c2,Silvio Salizzoni
6a4db44897cd20b1d55c032503da79c2,Flavio [POLITICIAN] Pascalis
6a4db44897cd20b1d55c032503da79c2,Andrea Merler
6a4db44897cd20b1d55c032503da79c2,Federico Sboarina
6a4db44897cd20b1d55c032503da79c2,Andrea Merler Sindaco
6a4db44897cd20b1d55c032503da79c2,Andrea Merler Sindaco
6a4db44897cd20b1d55c032503da79c2,Andrea Zambelli Sindaco
6a4db44897cd20b1d55c032503da79c2,Sindaco Zambelli
47eaa82c1603f4fb6caa3ed46ee3a840,Preventivatore
47eaa82c1603f4fb6caa3ed46ee3a840,Bertoldi
47eaa82c1603f4fb6caa3ed46ee3a840,Dante
b0c2b464bd0d06db2a76424a3be12af0,ABBONATO
b0c2b464bd0d06db2a76424a3be12af0,Presidente Giacca
b0c2b464bd0d06db2a76424a3be12af0,Bertoldi
47eaa82c1603f4fb6caa3ed46ee3a840,Franco
47eaa82c1603f4fb6caa3ed46ee3a840,Margherita Massai
47eaa82c1603f4fb6caa3ed46ee3a840,Incredibile
47eaa82c1603f4fb6caa3ed46ee3a840,Bertoldi
1d52b5928a05d8eeccf0b1d8401ff74a,Bertoldi
47eaa82c1603f4fb6caa3ed46ee3a840,Brillante Nadia
47eaa82c1603f4fb6caa3ed46ee3a840,Pronti
47eaa82c1603f4fb6caa3ed46ee3a840,Azzurri
47eaa82c1603f4fb6caa3ed46ee3a840,Bertoldi
47eaa82c1603f4fb6caa3ed46ee3a840,📣 Dai
34b79c578ab1e03a1b74ace542a097f5,Bertoldi
34b79c578ab1e03a1b74ace542a097f5,Antonia Campanella
34b79c578ab1e03a1b74ace542a097f5,Emi Rebus
34b79c578ab1e03a1b74ace542a097f5,Angelo Basta
34b79c578ab1e03a1b74ace542a097f5,Senatore
b0c2b464bd0d06db2a76424a3be12af0,📣
b0c2b464bd0d06db2a76424a3be12af0,Pierluigi Andreaus
b0c2b464bd0d06db2a76424a3be12af0,Vero
b0c2b464bd0d06db2a76424a3be12af0,Vero
b0c2b464bd0d06db2a76424a3be12af0,Bertoldi
b0c2b464bd0d06db2a76424a3be12af0,Bertoldi
5d71d087ede43b64944d55e9b2da20b6,Salutiamo
abc2190b23f7c3015c1cc91aaa23ace3,Bertoldi
abc2190b23f7c3015c1cc91aaa23ace3,Uomo
abc2190b23f7c3015c1cc91aaa23ace3,Scusa
abc2190b23f7c3015c1cc91aaa23ace3,Bertoldi
abc2190b23f7c3015c1cc91aaa23ace3,📣 Pos
ced9a35d4641fda36657c53654d4f2ad,Bertoldi
abc2190b23f7c3015c1cc91aaa23ace3,Caro
abc2190b23f7c3015c1cc91aaa23ace3,Bertoldi
abc2190b23f7c3015c1cc91aaa23ace3,Emiliano
5d71d087ede43b64944d55e9b2da20b6,Putin
ced9a35d4641fda36657c53654d4f2ad,Professor
ced9a35d4641fda36657c53654d4f2ad,Lise
8d88326934bf217caaff62ac6ccb95f5,Bertoldi
8d88326934bf217caaff62ac6ccb95f5,Rendiamolo
8d88326934bf217caaff62ac6ccb95f5,Cesare
b0c2b464bd0d06db2a76424a3be12af0,sullaproposta diun
34b79c578ab1e03a1b74ace542a097f5,Michela
34b79c578ab1e03a1b74ace542a097f5,Maria Vittoria!
34b79c578ab1e03a1b74ace542a097f5,Bertoldi
b0c2b464bd0d06db2a76424a3be12af0,Bertoldi
409a42c32d03063e93d10d3d0c420018,PIÙ INADEGUATO🇮
409a42c32d03063e93d10d3d0c420018,Bertoldi
409a42c32d03063e93d10d3d0c420018,Fd'I
409a42c32d03063e93d10d3d0c420018,Bertoldi
409a42c32d03063e93d10d3d0c420018,Papa Francesco
409a42c32d03063e93d10d3d0c420018,Bizzarri
409a42c32d03063e93d10d3d0c420018,Aver
6a4db44897cd20b1d55c032503da79c2,Andrea Merler Sindaco
6a4db44897cd20b1d55c032503da79c2,Andrea Merler Sindaco
6a4db44897cd20b1d55c032503da79c2,Tranquillo
6a4db44897cd20b1d55c032503da79c2,📣
301474b0a622387133d2e2af1cfe95e7,Bertoldi
301474b0a622387133d2e2af1cfe95e7,Felice
301474b0a622387133d2e2af1cfe95e7,Aver
301474b0a622387133d2e2af1cfe95e7,Vero
301474b0a622387133d2e2af1cfe95e7,Aver
ced9a35d4641fda36657c53654d4f2ad,📣
ced9a35d4641fda36657c53654d4f2ad,Caro
3acb10695c7e4d38686f665590c0654f,Bertoldi
3acb10695c7e4d38686f665590c0654f,Domattina
3acb10695c7e4d38686f665590c0654f,Fabbrini
3acb10695c7e4d38686f665590c0654f,Bertoldi
3acb10695c7e4d38686f665590c0654f,Bertoldi
3acb10695c7e4d38686f665590c0654f,Bertoldi
3acb10695c7e4d38686f665590c0654f,II
47eaa82c1603f4fb6caa3ed46ee3a840,Sottosegretario
b0c2b464bd0d06db2a76424a3be12af0,Bertoldi
47eaa82c1603f4fb6caa3ed46ee3a840,Bertoldi
1d52b5928a05d8eeccf0b1d8401ff74a,Michetti
1d52b5928a05d8eeccf0b1d8401ff74a,Quotidiano-
1d52b5928a05d8eeccf0b1d8401ff74a,📣
1d52b5928a05d8eeccf0b1d8401ff74a,Bertoldi
1d52b5928a05d8eeccf0b1d8401ff74a,Dio
1d52b5928a05d8eeccf0b1d8401ff74a,ANCHE
1d52b5928a05d8eeccf0b1d8401ff74a,Draghi
1d52b5928a05d8eeccf0b1d8401ff74a,Mattarella
1d52b5928a05d8eeccf0b1d8401ff74a,Bertoldi
47eaa82c1603f4fb6caa3ed46ee3a840,Fiero
47eaa82c1603f4fb6caa3ed46ee3a840,📣 Sprecare
1d52b5928a05d8eeccf0b1d8401ff74a,Claudio Demozzi
1d52b5928a05d8eeccf0b1d8401ff74a,Bertoldi
409a42c32d03063e93d10d3d0c420018,Nicolò Cusano
77f4b8b2881d3b6bcecdc05377181187,Angelis
77f4b8b2881d3b6bcecdc05377181187,Mirko Bisesti
409a42c32d03063e93d10d3d0c420018,Bertoldi
409a42c32d03063e93d10d3d0c420018,Offendi
77f4b8b2881d3b6bcecdc05377181187,chenon
77f4b8b2881d3b6bcecdc05377181187,Tardivo
77f4b8b2881d3b6bcecdc05377181187,UN NETTO
b8cfc14a936c52a727d4067818647408,Claudio
268cf939390a20e3b5159cd96902b901,Luciano D’Alfonso
268cf939390a20e3b5159cd96902b901,Aiuteranno
268cf939390a20e3b5159cd96902b901,piddume
268cf939390a20e3b5159cd96902b901,er Cotenna
268cf939390a20e3b5159cd96902b901,Regina
268cf939390a20e3b5159cd96902b901,Ferdinando I
268cf939390a20e3b5159cd96902b901,Diego
695658a76498ba4c1292b98c8ea46da3,Dalio
695658a76498ba4c1292b98c8ea46da3,Brandmayr
695658a76498ba4c1292b98c8ea46da3,Burioni
695658a76498ba4c1292b98c8ea46da3,Galileo
695658a76498ba4c1292b98c8ea46da3,Draghi
695658a76498ba4c1292b98c8ea46da3,Aspettiamo
695658a76498ba4c1292b98c8ea46da3,Greta
695658a76498ba4c1292b98c8ea46da3,Andremo
695658a76498ba4c1292b98c8ea46da3,Fenomeno
268cf939390a20e3b5159cd96902b901,Céline
268cf939390a20e3b5159cd96902b901,Claudio
268cf939390a20e3b5159cd96902b901,Sfigato
abc2190b23f7c3015c1cc91aaa23ace3,Fëdor Pavlovič
abc2190b23f7c3015c1cc91aaa23ace3,Haydn
c43daa408e150c1192061adf3e2c6507,Freccero
c43daa408e150c1192061adf3e2c6507,Direi
c43daa408e150c1192061adf3e2c6507,Massimo
c43daa408e150c1192061adf3e2c6507,Massimo
c43daa408e150c1192061adf3e2c6507,Cade
c43daa408e150c1192061adf3e2c6507,Trump
c43daa408e150c1192061adf3e2c6507,Chang
e0ddf0f09ce574892da3142cb1b12b6b,Flaiano
e0ddf0f09ce574892da3142cb1b12b6b,Sprofondo
e0ddf0f09ce574892da3142cb1b12b6b,Andrei
e0ddf0f09ce574892da3142cb1b12b6b,Nilde Iotti
e0ddf0f09ce574892da3142cb1b12b6b,Draghi
e0ddf0f09ce574892da3142cb1b12b6b,Jones
e0ddf0f09ce574892da3142cb1b12b6b,Giusti
e0ddf0f09ce574892da3142cb1b12b6b,S. Angelo
c43daa408e150c1192061adf3e2c6507,Giorgetti
c43daa408e150c1192061adf3e2c6507,Bran Academy
c43daa408e150c1192061adf3e2c6507,Fermi
c43daa408e150c1192061adf3e2c6507,Milla Jovovich
c43daa408e150c1192061adf3e2c6507,Torni
ccb74805919f69162e802e738cc3bc2d,Severo
ccb74805919f69162e802e738cc3bc2d,Onofrio
ccb74805919f69162e802e738cc3bc2d,S. Giovanni Battista
ccb74805919f69162e802e738cc3bc2d,Gabriele d’Annunzio
ccb74805919f69162e802e738cc3bc2d,Francesco Paolo Tosti
ccb74805919f69162e802e738cc3bc2d,Dario
e0ddf0f09ce574892da3142cb1b12b6b,Valerio
e0ddf0f09ce574892da3142cb1b12b6b,Direi
ccb74805919f69162e802e738cc3bc2d,Ripiegheremo
e0ddf0f09ce574892da3142cb1b12b6b,Spiace
e0ddf0f09ce574892da3142cb1b12b6b,essmpio
0fe1e5347739650401c1e482b1d3a71a,Pellicani
b8cfc14a936c52a727d4067818647408,Rimostranze
b8cfc14a936c52a727d4067818647408,Beato
0fe1e5347739650401c1e482b1d3a71a,Capito
0fe1e5347739650401c1e482b1d3a71a,Molière
0fe1e5347739650401c1e482b1d3a71a,Gotor
0fe1e5347739650401c1e482b1d3a71a,Giorgetti
0fe1e5347739650401c1e482b1d3a71a,Carlou
0fe1e5347739650401c1e482b1d3a71a,Olivier
b8cfc14a936c52a727d4067818647408,Hyænæ
b8cfc14a936c52a727d4067818647408,Volcker
b8cfc14a936c52a727d4067818647408,Jean Monnet
b8cfc14a936c52a727d4067818647408,Invito
b8cfc14a936c52a727d4067818647408,Direi
b8cfc14a936c52a727d4067818647408,Comincio
b8cfc14a936c52a727d4067818647408,Bisin
b8cfc14a936c52a727d4067818647408,Boldrin
b8cfc14a936c52a727d4067818647408,Ubaldo
0fe1e5347739650401c1e482b1d3a71a,Corrado Sforza Fogliani
b8cfc14a936c52a727d4067818647408,Stefano
b8cfc14a936c52a727d4067818647408,Avrei
b8cfc14a936c52a727d4067818647408,Ruffini
0844b90bfc66bbd0d697c2153e4a619f,Ponzi
0844b90bfc66bbd0d697c2153e4a619f,Darwin
0844b90bfc66bbd0d697c2153e4a619f,Franco
0844b90bfc66bbd0d697c2153e4a619f,Marione
0844b90bfc66bbd0d697c2153e4a619f,Scusa Marione
0844b90bfc66bbd0d697c2153e4a619f,Dillo
0844b90bfc66bbd0d697c2153e4a619f,Copertina
0844b90bfc66bbd0d697c2153e4a619f,Vittorio
0fe1e5347739650401c1e482b1d3a71a,Giannino
0fe1e5347739650401c1e482b1d3a71a,Franco
0fe1e5347739650401c1e482b1d3a71a,Draghi
0fe1e5347739650401c1e482b1d3a71a,San Bernardino
0fe1e5347739650401c1e482b1d3a71a,Beato
0fe1e5347739650401c1e482b1d3a71a,Loro
0844b90bfc66bbd0d697c2153e4a619f,Sant’Alberto
0844b90bfc66bbd0d697c2153e4a619f,Sant’Alberto
bc267bab579c4813d612cae5ce204cf7,Scusa
bc267bab579c4813d612cae5ce204cf7,Riposiamoci
bc267bab579c4813d612cae5ce204cf7,Realizzerete
bc267bab579c4813d612cae5ce204cf7,Caro Musso
bc267bab579c4813d612cae5ce204cf7,Ioannidis
bc267bab579c4813d612cae5ce204cf7,D’Annunzio
bc267bab579c4813d612cae5ce204cf7,Caro
bc267bab579c4813d612cae5ce204cf7,Alberto Sordi
bc267bab579c4813d612cae5ce204cf7,Alberto Sordi
69f70557360c61af55ec940965bfd133,Barnard
69f70557360c61af55ec940965bfd133,Luigi
b3025b33326123d9f6a4238ea0bd4671,Mandiamo
b3025b33326123d9f6a4238ea0bd4671,S. Francesco
b3025b33326123d9f6a4238ea0bd4671,Tommaso da Celano
b3025b33326123d9f6a4238ea0bd4671,Rosica
b3025b33326123d9f6a4238ea0bd4671,Churchill
b3025b33326123d9f6a4238ea0bd4671,Carlo
b3025b33326123d9f6a4238ea0bd4671,Gentile
695658a76498ba4c1292b98c8ea46da3,Coda
695658a76498ba4c1292b98c8ea46da3,pucci
695658a76498ba4c1292b98c8ea46da3,Donald
695658a76498ba4c1292b98c8ea46da3,Marione
695658a76498ba4c1292b98c8ea46da3,Amico
695658a76498ba4c1292b98c8ea46da3,Vincenzo Giovagnorio
695658a76498ba4c1292b98c8ea46da3,Celestino V” [POLITICIAN] Angelo [POLITICIAN] Nicola
b3025b33326123d9f6a4238ea0bd4671,Grillo
