id,mention,wp_title,ratio,ranking
Q262212,LORENZO DE MEDICI,Piero il Fatuo,0.12903225806451613,3
Q131552,LORENZO DE MEDICI,Caterina de' Medici,0.16666666666666666,4
Q378232,LORENZO DE MEDICI,Alessandro de' Medici (duca di Firenze),0.10714285714285714,5
Q465166,LORENZO DE MEDICI,Maddalena di Lorenzo de' Medici,0.16666666666666666,6
Q548314,LORENZO DE MEDICI,Lucrezia di Lorenzo de' Medici,0.1702127659574468,9
Q3846481,Marco Senise,Marco Senise,1.0,0
Q4010189,Marco Senise,Veronica Maya,0.16,2
Q3771772,Marco Senise,Giusy Amato,0.17391304347826086,8
Q21208625,doms,Achille Lauro (cantante),0.07142857142857142,2
Q22338370,doms,Victor Doms,0.4,5
Q140106,Francesco Monte,Francesco Maria Bourbon del Monte Santa Maria,0.5,0
Q676555,Francesco Monte,Francesco d'Assisi,0.6060606060606061,1
Q4013965,Francesco Monte,Virginia Bourbon del Monte,0.4878048780487805,3
Q472772,Francesco Monte,Francesco Baracca,0.625,7
Q234125,Simonetta,Simonetta Vespucci,0.6666666666666666,0
Q1147417,Simonetta,Simonetta Stefanelli,0.6206896551724138,2
Q23829539,Simonetta,Davide Simonetta,0.72,3
Q4003493,Simonetta,Umberto Simonetta,0.6923076923076923,4
Q110146988,Simonetta,Simonetta Tassinari,0.6428571428571429,6
Q122991,Simonetta,Simonetta Sommaruga,0.6428571428571429,7
Q16606392,Simonetta,Simonetta Spiri,0.75,9
Q445698,ARISA,Arisa,0.2,0
Q558822,Muccino,Gabriele Muccino,0.6086956521739131,0
Q1217703,Muccino,Silvio Muccino,0.6666666666666666,1
Q555241,Muccino,Pierfrancesco Favino,0.37037037037037035,3
Q8413,Costantino,Costantino I,0.9090909090909091,0
Q3695609,Costantino,Costantino della Gherardesca,0.5263157894736842,1
Q3695594,Costantino,Costantino Vitagliano,0.6451612903225806,4
Q41661,Costantino,Costantino VI,0.8695652173913043,6
Q37142,Costantino,Costantino XI Paleologo,0.6060606060606061,7
Q3695473,Costantino,Costantino Costantini,0.6451612903225806,8
Q46734,Costantino,Costantino II,0.8695652173913043,9
Q514695,Angela #Meraviglie,Alberto Angela,0.375,0
Q17405683,Angela #Meraviglie,Angelo Meraviglia,0.8571428571428571,3
Q2755833,Angela #Meraviglie,Piero Angela,0.4,8
Q27662498,Leotta,Diletta Leotta,0.6,0
Q3951045,Leotta,Saverio Leotta,0.6,2
Q77968840,Leotta,Daniele Scardina,0.18181818181818182,5
Q18585270,Leotta,Valeria Graci,0.21052631578947367,6
Q4011283,Leotta,Victoria Cabello,0.18181818181818182,8
Q28974273,Leotta,Nicolò Zaniolo,0.2,9
Q1044154,Nino D’Angelo,Nino D'Angelo,0.9230769230769231,0
Q18519506,Nino D’Angelo,Toni D'Angelo,0.6923076923076923,1
Q585972,Nino D’Angelo,Gigi D'Alessio,0.4444444444444444,3
Q60032834,Nino D’Angelo,Livio Cori,0.34782608695652173,4
Q751973,Nino D’Angelo,Nino Taranto,0.56,7
Q52937,Cristina,Cristina di Svezia,0.6153846153846154,1
Q869804,Cristina,Cristina D'Avena,0.6666666666666666,2
Q371257,Cristina,Giuseppe Di Cristina,0.5714285714285714,4
Q101203461,Cristina,Cristina Scocchia,0.64,5
Q630232,Cristina,Cristina Campo,0.7272727272727273,6
Q579183,Cristina,Cristina Chiabotto,0.6153846153846154,7
Q449801,Cristina,Cristina Comencini,0.6153846153846154,8
Q3697525,Cristina,Cristina Donà,0.7619047619047619,9
Q514695,Alberto Angela,Alberto Angela,1.0,0
Q2755833,Alberto Angela,Piero Angela,0.7692307692307693,1
Q3658993,Alberto Angela,Carlo Angela,0.6923076923076923,2
Q1237584,Alberto Angela,Angela Finocchiaro,0.375,6
Q568216,Alberto Angela,Giusy Buscemi,0.07407407407407407,7
Q2642828,Alberto Angela,Alberto Fernández (politico),0.5238095238095238,9
Q237446,Martini,Mia Martini,0.7777777777777778,1
Q318497,Martini,Carlo Maria Martini,0.5384615384615384,6
Q1243676,Martini,Martino Martini (gesuita),0.4375,9
Q3764077,Gigi Cooper,Gigi Angelillo,0.48,0
Q372073,Gigi Cooper,Jackie Cooper,0.6666666666666666,1
Q19984914,Gigi Cooper,Neva Leoni,0.09523809523809523,6
Q234458,Gigi Cooper,Irina Shayk,0.18181818181818182,7
Q3764082,Gigi Cooper,Gigi Cifarelli,0.56,8
Q3626950,Gigi Cooper,Zayn,0.0,9
Q440041,Ulisse INIZIA ORA,Diego Ulissi,0.3448275862068966,6
Q6882,Ulisse INIZIA ORA,James Joyce,0.14285714285714285,8
Q669464,Russo,Giuni Russo,0.625,2
Q451650,Russo,Carmen Russo,0.5882352941176471,3
Q3605677,Russo,Adriana Russo,0.5555555555555556,4
Q1041211,Bucci,Flavio Bucci,0.5882352941176471,0
Q516460,Bucci,Luca Bucci,0.6666666666666666,1
Q30745227,Bucci,Marco Bucci (politico),0.37037037037037035,2
Q2684046,Bucci,Antonella Bucci,0.5,3
Q15410615,Bucci,Elena Bucci,0.625,4
Q569638,Bucci,Anselmo Bucci,0.5555555555555556,5
Q3608174,Bucci,Alberto Bucci,0.5555555555555556,7
Q25144,Kevin,Kevin Spacey,0.5882352941176471,1
Q11930,Kevin,Kevin Costner,0.5555555555555556,2
Q3454165,Kevin,Kevin Bacon,0.625,3
Q29545,Kevin,Kevin Durant,0.5882352941176471,4
Q105817,Kevin,Kevin Kline,0.625,5
Q151034,Kevin,Kevin-Prince Boateng,0.4,6
Q489831,Kevin,Kevin Smith,0.625,7
Q152832,Kevin,Kevin Keegan,0.5882352941176471,8
Q517405,Kevin,Kevin Dillon,0.5882352941176471,9
Q275970,Eleonora Duse,Eleonora Duse,1.0,0
Q193236,Eleonora Duse,Gabriele D'Annunzio,0.3125,2
Q1172912,Eleonora Duse,Lina Poletti,0.16,3
Q438926,Eleonora Duse,Eleonora Rossi Drago,0.6060606060606061,8
Q762,LEONARDO DA,Leonardo da Vinci,0.14285714285714285,0
Q38111,LEONARDO DA,Leonardo DiCaprio,0.21428571428571427,3
Q8763,LEONARDO DA,Leonardo Fibonacci,0.13793103448275862,6
Q119289,LEONARDO DA,Leonardo da Porto Maurizio,0.10810810810810811,8
Q157491,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Maria Luisa d'Asburgo-Lorena,0.3764705882352941,0
Q51056,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Francesco Giuseppe I d'Austria,0.45977011494252873,1
Q328233,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Ferdinando Carlo Antonio d'Asburgo-Lorena,0.24489795918367346,2
Q502919,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Francesco IV d'Austria-Este,0.2857142857142857,3
Q2720659,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Luigi di Borbone-Due Sicilie (1824-1897),0.24742268041237114,4
Q434061,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Francesco V d'Austria-Este,0.2891566265060241,5
Q181261,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Carlo Alberto di Savoia,0.1,6
Q676301,Maria Luisa Leopoldina Francesca Teresa Giuseppa Lucia d',Giovanni VI del Portogallo,0.1686746987951807,9
Q3770394,massomafia,Giuseppe D'Urso (ingegnere),0.21621621621621623,0
Q16928380,massomafia,Paolo Romeo (politico),0.25,3
Q762,Leonardo Sala,Leonardo da Vinci,0.6666666666666666,0
Q577519,Leonardo Sala,Leonardo Pieraccioni,0.6060606060606061,4
Q317142,Leonardo Sala,Leonardo Sciascia,0.8,7
Q3808635,Bastianich,Joe Bastianich,0.8333333333333334,0
Q3446248,Bastianich,Lidia Bastianich,0.7692307692307693,1
Q15284464,Bastianich,Antonino Cannavacciuolo,0.30303030303030304,7
Q980037,Insinna,Flavio Insinna,0.6666666666666666,0
Q3741891,Insinna,Federico Russo,0.09523809523809523,6
Q440033,Insinna,Laura Chiatti,0.2,8
Q946765,Insinna,Milena Miconi,0.3,9
Q26033989,ENZO SCANNO.   ,Giovanni Buselli,0.06451612903225806,3
Q3726486,ENZO SCANNO.   ,Enzo Cheli,0.24,9
Q109061,Guido Reni,Guido Reni,1.0,0
Q447730,Guido Reni,Giovanni Lanfranco,0.35714285714285715,3
Q334262,Guido Reni,Guercino,0.4444444444444444,5
Q434907,LiBerté,Loredana Bertè,0.47619047619047616,0
Q237446,LiBerté,Mia Martini,0.3333333333333333,4
Q3665347,LiBerté,Cesare Bertea,0.4,6
Q1054564,LiBerté,Mango (cantante),0.08695652173913043,8
Q3938614,LiBerté,Roberto Bertea,0.38095238095238093,9
Q1399,Niccolò Machiavelli,Niccolò Machiavelli,1.0,0
Q177854,Niccolò Machiavelli,Lorenzo de' Medici,0.16216216216216217,6
Q3972556,Stefano Lentini,Stefano Lentini,1.0,0
Q1394847,Stefano Lentini,Giacomo da Lentini,0.6060606060606061,4
Q3831999,Stefano Lentini,Licinia Lentini,0.6,7
Q3725969,BallandoConLeStelle ENRICO,Enrico Papi,0.05405405405405406,1
Q1343824,BallandoConLeStelle ENRICO,Enrico Lo Verso,0.1951219512195122,3
Q273073,BallandoConLeStelle ENRICO,Milly Carlucci,0.2,5
Q1053244,BallandoConLeStelle ENRICO,Enrico Montesano,0.14285714285714285,6
Q466417,BallandoConLeStelle ENRICO,Martina Stella,0.35,7
Q3870666,BallandoConLeStelle ENRICO,Nathalie Guetta,0.1951219512195122,8
Q734767,BallandoConLeStelle ENRICO,Simone Montedoro,0.19047619047619047,9
Q447407,Solo,Bobby Solo,0.5714285714285714,2
Q3749945,Facchinetti,Francesco Facchinetti,0.6875,0
Q3939348,Facchinetti,Roby Facchinetti,0.8148148148148148,1
Q3609691,Facchinetti,Alessandra Facchinetti,0.6666666666666666,3
Q29635973,Facchinetti,Simone Facchinetti,0.7586206896551724,5
Q550116,Facchinetti,Alfonsina Strada,0.2222222222222222,6
Q3677447,Facchinetti,Cipriano Facchinetti,0.7096774193548387,7
Q87537290,Facchinetti,Giancarlo Facchinetti,0.6875,8
Q167959,Facchinetti,Papa Innocenzo IX,0.21428571428571427,9
Q90030087,GfVip,Paola Di Benedetto,0.08695652173913043,4
Q3611251,GfVip,Alfonso Signorini,0.18181818181818182,6
Q105755408,GfVip,Tommaso Zorzi,0.1111111111111111,9
Q4007762,POTREMMO,Valentino Picone,0.08333333333333333,2
Q3119423,Guido,Guido Crosetto,0.5263157894736842,1
Q1131281,Guido,Guido Gozzano,0.5555555555555556,2
Q192238,Guido,Guido d'Arezzo,0.5263157894736842,3
Q3763536,Guido,Gianni Guido,0.5882352941176471,4
Q955088,Guido,Guido Ceronetti,0.5,5
Q366270,Guido,Guido Guinizelli,0.47619047619047616,6
Q3779402,Guido,Guido Nicheli,0.5555555555555556,7
Q56706797,Guido,Guido Maria Brera,0.45454545454545453,8
Q316876,Guido,Guido Cavalcanti,0.47619047619047616,9
Q2755833,Ulisse Piero,Piero Angela,0.4166666666666667,2
Q762,Ulisse Piero,Leonardo da Vinci,0.13793103448275862,5
Q514695,Ulisse Piero,Alberto Angela,0.3076923076923077,6
Q3903175,Ulisse Piero,Piero Boitani,0.4,9
Q41458912,Nigiotti,Enrico Nigiotti,0.6956521739130435,0
Q22069366,Nigiotti,Elena D'Amario,0.18181818181818182,1
Q18812015,Nigiotti,Matilde Gioli,0.38095238095238093,6
Q2249919,Scusate,Maya Sansa,0.35294117647058826,5
Q53035,Scusate,Massimo Troisi,0.09523809523809523,6
Q65952716,Scusate,Dani Faiv,0.125,7
Q3677348,Scusate,Cinzia Leone (attrice),0.20689655172413793,8
Q193397,Marco vai,Steve Vai,0.3333333333333333,1
Q3846266,Marco vai,Marco Marzocca,0.6086956521739131,2
Q1430,Marco vai,Marco Aurelio,0.6363636363636364,3
Q539713,Marco vai,Marco Masini,0.7619047619047619,6
Q1541,Marco vai,Marco Tullio Cicerone,0.4666666666666667,7
Q312626,Marco vai,Marco Tardelli,0.6956521739130435,8
Q1052746,Marco vai,Valerio Mastandrea,0.2962962962962963,9
Q1395822,Gioconda,Francesco di Bartolomeo del Giocondo,0.3181818181818182,4
Q153032,Gioconda,Lisa Gherardini,0.2608695652173913,5
Q290491,Gioconda,Gioconda Belli,0.7272727272727273,8
Q5585,Gioconda,Giovanni Giocondo,0.56,9
Q466422,Patty Pravo,Patty Pravo,1.0,0
Q1968623,Pupo,Pupo (cantante),0.42105263157894735,0
Q3930171,Pupo,Raoul Pupo,0.5714285714285714,2
Q3925883,Pupo,Pupo De Luca,0.5,3
Q367196,Ettore....,Ettore Majorana,0.48,1
Q328279,Ettore....,Ettore Fieramosca,0.4444444444444444,2
Q53037,Ettore....,Ettore Scola,0.5454545454545454,3
Q78885,Ettore....,Ettore Sottsass,0.48,6
Q1054241,Ettore....,Ettore Petrolini,0.46153846153846156,7
Q1365844,Ettore....,Ettore Bassi,0.5454545454545454,8
Q714620,Ettore....,Ettore Muti,0.5714285714285714,9
Q514695,Alberto #Angela,Alberto Angela,0.9655172413793104,0
Q2755833,Alberto #Angela,Piero Angela,0.7407407407407407,1
Q3658993,Alberto #Angela,Carlo Angela,0.6666666666666666,2
Q1237584,Alberto #Angela,Angela Finocchiaro,0.36363636363636365,6
Q568216,Alberto #Angela,Giusy Buscemi,0.07142857142857142,7
Q206856,Alberto #Angela,Angela Lansbury,0.4,9
Q382638,ENZO,Enzo Biagi,0.14285714285714285,1
Q3726658,ENZO,Enzo Tortora,0.125,2
Q181282,ENZO,Enzo Ferrari,0.125,3
Q1046038,ENZO,Enzo Jannacci,0.11764705882352941,4
Q326477,ENZO,Enzo Fernández,0.1111111111111111,5
Q2612164,ENZO,Enzo Miccio,0.13333333333333333,6
Q3726555,ENZO,Enzo Iacchetti,0.1111111111111111,7
Q666426,ENZO,Enzo Decaro,0.13333333333333333,8
Q434907,Loredana Bertè,Loredana Bertè,1.0,0
Q237446,Loredana Bertè,Mia Martini,0.32,1
Q193397,Vai,Steve Vai,0.5,0
Q299663,Piero De' Medici,Piero il Gottoso,0.4375,0
Q262212,Piero De' Medici,Piero il Fatuo,0.4666666666666667,1
Q177854,Piero De' Medici,Lorenzo de' Medici,0.7058823529411765,2
Q298877,Piero De' Medici,Giuliano de' Medici,0.6857142857142857,3
Q48544,Piero De' Medici,Cosimo de' Medici,0.7272727272727273,8
Q1089049,Piero De' Medici,Bianca de' Medici,0.6666666666666666,9
Q242336,Claudia di Valois,Claudia di Valois,1.0,0
Q229208,Claudia di Valois,Claudia di Francia,0.7428571428571429,1
Q2601958,Claudia di Valois,Claudia Francesca di Lorena,0.5454545454545454,2
Q132545,Claudia di Valois,Enrico II di Francia,0.3783783783783784,3
Q53448,Claudia di Valois,Enrico III di Francia,0.3684210526315789,7
Q378825,Claudia di Valois,Francesco di Valois,0.6111111111111112,8
Q348059,Franc,Franc Roddam,0.5882352941176471,3
Q25147,Franc,Franco Battiato,0.5,4
Q29179,Franc,Francisco Franco,0.47619047619047616,5
Q555490,Franc,Franco Franchi,0.5263157894736842,7
Q2268909,Franc,Franca Viola,0.5882352941176471,9
Q1237265,Massimo Ghini,Massimo Ghini,1.0,0
Q3851301,Massimo Ghini,Massimo Iosa Ghini,0.8387096774193549,1
Q1907673,Massimo Ghini,Massimo Dapporto,0.5517241379310345,3
Q3749380,Massimo Ghini,Francesca Chillemi,0.3870967741935484,4
Q1055916,Massimo Ghini,Lunetta Savino,0.2962962962962963,6
Q1144984,Massimo Ghini,Luisa Ranieri,0.3076923076923077,7
Q558822,Massimo Ghini,Gabriele Muccino,0.20689655172413793,9
Q510848,Richard Madden,Richard Madden,1.0,0
Q3833073,Richard Madden,Lino Guanciale,0.2857142857142857,5
Q3719672,Richard Madden,Edoardo Stoppacciaro,0.29411764705882354,7
Q3639283,Richard Madden,Sarah Felberbaum,0.26666666666666666,8
Q234125,Simonetta Vespucci,Simonetta Vespucci,1.0,0
Q47674,Simonetta Vespucci,Amerigo Vespucci,0.6470588235294118,4
Q280851,Simonetta Vespucci,Piero di Cosimo,0.18181818181818182,9
Q15303721,Michele,Michele Bravi,0.7,2
Q3775982,Michele,Grazia Di Michele,0.5833333333333334,4
Q96106282,Michele,Michele Morrone,0.6363636363636364,6
Q380685,Michele,Michele Placido,0.6363636363636364,7
Q42303890,Michele,Michele Caccamo,0.6363636363636364,9
Q3302235,Alketa,Alketa Vejsiu,0.631578947368421,0
Q53004,De Sica,Vittorio De Sica,0.6086956521739131,0
Q554787,De Sica,Christian De Sica,0.5833333333333334,1
Q1891483,De Sica,Manuel De Sica,0.6666666666666666,2
Q33528627,De Sica,Andrea De Sica,0.6666666666666666,3
Q3643660,De Sica,Brando De Sica,0.6666666666666666,4
Q435210,De Sica,Massimo Boldi,0.2,6
Q43252,De Sica,Sophia Loren,0.10526315789473684,9
Q941751,LapoElkann,Lapo Elkann,0.9523809523809523,0
Q2286760,LapoElkann,Ginevra Elkann,0.5833333333333334,1
Q284011,LapoElkann,John Elkann,0.6666666666666666,2
Q1065346,LapoElkann,Alain Elkann,0.6363636363636364,3
Q3290404,LapoElkann,Marella Agnelli,0.32,4
Q4013965,LapoElkann,Virginia Bourbon del Monte,0.2222222222222222,6
Q1798074,LapoElkann,Edoardo Agnelli (imprenditore 1892),0.13333333333333333,8
Q3832550,Merlin,Lina Merlin,0.7058823529411765,3
Q459396,Merlin,Marisa Merlini,0.6,5
Q4013983,Raffaele di,Virginia Raffaele,0.5714285714285714,0
Q922080,Raffaele di,Raffaele Cutolo,0.6923076923076923,1
Q1085834,Raffaele di,Raffaele Viviani,0.7407407407407407,2
Q282551,Raffaele di,Raffaele Palladino,0.7586206896551724,6
Q3929147,Raffaele di,Raffaele Pisu,0.8333333333333334,8
Q1060314,Raffaele di,Raffaele Fitto,0.8,9
Q13581225,Di Maio,Luigi Di Maio,0.7,0
Q86360347,Di Maio,Salvatore Di Maio,0.5833333333333334,2
Q1776713,Di Maio,Sebastien De Maio,0.5,5
Q3886406,Di Maio,Oscar Di Maio (1959),0.5185185185185185,6
Q20056543,Di Maio,Olimpia Di Maio,0.6363636363636364,8
Q30230467,Di Maio,Gaspare Di Maio,0.6363636363636364,9
Q48187976,Ultimo,Ultimo (cantautore),0.48,2
Q3470368,zio Arduino”  Zio Arduino,Salvatore Argento,0.2857142857142857,3
Q2055129,zio Arduino”  Zio Arduino,Tedaldo di Canossa,0.27906976744186046,4
Q30076323,zio Arduino”  Zio Arduino,Matilde Festa,0.10526315789473684,8
Q552229,casino,Pier Ferdinando Casini,0.2857142857142857,6
Q208050,leonardo ❤️,Leonardo Bonucci,0.5925925925925926,0
Q3680829,leonardo ❤️,Clio Zammatteo,0.24,1
Q244413,Filippo Moras,Vincenzo de' Paoli,0.1935483870967742,6
Q975390,Filippo Moras,Ishak Belfodil,0.14814814814814814,9
Q933508,Carlo Conti,Carlo Conti (conduttore televisivo),0.4782608695652174,0
Q3765649,Carlo Conti,Giorgio Panariello,0.27586206896551724,3
Q3659213,Carlo Conti,Carlo Conti Rossini,0.7333333333333333,4
Q3659212,Carlo Conti,Carlo Conti (compositore),0.6111111111111112,5
Q17280057,Carlo Conti,Rosalinda Cannavò,0.21428571428571427,6
Q274547,Carlo Conti,Loretta Goggi,0.25,7
Q3663488,Carlo Conti,Caterina Balivo,0.38461538461538464,9
Q44091,DomenicaIn,Domenico di Guzmán,0.5714285714285714,2
Q348407,DomenicaIn,Domenico Berardi,0.6153846153846154,4
Q15303721,Bravi,Michele Bravi,0.5555555555555556,0
Q20178,Bravi,Joe Pesci,0.14285714285714285,4
Q3611357,Bravi,Alfredo Bravi,0.5555555555555556,7
Q492029,Tiziano Ferro,Tiziano Ferro,1.0,0
Q28974273,Nicolò,Nicolò Zaniolo,0.6,1
Q20090225,Nicolò,Nicolò Barella,0.6,2
Q44269,Nicolò,San Nicola di Bari,0.4166666666666667,3
Q56810114,Nicolò,Nicolò Fagioli,0.6,4
Q1653956,Nicolò,Nicolò Melli,0.6666666666666666,5
Q43976179,Nicolò,Nicolò Casale,0.631578947368421,7
Q74105143,Nicolò,Nicolò Rovella,0.6,8
Q56226,Kim Jong-un,Kim Jong-un,1.0,0
Q10665,Kim Jong-un,Kim Jong-il,0.8181818181818182,1
Q317824,Kim Jong-un,Kim Jong-nam,0.8695652173913043,2
Q4330912,Kim Jong-un,Kim Yo-jong,0.6363636363636364,3
Q41117,Kim Jong-un,Kim Il-sung,0.5454545454545454,4
Q385795,Kim Jong-un,Kim Jong-chul,0.8333333333333334,5
Q484484,Kim Jong-un,Kim Jong-hyun (cantante),0.6285714285714286,6
Q463949,Kim Jong-un,Kim Jong-suk,0.8695652173913043,8
Q3851237,Massimo Di Cataldo,Massimo Di Cataldo,1.0,0
Q3610626,Massimo Di Cataldo,Alex Baroni,0.13793103448275862,2
Q1378443,Massimo Di Cataldo,Phil Palmer,0.27586206896551724,8
Q18046420,Massimo Di Cataldo,Clarissa Marchese,0.17142857142857143,9
Q235302,Fantastica Carolyn,Carol Kane,0.42857142857142855,2
Q2685,Fantastica Carolyn,Arnold Schwarzenegger,0.2564102564102564,4
Q22686,Fantastica Carolyn,Donald Trump,0.2,7
Q35109,Noemi,Noemi (cantante),0.47619047619047616,0
Q61042073,Noemi,Noemi Di Segni,0.5263157894736842,2
Q2704206,Noemi,Fiorella Mannoia,0.2857142857142857,5
Q3342673,Noemi,Noemi Signorile,0.5,6
Q3877701,Noemi,Noemi Gifuni,0.5882352941176471,7
Q28112142,Chiara Dello Iacovo,Motta (cantante),0.17142857142857143,1
Q16606392,Chiara Dello Iacovo,Simonetta Spiri,0.17647058823529413,9
Q3972466,Stefano de Martino,Stefano De Martino,0.9444444444444444,0
Q465805,Stefano de Martino,Belén Rodríguez,0.30303030303030304,3
Q22069366,Stefano de Martino,Elena D'Amario,0.4375,4
Q84603148,Stefano de Martino,Paolo Ciavarro,0.375,6
Q2755221,Stefano de Martino,Ernesto de Martino,0.7222222222222222,7
Q3972492,Stefano de Martino,Stefano Feltri,0.6875,8
Q3870666,Stefano de Martino,Nathalie Guetta,0.30303030303030304,9
Q34417,Filippo II di Spagna,Filippo II di Spagna,1.0,0
Q36174,Filippo II di Spagna,Carlo II di Spagna,0.7894736842105263,1
Q34464,Filippo II di Spagna,Filippo III di Spagna,0.975609756097561,2
Q691402,Filippo II di Spagna,Filippo IV di Spagna,0.95,3
Q191045,Filippo II di Spagna,Filippo VI di Spagna,0.95,4
Q170467,Filippo II di Spagna,Filippo V di Spagna,0.9230769230769231,5
Q132545,Filippo II di Spagna,Enrico II di Francia,0.6,7
Q12860,Filippo II di Spagna,Ferdinando II d'Aragona,0.5581395348837209,9
Q193702,Samuel,Walter Samuel,0.631578947368421,1
Q172678,Samuel,Samuel L. Jackson,0.5217391304347826,2
Q13308,Samuel,Samuel Umtiti,0.631578947368421,3
Q1255625,Samuel,Samuel Eto'o,0.6666666666666666,4
Q37327,Samuel,Samuel Beckett,0.6,5
Q3946655,Samuel,Samuel (cantante),0.5217391304347826,8
Q67222776,Samuel,Samuel Lino,0.7058823529411765,9
Q3894155,Paolo Jannacci,Paolo Jannacci,1.0,0
Q1046038,Paolo Jannacci,Enzo Jannacci,0.7407407407407407,1
Q1067,Dante,Dante Alighieri,0.5,0
Q939842,Dante,Dante Ferretti,0.5263157894736842,2
Q3724638,Dante,Emma Dante,0.6666666666666666,5
Q232913,Dante,Beatrice Portinari,0.17391304347826086,7
Q186748,Dante,Dante Gabriel Rossetti,0.37037037037037035,8
Q445692,Fiordaliso,Fiordaliso (cantante),0.6451612903225806,0
Q57242649,Fiordaliso,Alessandro Fiordaliso,0.6451612903225806,2
Q199588,Mario Tricca #,Carlo Collodi,0.37037037037037035,2
Q255593,Mario Tricca #,Nilla Pizzi,0.24,5
Q191103,Lucrezia,Lucrezia Borgia,0.6956521739130435,1
Q16574075,Lucrezia,Lucrezia Guidone,0.6666666666666666,2
Q521022,Lucrezia,Lucrezia Lante della Rovere,0.45714285714285713,3
Q3839028,Lucrezia,Lucrezia Marricchi,0.6153846153846154,4
Q2059979,Lucrezia,Lucrezia Crivelli,0.64,6
Q47154,Lucrezia,Tito Lucrezio Caro,0.6153846153846154,7
