mention,wp_title,cosine
Alessandra,Alessandra Moretti,0.91161513
Alessandra,Alessandra Celentano,0.9051042
Alessandra,Alessandra Martines,0.9359602
Alessandra,Aleksandra Fëdorovna Romanova,0.78915113
Alessandra Mastronardi,Alessandra Mastronardi,1.0000001
Alessandra Mastronardi,Lucio Mastronardi,0.9370133
Alessandra Mastronardi,Matteo Branciamore,0.8726376
Alessandra Mastronardi,Lino Guanciale,0.8904243
Alessandro D'Angelo,Gianfranco D'Angelo,0.96341527
Alessandro D'Angelo,Angelo D'Alessandro,0.9842999
Alessandro D'Angelo,Beverly D'Angelo,0.9322332
Alessandro D'Angelo,Luca D'Angelo,0.96881115
Alessandro D'Angelo,Carlo D'Angelo,0.96182406
Alessandro D'Angelo,Alessandro D'Alatri,0.96868765
Alessandro D'Angelo,Alessandro Angeli,0.89702654
Alessandro D'Angelo,Enrico D'Angelo,0.9678694
Alessandro D’Avenia,Alessandro D'Avenia,0.99999976
Alessandro D’Avenia,Pino Puglisi,0.7962264
Alessandro D’Avenia,Luca Argentero,0.7958882
Alessandro D’Avenia,Giacomo Campiotti,0.842325
Alessandro GRECO,Alessandro Greco,0.9999999
Alessandro GRECO,Alessandro Magno,0.95954597
Alessandro GRECO,Gianni Greco,0.949773
Alessandro GRECO,Beatrice Bocci,0.86369944
Alessandro GRECO,Giuseppe Greco (mafioso),0.8882861
Alessandro Greco,Alessandro Greco,0.9999999
Alessandro Greco,Alessandro Magno,0.95954597
Alessandro Greco,Gianni Greco,0.949773
Alessandro Greco,Beatrice Bocci,0.86369944
Alessandro Greco,Giuseppe Greco (mafioso),0.8882861
Alessandro Mahmood,Mahmood,0.914653
Alessandro Mahmood,Blanco (cantante),0.7720122
Alessandro Preziosi,Alessandro Preziosi,0.9999999
Alessandro Preziosi,Giuseppe Diana,0.8859618
Alessandro Preziosi,Lucrezia Guidone,0.8967452
Alessandro Preziosi,Bianca Guaccero,0.8297988
Alessandro Preziosi,Enrico Preziosi,0.9536485
Alessia,Alessia Marcuzzi,0.9309326
Alessia,Alessia Morani,0.9269398
Alessia,Alessia Mancini,0.9329083
Alessia,Alessia Merz,0.9385799
Alessia,Alessia Amendola,0.91766644
Alessia,Alessia Ventura,0.92950225
Alessia,Alessia Orro,0.9038711
Alessia,Alessia Reato,0.9404585
Alessia,Alessia Gennari,0.94318545
Alessia Ventura,Alessia Ventura,0.9999995
Alessia Ventura,Alessia Reato,0.92298406
Alessia Ventura,Alessia Marcuzzi,0.9603469
Alessia Ventura,Alessia Fabiani,0.95508564
Alessia Ventura,Simona Ventura,0.97448385
Alessia Ventura,Ilary Blasi,0.8810538
Alex Djordjevic,Vincenzo Italiano,0.8695024
Alfano,Angelino Alfano,0.9566579
Alfano,Gioacchino Alfano,0.9451396
Alfano,Beppe Alfano,0.94755065
Alfano,Sonia Alfano,0.95390606
Alfano,Alfano di Salerno,0.8711126
Alfonso Sabella,Alfonso Sabella,1.0
Alfonso Sabella,Marzia Sabella,0.9467931
Alfonso Sabella,Giovanni Brusca,0.8942358
Alfonso Sabella,Vito Vitale,0.886639
Alfonso Sabella,Leoluca Bagarella,0.8767481
Alfonso Sabella,Stefano Lodovichi,0.8323054
Alfonso Signorini,Alfonso Signorini,0.9999995
Alice,Alice (cantante),0.85876
Alice,Alice Rohrwacher,0.9183285
Alice,Alice Cooper,0.92068243
Alicia Keys,Alicia Keys,1.0000001
Alicia Keys,Giorgia (cantante 1971),0.8317695
Alketa,Alketa Vejsiu,0.924632
Allegri,Massimiliano Allegri,0.94213015
Allegri,Allegra Caracciolo,0.8194411
Allegri,Gregorio Allegri,0.9261141
Allegri,Eugenio Allegri,0.9397801
Allegri,Correggio (pittore),0.7975895
Allegri,Renzo Allegri,0.92019534
Allontanarti,Marco Antonio,0.8357836
Allontanarti,Aleksandra Fëdorovna Romanova,0.7477378
Allontanarti,Paul Ehrenfest,0.7871756
Allontanarti,Katsuya Miyahira,0.69571763
Altan,Francesco Tullio Altan,0.8667298
Altan,Ahmet Altan,0.83714324
Altan,Altan Khan,0.9137294
Altan,Carlo Tullio-Altan,0.8357702
Amadeus,Wolfgang Amadeus Mozart,0.8569828
Amadeus,Amadeus (conduttore televisivo),0.84743214
Amadeus,Stefano Santucci,0.8872447
Amalia,Amalia Ercoli-Finzi,0.8848754
Amalia,Maria Amalia di Sassonia,0.84575963
Amalia,Amália Rodrigues,0.82187915
Amalia,Amalia Guglielminetti,0.8679582
Amalia,Amalia Pomilio,0.8787131
Amalia,Maria Amalia d'Asburgo-Lorena,0.8597524
Amalia,Caterina Amalia di Orange-Nassau,0.82407284
Amalia,Maria Amalia di Borbone-Napoli,0.8430801
Amalia,Amalia Pellegrini,0.9058368
Amedeo,Amedeo Minghi,0.912711
Amedeo,Amedeo Modigliani,0.92485106
Amedeo,Amedeo di Savoia-Aosta (1943),0.8334104
Amedeo,Amedeo di Savoia-Aosta (1898),0.8334104
Amedeo,Vittorio Amedeo II di Savoia,0.84067005
Amedeo,Amedeo Nazzari,0.94143426
Amedeo,Amedeo I di Spagna,0.8304154
Anastasio,Anastasio (rapper),0.80710065
Anastasio,Armando Anastasio,0.9076035
Anastasio,Papa Anastasio II,0.828538
Anastasio,Anastasio Anastasi,0.930846
Anastasio,Anastasio I Dicoro,0.75695956
Anastasio,Anastasio Somoza Debayle,0.7608557
Anastasio,Albert Anastasia,0.87488675
Anastasio #Sanremo2020,Anastasio (rapper),0.9368484
Anastasio #Sanremo2020,Arisa,0.8178404
Anastasio #Sanremo2020,Giuseppe Anastasi,0.823937
"Anastasio,#Elodie",Michele Bravi,0.7706114
"Anastasio,#Elodie",Federica Abbate,0.78597045
"Anastasio,#Elodie",Arisa,0.79041
"Anastasio,#Elodie",Rkomi,0.82224554
"Anastasio,#Elodie",Mahmood,0.78730285
"Anastasio,#Elodie",Fiorello,0.7552638
Andrea Bellantoni,Massimo Donà,0.8363985
Andrea Bocelli!,Andrea Bocelli,0.9659977
Andrea Ferri,Andrea Costa,0.9392322
Andrea Ferri,Andrea Di Stefano,0.88285756
Andrea Ferri,Lola Ferri,0.94109064
Andrea Ferri,Roberto Ferri (cantante),0.90828526
Andrea Ferri,Ettore Bassi,0.91253364
Andrea Laffranchi,Lazza,0.82525766
Andrea Laffranchi,Marracash,0.7682402
Angela,Angela Bassett,0.8823186
Angela,Angela Lansbury,0.9365839
Angela,Piero Angela,0.92871296
Angela,Angela White,0.9287835
Angela,Angela Merkel,0.93192416
Angela,Angela Finocchiaro,0.9299142
Angela,Angela Luce,0.92882514
Angela,Alberto Angela,0.9354366
Angela,Angela Marsons,0.8888913
Angela #Meraviglie,Alberto Angela,0.88301325
Angela #Meraviglie,Angelo Meraviglia,0.8792105
Angela #Meraviglie,Piero Angela,0.8810156
Angela #ulisse,Alberto Angela,0.87495613
Angela #ulisse,Piero Angela,0.8694085
Angela #ulisse,Lisa Gherardini,0.83046615
Angelica,Angelica Ippolito,0.9195412
Angelica,Angelica Bella,0.9213799
Angelica,Angelica Balabanoff,0.83180594
Angelica,Angelica (cantante),0.8343243
Angelo,Angelo Izzo,0.9309895
Angelo,Angelo Paradiso,0.9171828
Angelo,Angelo Maggi,0.9418807
Angelo,Angelo Ogbonna,0.9467275
Angelo,Angelo Tua,0.919945
Angelo,Angelo Angeli,0.9387007
Angelo,Angelo Pintus,0.93793476
Angelo Poliziano,Agnolo Poliziano,0.9279146
Angelo Poliziano,Clarice Orsini,0.76973295
Angelo Poliziano,Giovanni Pico della Mirandola,0.6748665
Angelo Poliziano,Liù Bosisio,0.84571236
Angelo Russo,Angelo Russo,0.99999964
Angelo Russo,Miguel Ángel Russo,0.9073841
Angelo Russo,Adriana Russo,0.93659943
Angelo Russo,Carmen Russo,0.95685863
Angelo Russo,Angelo Massimino,0.92424
Anita Ekberg,Anita Ekberg,0.99999964
Anita Ekberg,Anthony Steel (attore),0.8057105
Anita Ekberg,Gianni Agnelli,0.8100049
Anita Ekberg,Giò Stajano,0.79854256
Anna,Anna Bolena,0.9331473
Anna,Anna Falchi,0.935552
Anna,Anna Ammirati,0.9484612
Anna,Anna Stepanovna Politkovskaja,0.8431392
Anna,Anna (rapper),0.8726891
Anna,Anna Oxa,0.89711285
Anna,Anna O.,0.88607824
Anna,Anna Tatangelo,0.91693544
Anna,Anna Mazzamauro,0.85435814
Anna #,Anna Bolena,0.9266567
Anna #,Anna Falchi,0.92279506
Anna #,Anna Stepanovna Politkovskaja,0.8420118
Anna #,Anna Ammirati,0.94217193
Anna #,Anna (rapper),0.94751465
Anna #,Anna Oxa,0.8913963
Anna #,Anna O.,0.9292809
Anna #,Anna Tatangelo,0.9096987
Anna #,Anna Mazzamauro,0.85507053
Anna Magnani,Anna Magnani,0.9999997
Anna Magnani,Anna Mazzamauro,0.8710536
Anna Magnani,Olivia Magnani,0.9630288
Anna Magnani,Totò,0.85155934
Anna Magnani,Giulia Michelini,0.89189184
Anna Oxa,Anna Oxa,1.0000002
Anna Oxa,Franco Ciani (musicista),0.836224
Anna Tatangelo,Anna Tatangelo,0.99999964
Anna Tatangelo,Gigi D'Alessio,0.8492632
Anna Tatangelo,Vincenzo D'Agostino,0.83350617
Anna Tatangelo,Mara Maionchi,0.8738296
Anna Tatangelo!!,Anna Tatangelo,0.9193188
Anna Tatangelo!!,Gigi D'Alessio,0.82997376
Anna Tatangelo!!,Vincenzo D'Agostino,0.80733556
Anna Tatangelo!!,Mara Maionchi,0.82710695
Anna Valle #Sanremo2019,Anna Valle,0.9317294
Anna Valle #Sanremo2019,Anna Marchesini,0.8778943
Anna Valle #Sanremo2019,Marco Mengoni,0.80974615
Anna Valle #Sanremo2019,Aurora Ruffino,0.840063
Anna Valle #Sanremo2019,Massimo Ranieri,0.8460304
Annuccia Martini,Eleonora Cadeddu,0.7996782
Annuccia Martini,Michael Cadeddu,0.79136264
Anto,Anto Drobnjak,0.84876215
Anto,Anto Grgić,0.88315636
Anto,Vann'Antò,0.88695705
Anto,Anto Jerković,0.8741051
Anto,Riccardo Milani,0.88750297
Anto,Rino Anto,0.932811
Anto,Regina Orioli,0.81428945
Antonella Clerici,Antonella Clerici,0.9999999
Antonella Clerici,Paolo Bonolis,0.8967404
Antonella Elia,Antonella Elia,0.99999976
Antonella Elia,Sandra Milo,0.8804708
Antonella Elia,Carmen Di Pietro,0.8605962
Antonella Elia,Tommaso Zorzi,0.9054376
Antonella Elia+Madonna,Antonello Gagini,0.8073389
Antonella Elia+Madonna,Domenico Gagini,0.81594825
Antonellina,Antonella Interlenghi,0.81530654
Antonellina,Nino Antonellini,0.8200172
Antonellina,Silvio Scaroni,0.86208206
Antonellina,Mario Calderara,0.8403911
Antonellina,Paolo Conte,0.8586397
Antonietta,Maria Antonietta d'Asburgo-Lorena,0.8651471
Antonietta,Antonietta Bello,0.9046867
Antonietta,Antonietta Bagarella,0.94493866
Antonietta,Maria Antonietta Sisini,0.88511074
Antonietta,Luigi XVI di Francia,0.8169706
Antonietta,Antonietta Di Martino,0.86256695
Antonietta,Antonietta Gonsalvus,0.841461
Antonietta,Maria Antonietta (cantante),0.874704
Antonio,Antonio di Padova,0.854235
Antonio,Antonio Ligabue,0.929217
Antonio,Antonio Albanese,0.93833935
Antonio,Antonio abate,0.93441695
Antonio,Antonio Gerardi,0.8764111
Antonio,Antonio Candreva,0.9226147
Antonio,Antonio Sanabria,0.9371606
Antonio,Antonio Rocco,0.9448421
Antonio,Marco Antonio,0.93148017
Antonio Ciarallo,Nino Manfredi,0.82378656
Antonio Ciarallo,Armando Petrucci,0.86424667
Antonio Ciarallo,Palmiro Togliatti,0.77608764
Antonio Ciarallo,Frank Zappa,0.861065
Antonio Ciarallo,Antonio Pallante,0.92052317
Antonio Logli,Altamante Logli,0.845201
Antonio Logli,Sebastiano Somma,0.91177076
Antonio Mezzancella,Claudio Amendola,0.8492284
Antonio Mezzancella,Loretta Goggi,0.8279752
Antonio Mezzancella,Gigi Proietti,0.83267605
Antonio Mezzancella,Serena Rossi,0.84866154
Antonio Mezzancella,Giorgio Panariello,0.8354727
Antonio QUANDO LO VUOI,Mia Martini,0.79115653
Antonio QUANDO LO VUOI,Antonio abate,0.8063711
Antonio QUANDO LO VUOI,Uccio De Santis,0.74900144
Antonio QUANDO LO VUOI,Rocco Siffredi,0.7898134
Antonio QUANDO LO VUOI,Jennifer Connelly,0.7136795
Antonio QUANDO LO VUOI,Carmelo Bene,0.71572
Antonio QUANDO LO VUOI,Antonio Coggio,0.78622675
Antonio QUANDO LO VUOI,Jack Kerouac,0.7789245
Antonio Razzi,Antonio Razzi,1.0
Antonio Razzi,Claudia Razzi,0.9476758
Antonio Razzi,Saverio Raimondo,0.88264394
Antonio Razzi,Han Kwang-song,0.7671882
Antonio Razzi,Marzia Roncacci,0.8581044
Ape Maia,Antonella Baldini,0.802793
Appunto Maurizio,Maurizio Merli,0.93182737
Appunto Maurizio,Maurizio Fabrizio,0.9426562
Appunto Maurizio,Maurizio Lupi,0.9278761
Appunto Maurizio,Francesco Cossiga,0.8973688
Appunto Maurizio,Maurizio (imperatore),0.8829166
Appunto Maurizio,Gabriele D'Annunzio,0.8041768
Arcuri,Manuela Arcuri,0.9235053
Arcuri,Domenico Arcuri,0.90905136
Arcuri,Sergio Arcuri,0.9162179
Arcuri,Alfie Arcuri,0.9200765
Arcuri,Gabriel Garko,0.8881745
Arcuri,Camillo Arcuri,0.906863
Arcuri,Filippo Nigro,0.83192897
Arcuri,Luciano Arcuri,0.91634035
Arisa,Arisa,1.0000002
Ariston,Aristone di Chio,0.72132784
Ariston,Bruno Lauzi,0.8237076
Ariston,Tizio Aristone,0.8316366
Ariston,Aristone (padre di Platone),0.79068625
Armstrong,Louis Armstrong,0.91550577
Armstrong,Lance Armstrong,0.908294
Armstrong,Neil Armstrong,0.9140692
Armstrong,Billie Joe Armstrong,0.86412483
Armstrong,"Antony Armstrong-Jones, I conte di Snowdon",0.77056813
Armstrong,Alun Armstrong,0.85209465
Armstrong,Tim Armstrong,0.91220486
Armstrong,Marcus Armstrong,0.91488665
Arthur,Arthur Cabral,0.93917596
Arthur,Arthur Schopenhauer,0.9283378
Arthur,Arthur Conan Doyle,0.81755936
Arthur,Arthur Miller,0.92596996
Arthur,Arthur Melo,0.9289085
Arthur,Arthur Dove,0.8970725
Arthur,Arthur Crudup,0.8868134
Arthur,Chester Arthur,0.94448316
Arthur #LAl…,Osho Rajneesh,0.7681619
Arthur #LAl…,Alexander Burnes,0.7944862
Artista,Mr. (artista),0.85070044
Artista,ERO (artista),0.87599254
Artista,Blu (artista),0.86611235
Artista,Invader (artista),0.8596747
Artista,Coccinelle (artista),0.85511744
Asburgo,Maria Antonietta d'Asburgo-Lorena,0.8155933
Asburgo,Carlo V d'Asburgo,0.793936
Asburgo,Carlo VI d'Asburgo,0.81259835
Asburgo Lorena,Maria Antonietta d'Asburgo-Lorena,0.8748968
Asburgo Lorena,Ottone d'Asburgo-Lorena,0.8596585
Asburgo Lorena,Maria Luisa d'Asburgo-Lorena,0.87373483
Asburgo Lorena,Rodolfo d'Asburgo-Lorena,0.8768178
Asburgo Lorena,Maria Carolina d'Asburgo-Lorena,0.87460864
Asburgo Lorena,Francesco II d'Asburgo-Lorena,0.84117836
Asburgo Lorena,Carlo d'Asburgo-Lorena,0.85655475
Asburgo Lorena,Massimiliano I del Messico,0.83872986
Augusto,Augusto,1.0000002
Augusto,Carlos Augusto,0.91491914
Augusto,Romolo Augusto,0.91206586
Augusto,Augusto Pinochet,0.93588233
Augusto,Augusto Daolio,0.84483254
Augusto,Filippo II di Francia,0.82225835
Augusto,Augusto Minzolini,0.91690385
Augusto,Augusto Imperiali,0.91966087
Aureli,Aurelio Aureli,0.8931431
Aureli,Andrea Aureli,0.90213585
Aureli,Giuseppe Aureli,0.90801066
Aureli,Emanuela Aureli,0.89752704
Aureli,Raniero Aureli,0.90447503
Aureli,Marco Aurelio,0.8361186
Aureli,Ludovico Aureli,0.89536816
Aurora Ruffino,Aurora Ruffino,0.99999994
Avevamo,Priscilla Presley,0.83376634
Avevamo,Norman Schwarzkopf,0.76729786
Avevamo,Francesco Brandi,0.8725431
Avrei,John Cazale,0.81273973
Avrei,Franco Ciani (musicista),0.8271096
Avrei,Maria Antonietta d'Asburgo-Lorena,0.7948544
Avrei,Checco Zalone,0.8113822
Azz,Federico Salvatore,0.87877536
Azz,Bad Azz,0.9064009
Azz,Mr. Marcus,0.8305709
Azz,Brian Pumper,0.8367419
Azz,Lisa Sparxxx,0.7959424
Azz,Nate Dogg,0.8480847
Bachi,Marco Bachi,0.88360274
Bachi,Donato Bachi,0.8827256
Bachi,Salim Bachi,0.90687096
Bachi,Riccardo Bachi,0.8967937
Bachi,João Bachi,0.9065511
Bachi,Armando Bachi,0.9061469
Baglioni,Claudio Baglioni,0.9385132
Baglioni,Lorenzo Baglioni,0.94172776
BallandoConLeStelle,Milly Carlucci,0.85672784
BallandoConLeStelle,Sara Di Vaira,0.7401016
BallandoConLeStelle,Martina Stella,0.7977771
BallandoConLeStelle,Raimondo Todaro,0.8722018
BallandoConLeStelle,Nathalie Guetta,0.8211244
BallandoConLeStelle,Carolyn Smith,0.8306042
BallandoConLeStelle,Ema Stokholma,0.7707529
BallandoConLeStelle ENRICO,Enrico Papi,0.84099925
BallandoConLeStelle ENRICO,Enrico Lo Verso,0.81161094
BallandoConLeStelle ENRICO,Milly Carlucci,0.84289575
BallandoConLeStelle ENRICO,Enrico Montesano,0.8456247
BallandoConLeStelle ENRICO,Martina Stella,0.8014224
BallandoConLeStelle ENRICO,Nathalie Guetta,0.82144225
BallandoConLeStelle ENRICO,Simone Montedoro,0.7624222
BallandoConLeStelle Milly Carlucci,Milly Carlucci,0.91243994
BallandoConLeStelle Pamela Prati,Eva Grimaldi,0.84715056
BallandoConLeStelle Pamela Prati,Loretta Goggi,0.8392836
BallandoConLeStelle Pamela Prati,Iva Zanicchi,0.8244262
BallandoConLeStelle RAIMONDO TODARO,Raimondo Todaro,0.93535376
Bano,Al Bano,0.9162528
Bano,Romina Power,0.9037738
Bano,Ylenia Carrisi,0.8941376
