id,mention,wp_title,ratio,ranking,name,gender,to_filter,cosine,avg
Q980037,Insinna,Flavio Insinna,0.6666666666666666,1.0,,,,0.94045836,0.8690416755555556
Q109061,Guido Reni,Guido Reni,1.0,1.0,,,,1.0000004,1.0000001333333335
Q1399,Niccolò Machiavelli,Niccolò Machiavelli,1.0,1.0,,,,1.0000005,1.0000001666666667
Q3972556,Stefano Lentini,Stefano Lentini,1.0,1.0,,,,1.0000001,1.0000000333333334
Q3939348,Facchinetti,Roby Facchinetti,0.8148148148148148,0.8888888888888888,,,,0.9487555,0.8841530679012345
Q41458912,Nigiotti,Enrico Nigiotti,0.6956521739130435,1.0,,,,0.967193,0.8876150579710145
Q466422,Patty Pravo,Patty Pravo,1.0,1.0,,,,1.0000001,1.0000000333333334
Q514695,Alberto #Angela,Alberto Angela,0.9655172413793104,1.0,,,,0.9361551,0.9672241137931036
Q434907,Loredana Bertè,Loredana Bertè,1.0,1.0,,,,1.0000002,1.0000000666666666
Q193397,Vai,Steve Vai,0.5,1.0,,,,0.92651784,0.8088392799999999
Q177854,Piero De' Medici,Lorenzo de' Medici,0.7058823529411765,0.7777777777777778,,,,0.9243486,0.8026695769063181
Q242336,Claudia di Valois,Claudia di Valois,1.0,1.0,,,,0.9999999,0.9999999666666667
Q1237265,Massimo Ghini,Massimo Ghini,1.0,1.0,,,,1.0000002,1.0000000666666666
Q510848,Richard Madden,Richard Madden,1.0,1.0,,,,1.0000001,1.0000000333333334
Q234125,Simonetta Vespucci,Simonetta Vespucci,1.0,1.0,,,,1.0000001,1.0000000333333334
Q53004,De Sica,Vittorio De Sica,0.6086956521739131,1.0,,,,0.94016993,0.8496218607246377
Q941751,LapoElkann,Lapo Elkann,0.9523809523809524,1.0,,,,0.8290448,0.9271419174603176
Q4013983,Raffaele di,Virginia Raffaele,0.5714285714285714,1.0,,,,0.9088903,0.8267729571428571
Q13581225,Di Maio,Luigi Di Maio,0.7,1.0,,,,0.942749,0.8809163333333333
Q208050,leonardo ❤️,Leonardo Bonucci,0.5925925925925926,1.0,,,,0.9059255,0.8328393641975308
Q15303721,Bravi,Michele Bravi,0.5555555555555556,1.0,,,,0.9440813,0.8332122851851852
Q492029,Tiziano Ferro,Tiziano Ferro,1.0,1.0,,,,1.0,1.0
Q56226,Kim Jong-un,Kim Jong-un,1.0,1.0,,,,1.0,1.0
Q3851237,Massimo Di Cataldo,Massimo Di Cataldo,1.0,1.0,,,,1.0,1.0
Q3972466,Stefano de Martino,Stefano De Martino,0.9444444444444444,1.0,,,,1.0000004,0.9814816148148148
Q34417,Filippo II di Spagna,Filippo II di Spagna,1.0,1.0,,,,1.0000005,1.0000001666666667
Q193702,Samuel,Walter Samuel,0.631578947368421,0.8888888888888888,Samuel,male,,0.95106065,0.8238428287524365
Q3894155,Paolo Jannacci,Paolo Jannacci,1.0,1.0,,,,1.0,1.0
Q352,Hitler,Adolf Hitler,0.6666666666666666,1.0,,,,0.95508116,0.8739159422222222
Q264158,Margherita Mazzucco,Melania Mazzucco,0.7428571428571429,0.7777777777777778,,,,0.9624435,0.8276928068783068
Q437927,Irene Grandi,Irene Grandi,1.0,1.0,,,,1.0000002,1.0000000666666666
Q2612124,Carla Gozzi,Carla Gozzi,1.0,1.0,,,,0.9999997,0.9999999
Q340224,achille lauro,Achille Lauro,0.8461538461538461,1.0,,,,1.0000001,0.948717982051282
Q10389770,Vera Gemma,Vera Gemma,1.0,1.0,,,,0.99999994,0.99999998
Q230662,Anita Ekberg,Anita Ekberg,1.0,1.0,,,,0.99999964,0.99999988
Q2703298,Gregorio Guglielmi,Gregorio Guglielmi,1.0,1.0,,,,1.0000002,1.0000000666666666
Q3335,Orwell,George Orwell,0.631578947368421,1.0,,,,0.9357992,0.8557927157894737
Q3666978,checco zalone,Checco Zalone,0.8461538461538461,1.0,,,,0.9999999,0.9487179153846155
Q604531,Razzi,Antonio Razzi,0.5555555555555556,1.0,,,,0.94739866,0.8343180718518518
Q3779629,Mariotto,Guillermo Mariotto,0.6153846153846154,1.0,,,,0.9351905,0.8501917051282052
Q61831,Jerry Calà,Jerry Calà,1.0,1.0,,,,0.9999998,0.9999999333333333
Q102027,Cannavaro,Fabio Cannavaro,0.75,1.0,,,,0.9471949,0.8990649666666667
Q3764092,Gigi #Marzullo,Gigi Marzullo,0.9629629629629628,1.0,,,,0.93915254,0.9673718343209877
Q3337706,Logli,Nedo Logli,0.6666666666666666,1.0,,,,0.795575,0.8207472222222222
Q1330598,Rocchetti,Elisabetta Rocchetti,0.6206896551724138,1.0,,,,0.9408504,0.8538466850574712
Q60036307,mahmood,Mahmood,0.8571428571428571,1.0,,,,1.0,0.9523809523809524
Q3893646,Paola Turci,Paola Turci,1.0,1.0,,,,1.0000002,1.0000000666666666
Q1054391,Califano,Franco Califano,0.6956521739130435,1.0,,,,0.92746985,0.8743740079710145
Q340224,Achille #Lauro,Achille Lauro,0.9629629629629628,1.0,,,,0.9354037,0.9661222209876543
Q3767552,Lanzalone,Giovanni Lanzalone,0.6666666666666666,1.0,,,,0.95406204,0.8735762355555554
Q298877,Giuliano de' Medici?,Giuliano de' Medici,0.9743589743589745,1.0,,,,0.9519131,0.9754240247863248
Q72904,Adriano,Luiz Adriano,0.7368421052631579,0.8888888888888888,Adriano,male,,0.9325419,0.8527576313840156
Q313927,Daniel Osvaldo,Daniel Osvaldo,1.0,1.0,,,,0.9999996,0.9999998666666666
Q729032,Luigi Carlo,Luigi Carlo Farini,0.7586206896551724,0.8888888888888888,,,,0.95008814,0.8658659061813537
Q32500,Carlo V!,Carlo V d'Asburgo,0.56,1.0,,,,0.91042703,0.8234756766666668
Q25147,Franco Battiato,Franco Battiato,1.0,1.0,,,,0.9999999,0.9999999666666667
Q196126,Angelo Russo,Angelo Russo,1.0,1.0,,,,0.99999964,0.99999988
Q1430,Marco!,Marco Aurelio,0.5263157894736842,1.0,,,,0.90144706,0.8092542831578946
Q237446,Mia Martini,Mia Martini,1.0,1.0,,,,0.99999964,0.99999988
Q2755833,Alberto/Piero Angela,Piero Angela,0.75,1.0,,,,0.9427309,0.8975769666666666
Q43067,Himmler,Heinrich Himmler,0.6086956521739131,1.0,,,,0.9046539,0.837783184057971
Q560126,Baglioni,Claudio Baglioni,0.6666666666666666,1.0,,,,0.9385132,0.8683932888888889
Q980363,Marco Carta,Marco Carta,1.0,1.0,,,,1.0000002,1.0000000666666666
Q560126,Claudio Baglioni,Claudio Baglioni,1.0,1.0,,,,0.9999997,0.9999999
Q3304418,Meghan Markle,Meghan Markle,1.0,1.0,,,,1.0000001,1.0000000333333334
Q21208625,AchilleLauro #Sanremo2020 #,Achille Lauro (cantante),0.6274509803921569,1.0,,,,0.9164218,0.8479575934640522
Q5608,Eminem,Eminem,1.0,1.0,,,,1.0000001,1.0000000333333334
Q437502,Vukotic,Milena Vukotic,0.6666666666666666,1.0,,,,0.9530294,0.8732320222222222
Q172599,Giacomo Leopardi,Giacomo Leopardi,1.0,1.0,,,,0.99999964,0.99999988
Q258305,Vladimir Luxuria,Vladimir Luxuria,1.0,1.0,,,,1.0,1.0
Q8298,David Guetta,David Guetta,1.0,1.0,,,,0.9999999,0.9999999666666667
Q295502,Darren Criss,Darren Criss,1.0,1.0,,,,0.99999994,0.99999998
Q468789,Sergio Endrigo”,Sergio Endrigo,0.9655172413793104,1.0,,,,0.9672796,0.9775989471264368
Q208050,Bonucci,Leonardo Bonucci,0.6086956521739131,1.0,,,,0.9408686,0.8498547507246377
Q65125993,Raffaeli,Sofia Raffaeli,0.7272727272727273,1.0,,,,0.9513781,0.8928836090909091
Q19365890,Ermal Meta,Ermal Meta,1.0,1.0,,,,0.9999998,0.9999999333333333
Q1466230,Brambilla,Massimo Brambilla,0.6923076923076923,0.8888888888888888,,,,0.94049835,0.8405649770655271
Q3430832,Giulio Tommasi,Sara Tommasi,0.6153846153846154,0.8888888888888888,,,,0.9524512,0.8189082347578348
Q1911638,Maurizio Costanzo,Maurizio Costanzo,1.0,1.0,,,,0.9999999,0.9999999666666667
Q310034,Lucarelli,Cristiano Lucarelli,0.6428571428571429,1.0,,,,0.9474547,0.863437280952381
Q102204057,Lidia Schillaci,Lidia Schillaci,1.0,1.0,,,,0.9999999,0.9999999666666667
Q236135,Romina Power,Romina Power,1.0,1.0,,,,1.0,1.0
Q323127,Leali,Fausto Leali,0.5882352941176471,1.0,,,,0.91205466,0.8334299847058824
Q535055,Alfano,Angelino Alfano,0.5714285714285714,1.0,,,,0.9566579,0.8426954904761904
Q34389,Whitney Houston,Whitney Houston,1.0,1.0,,,,0.9999998,0.9999999333333333
Q3290931,Maria De Filippi,Maria De Filippi,1.0,1.0,,,,1.0,1.0
Q177854,Lorenzo/Giuliano De' Medici,Lorenzo de' Medici,0.7555555555555555,1.0,,,,0.9380578,0.8978711185185185
Q559570,Nino #,Nino Frassica,0.5263157894736842,1.0,,,,0.90230465,0.8095401464912281
Q313927,Osvaldo,Daniel Osvaldo,0.6666666666666666,0.8888888888888888,Osvaldo,male,,0.95083016,0.835461905185185
Q164823,Savonarola,Girolamo Savonarola,0.6896551724137931,1.0,,,,0.90072143,0.8634588674712643
Q296909,Massimo Moratti,Massimo Moratti,1.0,1.0,,,,0.9999999,0.9999999666666667
Q57896717,Federica Carta,Federica Carta,1.0,1.0,,,,1.0000002,1.0000000666666666
Q23838104,Ilenia Pastorelli,Ilenia Pastorelli,1.0,1.0,,,,0.99999976,0.99999992
Q3877141,Antonellina,Nino Antonellini,0.7407407407407407,0.8888888888888888,,,,0.8200172,0.8165489432098765
Q11571,Cristiano Ronaldo,Cristiano Ronaldo,1.0,1.0,,,,0.99999976,0.99999992
Q555241,Pierfrancesco Favino,Pierfrancesco Favino,1.0,1.0,,,,0.9999999,0.9999999666666667
Q3877179,Nino Formicola,Nino Formicola,1.0,1.0,,,,0.9999998,0.9999999333333333
Q808664,Pannofino,Francesco Pannofino,0.6428571428571429,1.0,,,,0.914562,0.8524730476190476
Q93284,Marc Chagall,Marc Chagall,1.0,1.0,,,,0.9999997,0.9999999
Q18713248,Nardi,Daniele Nardi,0.5555555555555556,1.0,,,,0.9055293,0.8203616185185186
Q3723835,Emanuela Aureli,Emanuela Aureli,1.0,1.0,,,,0.99999976,0.99999992
Q105755408,Tommaso Zorzi,Tommaso Zorzi,1.0,1.0,,,,1.0,1.0
Q15778609,Rocco Hunt,Rocco Hunt,1.0,1.0,,,,0.99999994,0.99999998
Q2893806,Giusti,Max Giusti,0.75,0.7777777777777778,,,,0.9252806,0.8176861259259258
Q5427841,Mazzeo,Fabio Mazzeo,0.6666666666666666,0.8888888888888888,Mazzeo,male,,0.92781717,0.8277909085185184
Q1229104,Francesco Renga,Francesco Renga,1.0,1.0,,,,0.9999995,0.9999998333333333
Q743425,Silvestri,Daniele Silvestri,0.6923076923076923,1.0,,,,0.9139708,0.8687594974358973
Q15585319,Samanta Togni,Samanta Togni,1.0,1.0,,,,0.99999994,0.99999998
Q174330,Brunelleschi,Filippo Brunelleschi,0.75,1.0,,,,0.9346252,0.8948750666666667
Q298877,Giuliano #Medici,Giuliano de' Medici,0.8571428571428571,1.0,,,,0.9498663,0.9356697190476191
Q3749945,Adoro Facchinetti,Francesco Facchinetti,0.7368421052631579,1.0,,,,0.91997117,0.8856044250877192
Q23301,Sanremo2020 #Benigni,Roberto Benigni,0.5714285714285714,1.0,,,,0.840186,0.8038715238095238
Q298877,Giuliano de' Medici,Giuliano de' Medici,1.0,1.0,,,,0.9999999,0.9999999666666667
Q56223006,Augusto,Carlos Augusto,0.6666666666666666,0.8888888888888888,Augusto,male,,0.91491914,0.8234915651851851
Q56223006,Augusto,Carlos Augusto,0.6666666666666666,0.8888888888888888,Augusto,female,,0.91491914,0.8234915651851851
Q56223006,Augusto,Carlos Augusto,0.6666666666666666,0.8888888888888888,Augusto,male,,0.91491914,0.8234915651851851
Q56223006,Augusto,Carlos Augusto,0.6666666666666666,0.8888888888888888,Augusto,female,,0.91491914,0.8234915651851851
Q118081,Celestino V,Papa Celestino V,0.8148148148148148,1.0,,,,0.9354512,0.916755338271605
Q2808,Elton John,Elton John,1.0,1.0,,,,0.9999999,0.9999999666666667
Q442697,Emma Angelo:,Emma Marrone,0.5833333333333334,1.0,,,,0.88229764,0.8218769911111111
Q58132,Maduro,Nicolás Maduro,0.6,1.0,,,,0.9319182,0.8439727333333334
Q3898435,Pazzino de' Pazzi... ?,Pazzino de' Pazzi,0.8717948717948718,1.0,,,,0.95676345,0.9428527739316239
Q24053170,Paolone,Benito Paolone,0.6666666666666666,1.0,,,,0.9154979,0.8607215222222222
Q177854,Lorenzo de Medici,Lorenzo de' Medici,0.9714285714285714,1.0,,,,0.9529207,0.9747830904761905
Q21208625,AchilleLauroExpress,Achille Lauro (cantante),0.6046511627906976,1.0,,,,0.81449115,0.8063807709302325
Q3905267,Pino Insegno,Pino Insegno,1.0,1.0,,,,0.9999999,0.9999999666666667
Q3840009,Petrucci,Luigi Petrucci,0.7272727272727273,0.8888888888888888,,,,0.93729794,0.8511531853872053
Q739652,Vane,Charles Vane,0.5,1.0,,,,0.9320577,0.8106859000000001
Q46809,Raúl Castro,Raúl Castro,1.0,1.0,,,,1.0000001,1.0000000333333334
Q19365890,ermal,Ermal Meta,0.5333333333333333,1.0,,,,0.95341355,0.8289156277777777
Q1055449,Matteo Salvini,Matteo Salvini,1.0,1.0,,,,0.99999994,0.99999998
Q1441292,Francesco Pazzi,Francesco de' Pazzi,0.8823529411764706,1.0,,,,0.93342054,0.9385911603921567
Q25163,Saviano,Roberto Saviano,0.6363636363636364,1.0,,,,0.95718825,0.8645172954545455
Q274547,Loretta Goggi,Loretta Goggi,1.0,1.0,,,,1.0,1.0
Q1052244,Cristian Leonardi,Marco Leonardi,0.6451612903225806,1.0,,,,0.9590901,0.8680837967741936
Q2612164,enzomiccio,Enzo Miccio,0.7619047619047619,1.0,,,,0.8669909,0.8762985539682541
Q521541,Cuccarini,Lorella Cuccarini,0.6923076923076923,1.0,,,,0.92626107,0.8728562541025641
Q737866,Marco Mengoni,Marco Mengoni,1.0,1.0,,,,1.0000001,1.0000000333333334
Q697188,gigi proietti,Gigi Proietti,0.8461538461538461,1.0,,,,1.0,0.9487179487179488
Q9726,Rossini,Gioachino Rossini,0.5833333333333334,1.0,,,,0.85727155,0.8135349611111112
Q298877,Giuliano De’ Medici,Giuliano de' Medici,0.8947368421052632,1.0,,,,0.9999999,0.9649122473684212
Q3894187,Limiti,Paolo Limiti,0.6666666666666666,0.8888888888888888,,,,0.8952164,0.816923985185185
Q274547,Goggi,Loretta Goggi,0.5555555555555556,1.0,,,,0.9071468,0.8209007851851853
Q177854,Lorenzo il Magnifico,Lorenzo de' Medici,0.631578947368421,1.0,,,,0.86740756,0.8329955024561403
Q461673,Scanu,Valerio Scanu,0.5555555555555556,1.0,,,,0.94672394,0.8340931651851852
Q1394857,Luca Parmitano,Luca Parmitano,1.0,1.0,,,,0.9999999,0.9999999666666667
Q559570,DomenicaIn Nino Frassica,Nino Frassica,0.7027027027027027,1.0,,,,0.9009963,0.8678996675675675
Q16539633,Gambuzza,Chiara Gambuzza,0.6956521739130435,1.0,,,,0.9517652,0.8824724579710145
Q462672,Lila,Elsa Lila,0.6153846153846154,0.8888888888888888,Lila,female,,0.9363663,0.8135466014245014
Q5105,Celine Dion,Céline Dion,0.9090909090909092,1.0,,,,1.0000002,0.9696970363636362
Q55282057,Domenico Furgiuele,Domenico Furgiuele,1.0,1.0,,,,1.0,1.0
Q3036220,Carrisi,Donato Carrisi,0.6666666666666666,1.0,,,,0.92954713,0.8654045988888889
Q1850305,Carlo di Borbone,Carlo di Borbone-Due Sicilie,0.7272727272727273,0.8888888888888888,,,,0.9483449,0.8548355053872054
Q16832162,Cristina Bugatty,Cristina Bugatty,1.0,1.0,,,,0.99999994,0.99999998
Q57384,Wernher Von Braun,Wernher von Braun,0.9411764705882352,1.0,,,,1.0,0.9803921568627451
Q2612164,Enzo miccio,Enzo Miccio,0.9090909090909092,1.0,,,,0.99999976,0.9696968896969698
Q3641286,Dille,Bob Dille,0.7142857142857143,0.8888888888888888,,,,0.9030175,0.8353973677248678
Q357158,Raphael Gualazzi,Raphael Gualazzi,1.0,1.0,,,,0.9999998,0.9999999333333333
Q3660614,Carolyn Smith,Carolyn Smith,1.0,1.0,,,,1.0,1.0
Q855255,Biagio Izzo,Biagio Izzo,1.0,1.0,,,,0.9999999,0.9999999666666667
Q177854,Lorenzo De'Medici,Lorenzo de' Medici,0.9142857142857144,1.0,,,,0.99999964,0.9714284514285714
Q23838104,ilenia pastorelli,Ilenia Pastorelli,0.8823529411764706,1.0,,,,0.99999976,0.9607842337254903
Q119422,Carboni,Luca Carboni,0.7368421052631579,1.0,,,,0.92304355,0.886628551754386
Q23829601,Matteo Martari,Matteo Martari,1.0,1.0,,,,1.0000005,1.0000001666666667
Q323127,Fausto Leali,Fausto Leali,1.0,1.0,,,,0.9999999,0.9999999666666667
Q78469,Romy Schneider,Romy Schneider,1.0,1.0,,,,0.99999976,0.99999992
Q1615,Neil Armstrong,Neil Armstrong,1.0,1.0,,,,1.0,1.0
Q334684,Signori,Giuseppe Signori,0.6086956521739131,0.8888888888888888,Signori,male,,0.9433098,0.813631447020934
Q434907,Loredana #Bertè,Loredana Bertè,0.9655172413793104,1.0,,,,0.9430827,0.9695333137931036
Q3697447,De André,Cristiano De André,0.6153846153846154,0.8888888888888888,,,,0.946821,0.8170315014245014
Q23838104,Pastorelli,Ilenia Pastorelli,0.7407407407407407,1.0,,,,0.9424539,0.894398213580247
Q60032834,Livio Cori,Livio Cori,1.0,1.0,,,,1.0000002,1.0000000666666666
Q25120,Pierpaolo Pasolini,Pier Paolo Pasolini,0.918918918918919,1.0,,,,0.9196359,0.9461849396396396
Q257339,Sanremo2019 Cristicchi,Simone Cristicchi,0.717948717948718,1.0,,,,0.91462064,0.8775231193162393
Q3713202,Rambelli,Domenico Rambelli,0.64,0.8888888888888888,,,,0.94776773,0.8255522062962962
Q3606732,Cardamone,Agostino Cardamone,0.6666666666666666,1.0,,,,0.92823905,0.8649685722222221
Q191088,Jonas,Joe Jonas,0.7142857142857143,0.8888888888888888,Jonas,male,,0.94217,0.8484482010582011
Q365060,Tozzi,Umberto Tozzi,0.5555555555555556,1.0,,,,0.93213195,0.8292291685185186
Q12881,Coelho,Paulo Coelho,0.6666666666666666,1.0,,,,0.9434197,0.8700287888888889
Q697188,Gigi Proietti,Gigi Proietti,1.0,1.0,,,,1.0,1.0
Q82887,Daniele Liotti,Daniele Liotti,1.0,1.0,,,,0.99999994,0.99999998
Q559570,Frassica,Nino Frassica,0.7619047619047619,1.0,,,,0.8681516,0.8766854539682539
Q3847564,Maria Teresa Ruta,Maria Teresa Ruta,1.0,1.0,,,,0.9999998,0.9999999333333333
Q23829601,matteo martari,Matteo Martari,0.8571428571428571,1.0,,,,1.0000005,0.9523811190476191
Q7747,Vladimiro,Vladimir Putin,0.6956521739130435,0.8888888888888888,Vladimiro,male,,0.87072223,0.8184210976006442
Q144622,Collins,Phil Collins,0.7368421052631579,1.0,Collins,male,,0.92887366,0.888571921754386
Q2755833,Piero Angela,Piero Angela,1.0,1.0,,,,1.0,1.0
Q357539,Gian Galeazzo Visconti,Gian Galeazzo Visconti,1.0,1.0,,,,1.0000001,1.0000000333333334
Q34086,Justin Bieber,Justin Bieber,1.0,1.0,,,,1.0000002,1.0000000666666666
Q48261,Anna Tatangelo!!,Anna Tatangelo,0.9333333333333332,1.0,,,,0.9193188,0.9508840444444444
Q3804790,Zazzaroni,Ivan Zazzaroni,0.782608695652174,1.0,,,,0.9517721,0.9114602652173912
Q18686185,Lorenzo Fragola,Lorenzo Fragola,1.0,1.0,,,,0.99999994,0.99999998
Q982694,fiorello,Fiorello,0.875,1.0,,,,1.0000002,0.9583333999999999
Q15632093,Stefano Candiani,Stefano Candiani,1.0,1.0,,,,0.9999998,0.9999999333333333
Q3827746,laura chimenti,Laura Chimenti,0.8571428571428571,1.0,,,,1.0000004,0.9523810857142857
Q177854,Lorenzo de' Medici,Lorenzo de' Medici,1.0,1.0,,,,0.99999964,0.99999988
Q2670930,Zamparini,Maurizio Zamparini,0.6666666666666666,1.0,,,,0.9470475,0.8712380555555556
Q3769288,Giulia montanarini,Giulia Montanarini,0.9444444444444444,1.0,,,,0.99999976,0.9814814014814814
Q676555,san francesco,Francesco d'Assisi,0.5161290322580645,1.0,,,,0.89550376,0.8038775974193548
Q3771620,Vessicchio,Giuseppe Vessicchio,0.6896551724137931,1.0,,,,0.9333496,0.8743349241379311
Q3972466,De Martino,Stefano De Martino,0.7142857142857143,1.0,,,,0.95245063,0.8889121147619048
Q3852053,Albertone,Matteo Albertone,0.72,0.8888888888888888,,,,0.9056709,0.8381865962962962
Q237907,Galla Placidia,Galla Placidia,1.0,1.0,,,,1.0000005,1.0000001666666667
Q7311,Puccini,Giacomo Puccini,0.6363636363636364,1.0,,,,0.9367659,0.8577098454545454
Q170697,Pausini,Laura Pausini,0.7,1.0,,,,0.9535139,0.8845046333333334
Q3064008,Fabrizio Frizzi,Fabrizio Frizzi,1.0,1.0,,,,1.0000002,1.0000000666666666
Q298877,Giuliano de Medici,Giuliano de' Medici,0.972972972972973,1.0,,,,0.9560206,0.9763311909909911
Q22695683,Francesco #Gabbani.,Francesco Gabbani,0.9444444444444444,1.0,,,,0.93035495,0.9582664648148148
Q3610452,Alessia Ventura,Alessia Ventura,1.0,1.0,,,,0.9999995,0.9999998333333333
Q492029,tiziano ferro,Tiziano Ferro,0.8461538461538461,1.0,,,,1.0,0.9487179487179488
Q3946484,Sami Modiano,Sami Modiano,1.0,1.0,,,,0.99999964,0.99999988
Q157491,Maria Luisa d'Austria,Maria Luisa d'Asburgo-Lorena,0.7346938775510204,1.0,,,,0.97368145,0.9027917758503401
Q3768343,Giovanni Vernia,Giovanni Vernia,1.0,1.0,,,,1.0000001,1.0000000333333334
Q1044154,Nino D'Angelo:,Nino D'Angelo,0.9629629629629628,1.0,,,,0.9895474,0.9841701209876543
Q762,Leonardo Da Vinci,Leonardo da Vinci,0.9411764705882352,1.0,,,,0.9999998,0.9803920901960783
Q56011,Anna Magnani,Anna Magnani,1.0,1.0,,,,0.9999997,0.9999999
Q36290,Lady Ross,Diana Ross,0.631578947368421,1.0,,,,0.9641357,0.8652382157894737
Q1058161,Mara Venier,Mara Venier,1.0,1.0,,,,1.0000004,1.0000001333333335
Q25162,Fazio,Fabio Fazio,0.625,1.0,,,,0.94272226,0.85590742
Q205707,bradley,Bradley Cooper,0.5714285714285714,1.0,,,,0.9211185,0.8308490238095239
Q191088,jonas,Joe Jonas,0.5714285714285714,0.8888888888888888,,,,0.94217,0.8008291534391535
Q250414,Angelo Poliziano,Agnolo Poliziano,0.875,1.0,,,,0.9279146,0.9343048666666668
Q355897,Ciccio Graziani,Francesco Graziani,0.7272727272727273,1.0,,,,0.95510435,0.8941256924242426
Q11860,Silvio Berlusconi,Silvio Berlusconi,1.0,1.0,,,,0.9999997,0.9999999
Q487473,Toto Cutugno,Toto Cutugno,1.0,1.0,,,,1.0,1.0
Q2755833,PieroAngela,Piero Angela,0.9565217391304348,1.0,,,,0.95216554,0.9695624263768116
Q514695,Ulisse Alberto Angela,Alberto Angela,0.8,1.0,,,,0.94517386,0.9150579533333333
Q80938,JohnTravolta,John Travolta,0.96,1.0,,,,0.8530654,0.9376884666666667
Q3833073,Lino e,Lino Guanciale,0.6,1.0,,,,0.8967293,0.8322431
Q229550,Laura Branigan,Laura Branigan,1.0,1.0,,,,0.9999998,0.9999999333333333
Q60643954,Izzo Izzo,Angelo Izzo,0.6,0.8888888888888888,,,,0.9602957,0.816394862962963
Q3697462,Malgioglio,Cristiano Malgioglio,0.6666666666666666,1.0,,,,0.9467571,0.8711412555555555
Q362224,Bradley James,Bradley James,1.0,1.0,,,,1.0000005,1.0000001666666667
Q315312,Gennaro,San Gennaro,0.7777777777777778,1.0,Gennaro,male,,0.93632126,0.9046996792592593
Q55473,Zampa,Luigi Zampa,0.625,1.0,,,,0.9203978,0.8484659333333333
Q53844829,Giuseppe Conte,Giuseppe Conte,1.0,1.0,,,,1.0,1.0
Q3851237,Massimo #Cataldo #,Massimo Di Cataldo,0.8333333333333334,1.0,,,,0.8887067,0.9073466777777778
Q54168,Cioe Morgan,John Pierpont Morgan,0.5806451612903226,1.0,,,,0.84566355,0.8087695704301074
Q21587922,Marco Vannini,Marco Vannini (filosofo),0.7027027027027027,1.0,,,,0.9101955,0.8709660675675676
Q47563,Renzi,Matteo Renzi,0.5882352941176471,1.0,,,,0.9501189,0.8461180647058825
Q11571,Ronaldo,Cristiano Ronaldo,0.5833333333333334,0.8888888888888888,Ronaldo,male,,0.96564883,0.8126236840740741
Q37876,Natalie Portman,Natalie Portman,1.0,1.0,,,,1.0000002,1.0000000666666666
Q2612164,Enzo Miccio,Enzo Miccio,1.0,1.0,,,,0.99999976,0.99999992
Q3609963,Alessandro D’Avenia,Alessandro D'Avenia,0.9473684210526316,1.0,,,,0.99999976,0.9824560603508772
Q3052772,Macron,Emmanuel Macron,0.5714285714285714,1.0,,,,0.9218829,0.8311038238095237
Q366657,Moser,Francesco Moser,0.5,1.0,,,,0.91999084,0.8066636133333334
Q80992,Caterina Sforza,Caterina Sforza,1.0,1.0,,,,1.0000002,1.0000000666666666
Q556116,Ingrassa,Ciccio Ingrassia,0.6666666666666666,1.0,,,,0.8597966,0.8421544222222223
