id,mention,wp_title,ratio,ranking
Q447717,milla,Essie Davis,0.25,8
Q1402,Boccaccio,Giovanni Boccaccio,0.6666666666666666,0
Q3770133,Boccaccio,Giuseppe Boccaccio,0.6666666666666666,8
Q20652605,Boccaccio,Boccaccio di Chellino,0.6,9
Q923088,champions Pioli,Stefano Pioli,0.5714285714285714,0
Q68607008,champions Pioli,Charles De Ketelaere,0.2857142857142857,1
Q314670,champions Pioli,Simone Inzaghi,0.3448275862068966,5
Q23703372,champions Pioli,Theo Hernández,0.20689655172413793,6
Q314440,champions Pioli,Paulo Sousa,0.23076923076923078,9
Q326837,Elodie,Élodie Yung,0.5882352941176471,2
Q3723600,Elodie,Elodie Treccani,0.5714285714285714,7
Q3588002,Elodie,Élodie Fontan,0.5263157894736842,8
Q3051619,Elodie,Élodie Frenck,0.5263157894736842,9
Q6882,joyce,James Joyce,0.5,0
Q1221018,joyce,Yootha Joyce,0.47058823529411764,3
Q1179963,joyce,Joyce Lussu,0.5,4
Q217557,joyce,Joyce Carol Oates,0.36363636363636365,5
Q3838462,joyce,Lucia Joyce,0.5,7
Q465761,joyce,Joyce DiDonato,0.42105263157894735,9
Q2036464,genshin,Hiraga Genshin,0.6666666666666666,3
Q193344,genshin,Miyamoto Musashi,0.2608695652173913,4
Q1255370,genshin,Kenjirō Tsuda,0.3,5
Q3771620,Angelo Carotenuto,Giuseppe Vessicchio,0.1111111111111111,1
Q129392,Angelo Carotenuto,Carolina Benvenga,0.35294117647058826,3
Q783771,Angelo Carotenuto,Franco Tancredi,0.375,4
Q62244,Angelo Carotenuto,Nicola Amoruso,0.25806451612903225,5
Q375502,Angelo Carotenuto,Giovanni Galli,0.12903225806451613,6
Q986632,Angelo Carotenuto,Sossio Aruta,0.3448275862068966,7
Q67981,Angelo Carotenuto,Romeo Benetti,0.4,9
Q155203,sophie,Sophie Rhys-Jones,0.43478260869565216,0
Q240573,sophie,Sophie Turner,0.5263157894736842,3
Q162753,sophie,Sophie Marceau,0.5,4
Q43252,sophie,Sophia Loren,0.5555555555555556,5
Q235014,sophie,Sophie Kinsella,0.47619047619047616,7
Q378678,sophie,Sophie Dee,0.625,8
Q3374,sophie,Anne-Sophie Mutter,0.4166666666666667,9
Q10670047,Mo,MØ,0.5,1
Q8998,Mo,Mo Yan,0.5,2
Q1671,Mo,Mo Farah,0.4,3
Q352118,Mo,Mo Williams,0.3076923076923077,8
Q223281,Leggete,Laura Linney,0.21052631578947367,0
Q23505,Leggete,George H. W. Bush,0.25,1
Q367342,Leggete,Mario Scelba,0.10526315789473684,4
Q5383,Leggete,David Bowie,0.1111111111111111,5
Q471328,Leggete,Paolo Villaggio,0.18181818181818182,6
Q584850,Leggete,Luciano Bianciardi,0.08,7
Q3838195,Leggete,Luca Mercalli,0.2,8
Q247944,Leggete,Cornelius Horan,0.09090909090909091,9
Q8704,walt,Walt Disney,0.4,0
Q81438,walt,Walt Whitman,0.375,3
Q1394411,culattone,Ignazio La Russa,0.16,3
Q2144453,culattone,Renzo Bossi,0.1,4
Q3756574,culattone,Gabriele Corsi,0.17391304347826086,5
Q530825,culattone,Roberto Calderoli,0.23076923076923078,6
Q21403452,ounas,Adam Ounas,0.5333333333333333,0
Q21208194,ounas,Cristiano Giuntoli,0.2608695652173913,2
Q20859426,ounas,Amadou Diawara,0.3157894736842105,6
Q471403,ounas,Amin Younes,0.5,7
Q1130939,Faletti/Vito,Giorgio Faletti,0.5185185185185185,0
Q559570,Faletti/Vito,Nino Frassica,0.24,3
Q3836850,Faletti/Vito,Lorenza Mario,0.24,4
Q18811998,Faletti/Vito,Cristina Garavaglia,0.1935483870967742,5
Q207073,Faletti/Vito,Giovanni Falcone,0.2857142857142857,6
Q487473,Faletti/Vito,Toto Cutugno,0.16666666666666666,8
Q1046038,Faletti/Vito,Enzo Jannacci,0.16,9
Q1130939,Vito Catozzo,Giorgio Faletti,0.37037037037037035,0
Q920500,Vito Catozzo,Vittorio Gui,0.4166666666666667,6
Q11885,Rose,Axl Rose,0.6666666666666666,2
Q205326,Rose,Derrick Rose,0.5,3
Q3942185,Rose,Ruby Rose,0.6153846153846154,5
Q542990,Rose,Marco Rose,0.5714285714285714,7
Q211040,Rose,Rose McGowan,0.5,8
Q228717,Rose,Rose Byrne,0.5714285714285714,9
Q7747,Putin....,Vladimir Putin,0.43478260869565216,0
Q233282,Putin....,Ljudmila Putina,0.4166666666666667,2
Q23530,Putin....,Dmitrij Medvedev,0.16,4
Q20850503,Putin....,Evgenij Prigožin,0.24,6
Q131240,Putin....,Anna Stepanovna Politkovskaja,0.10526315789473684,9
Q16633391,young royals,Edvin Ryding,0.25,3
Q853781,young royals,Charlotte Casiraghi,0.12903225806451613,4
Q3610713,young royals,Alex Polidori,0.16,6
Q214704,young royals,Carlo Filippo di Svezia,0.22857142857142856,8
Q237255,young royals,Pernilla August,0.2222222222222222,9
Q231237,Karen,Karen Gillan,0.5882352941176471,1
Q262482,Karen,Karen Grassle,0.5555555555555556,2
Q182804,Karen,Karen Blixen,0.5882352941176471,3
Q261437,Karen,Karen Lancaume,0.5263157894736842,4
Q716027,Karen,Karen Mok,0.7142857142857143,5
Q1250861,Karen,Karen Carpenter,0.5,6
Q232333,Karen,Karen Black,0.625,7
Q2076087,Karen,Karen Elson,0.625,8
Q367342,Scelba,Mario Scelba,0.6666666666666666,0
Q3638792,Scelba,Bernardo Mattarella,0.24,6
Q3098844,Scelba,Gaspare Pisciotta,0.17391304347826086,7
Q434423,Eleonora,Eleonora Giorgi,0.6956521739130435,0
Q275970,Eleonora,Eleonora Duse,0.7619047619047619,1
Q178525,Eleonora,Eleonora d'Aquitania,0.5714285714285714,3
Q3721785,Eleonora,Eleonora Daniele,0.6666666666666666,4
Q17266677,Eleonora,Eleonora Evi,0.8,5
Q237717,Eleonora,Eleonora di Toledo,0.6153846153846154,6
Q3050748,Eleonora,Eleonora Abbagnato,0.6153846153846154,7
Q3721807,Eleonora,Eleonora Pedron,0.6956521739130435,8
Q3721778,Eleonora,Eleonora Cadeddu,0.6666666666666666,9
Q3666978,checca,Checco Zalone,0.5263157894736842,0
Q493631,checca,Andrea Checchi,0.4,2
Q3666973,checca,Checco Durante,0.5,4
Q3666974,checca,Checco Marsella,0.47619047619047616,7
Q3645632,Barbiere,Bruno Barbieri (chef),0.5517241379310345,7
Q518152,Martoglio,Nino Martoglio,0.782608695652174,0
Q588055,Martoglio,Angelo Musco,0.19047619047619047,2
Q1403,Martoglio,Luigi Pirandello,0.16,3
Q684794,Martoglio,Leo Gullotta,0.09523809523809523,5
Q87401147,Martoglio,Giuseppe Sgarbi,0.25,6
Q3779085,Martoglio,Guia Jelo,0.2222222222222222,7
Q720749,Martoglio,Gabriele Amorth,0.25,9
Q3547896,Godo,Ezio Vendrame,0.23529411764705882,7
Q11860,Silvio,Silvio Berlusconi,0.5217391304347826,1
Q435151,Silvio,Silvio Pellico,0.6,2
Q940243,Silvio,Pier Silvio Berlusconi,0.42857142857142855,4
Q1217703,Silvio,Silvio Muccino,0.6,5
Q296276,Silvio,Silvio Piola,0.6666666666666666,6
Q56550770,Silvio,Silvio Brusaferro,0.5217391304347826,7
Q677260,Silvio,Silvio Orlando,0.6,8
Q21321157,Borghi,Alessandro Borghi (attore),0.375,1
Q3766874,Borghi,Giovanni Borghi,0.5714285714285714,3
Q104506,Borghi,Björn Borg,0.5,4
Q191103,Borghi,Lucrezia Borgia,0.47619047619047616,8
Q1043,carl,Linneo,0.0,1
Q1040783,carl,Carl Switzer,0.375,2
Q58744151,carl,Carl Brave,0.42857142857142855,4
Q1037253,carl,Carl Carl,0.46153846153846156,5
Q76430,carl,Carl von Clausewitz,0.2608695652173913,6
Q41532,carl,Carl Gustav Jung,0.3,7
Q131237,carl,Carl Lewis,0.42857142857142855,9
Q105076439,blanco,Blanco (cantante),0.43478260869565216,1
Q11576,blanco,Raúl González Blanco,0.38461538461538464,2
Q509644,blanco,Griselda Blanco,0.47619047619047616,3
Q207644,blanco,Cuauhtémoc Blanco,0.43478260869565216,4
Q958206,blanco,Jorge Blanco,0.5555555555555556,5
Q313117,blanco,Luis Carrero Blanco,0.4,6
Q818048,blanco,Benny Blanco,0.5555555555555556,7
Q59915135,blanco,Álex Blanco,0.5882352941176471,8
Q193754,Padre,Pio da Pietrelcina,0.34782608695652173,6
Q3852844,gabbione,Mauro Lessi,0.21052631578947367,4
Q365281,gabbione,Aleandro Baldi,0.18181818181818182,5
Q28974273,zaniolo,Nicolò Zaniolo,0.5714285714285714,0
Q3792453,zaniolo,Igor Zaniolo,0.631578947368421,1
Q28973528,zaniolo,Gianluca Mancini,0.2608695652173913,4
Q27889974,zaniolo,Moise Kean,0.23529411764705882,6
Q19773058,zaniolo,Lorenzo Pellegrini,0.24,8
Q21523936,zaniolo,Krzysztof Piątek,0.17391304347826086,9
Q3430391,riccardo madonna,Riccardo Tisci,0.5333333333333333,4
Q340099,riccardo madonna,Riccardo Morandi,0.625,5
Q248615,riccardo madonna,Benozzo Gozzoli,0.1935483870967742,6
Q11860,berlusconi,Silvio Berlusconi,0.6666666666666666,0
Q3634593,berlusconi,Barbara Berlusconi,0.7142857142857143,1
Q468797,berlusconi,Marina Berlusconi,0.6666666666666666,2
Q940243,berlusconi,Pier Silvio Berlusconi,0.5625,4
Q2050307,berlusconi,Paolo Berlusconi,0.6923076923076923,5
Q17146774,Beppe Sala,Giuseppe Sala (politico),0.5294117647058824,0
Q1227732,Beppe Sala,Gino Strada,0.38095238095238093,2
Q3638459,Beppe Sala,Beppe Tenti,0.5714285714285714,4
Q62292476,Beppe Sala,Lisa Noja,0.21052631578947367,5
Q1098173,Beppe Sala,Claudio Sala,0.45454545454545453,7
Q1433,VERO IN ITALIA,Lucio Vero,0.08333333333333333,3
Q107300312,Amici21,Giulia Stabile,0.19047619047619047,2
Q50359689,Amici21,Cristiano Caccamo,0.08333333333333333,4
Q22069366,Amici21,Elena D'Amario,0.2857142857142857,6
Q1053837,Barbara,Barbara D'Urso,0.6666666666666666,1
Q61923714,Barbara,Barbara Ronchi,0.6666666666666666,2
Q192816,Barbara,Santa Barbara,0.7,3
Q455280,Barbara,Barbara Bouchet,0.6363636363636364,5
Q3634593,Barbara,Barbara Berlusconi,0.56,6
Q3634667,Barbara,Barbara Palombelli,0.56,7
Q3634588,Barbara,Barbara Balzerani,0.5833333333333334,8
Q106519614,Barbara,Barbara Gallavotti,0.56,9
Q327771,Speri,Tito Speri,0.6666666666666666,0
Q91328820,Speri,Gian Battista Speri,0.4166666666666667,4
Q3966516,Speri,Speri Della Chiesa Jemoli,0.3333333333333333,6
Q762,Piero Fanti,Leonardo da Vinci,0.5,5
Q1665575,Piero Fanti,Piero Piccioni,0.64,6
Q28037234,Piero Fanti,Irama,0.25,8
Q3666973,Checca Rino,Checco Durante,0.56,0
Q613429,Checca Rino,Nicola Di Bari (cantante),0.2222222222222222,1
Q3804933,Checca Rino,Ivone De Franceschi,0.13333333333333333,2
Q434479,Checca Rino,Lino Banfi,0.2857142857142857,3
Q445698,Checca Rino,Arisa,0.125,4
Q25159,Checca Rino,Caparezza,0.3,8
Q319156,Rodolfo,Rodolfo Graziani,0.6086956521739131,2
Q150586,Rodolfo,Rodolfo II d'Asburgo,0.5185185185185185,3
Q152923,Rodolfo,Rodolfo d'Asburgo-Lorena,0.45161290322580644,4
Q76956,Rodolfo,Rodolfo I d'Asburgo,0.5384615384615384,5
Q3939942,Rodolfo,Rodolfo De Benedetti,0.5185185185185185,6
Q5860270,Rodolfo,Rodolfo Sancho,0.6666666666666666,8
Q551811,Rodolfo,Rodolfo Mondolfo,0.6086956521739131,9
Q1749626,Pelù Ligabue,Piero Pelù,0.36363636363636365,0
Q563699,Pelù Ligabue,Luciano Ligabue,0.5925925925925926,1
Q891520,Skriniar,Milan Škriniar,0.6363636363636364,0
Q28561068,Skriniar,Alessandro Bastoni,0.23076923076923078,2
Q25253293,Skriniar,Victor Osimhen,0.2727272727272727,3
Q61744153,Skriniar,Jakub Kiwior,0.2,8
Q435908,Schiavo,Francesca Lo Schiavo,0.5185185185185185,0
Q3749456,Schiavo,Francesca Schiavo,0.5833333333333334,4
Q3775995,Schiavo,Grazia Schiavo,0.6666666666666666,5
Q260638,Schiavo,Terri Schiavo,0.7,8
Q16200625,Schiavo,Gordon (schiavo),0.5217391304347826,9
Q29342,Klay Thompson,Klay Thompson,1.0,0
Q973212,Klay Thompson,Tristan Thompson,0.6896551724137931,1
Q50820763,Klay Thompson,Jordan Poole,0.08,3
Q352159,Klay Thompson,Stephen Curry,0.07692307692307693,5
Q2566308,Klay Thompson,Mychal Thompson,0.7142857142857143,7
Q443317,Davi,Robert Davi,0.5333333333333333,0
Q3815807,Davi,Klaus Davi,0.5714285714285714,1
Q20974049,Davi,Davi Santos,0.5333333333333333,2
Q58196874,Davi,Angelo Davì,0.4,3
Q28654878,Davi,Luigi Davì,0.42857142857142855,4
Q100140986,Davi,Davi Araújo,0.5333333333333333,5
Q2701644,Davi,Davi Banda,0.5714285714285714,7
Q10264369,Davi,Davi Rossetto,0.47058823529411764,8
Q935220,Davi,Davi Cortes da Silva,0.3333333333333333,9
Q3935894,rina Checca.....rina.....,Rina Breda Paltrinieri,0.3829787234042553,0
Q3666973,rina Checca.....rina.....,Checco Durante,0.358974358974359,1
Q67211991,rina Checca.....rina.....,Attilio Cassinelli,0.18604651162790697,2
Q3845673,rina Checca.....rina.....,Marcello Prando,0.1,4
Q1195714,rina Checca.....rina.....,Febo Conti,0.17142857142857143,7
Q1978019,rina Checca.....rina.....,Nerio Bernardi,0.3076923076923077,8
Q3742908,rina Checca.....rina.....,Fernando Farese,0.25,9
Q3993313,Tamarro,Tony Tammaro,0.631578947368421,1
Q3666978,Tamarro,Checco Zalone,0.2,4
Q311748,Tamarro,Gigi D'Agostino,0.09090909090909091,5
Q3894309,Tamarro,Paolo Noise,0.2222222222222222,8
Q1067,dante,Dante Alighieri,0.4,0
Q939842,dante,Dante Ferretti,0.42105263157894735,2
Q3724638,dante,Emma Dante,0.5333333333333333,5
Q232913,dante,Beatrice Portinari,0.17391304347826086,6
Q186748,dante,Dante Gabriel Rossetti,0.2962962962962963,9
Q29179,DittaturaNaziSanitaria,Francisco Franco,0.2631578947368421,0
Q855,DittaturaNaziSanitaria,Iosif Stalin,0.29411764705882354,1
Q8016,DittaturaNaziSanitaria,Winston Churchill,0.2564102564102564,5
Q2494,DittaturaNaziSanitaria,Papa Benedetto XVI,0.1,6
Q1233,DittaturaNaziSanitaria,Sandro Pertini,0.2777777777777778,8
Q17131,Ponzio Pilato?,Ponzio Pilato,0.9629629629629629,0
Q263459,Ponzio Pilato?,Claudia Procula,0.3448275862068966,4
Q3702424,Danielle [Dany,Dany París,0.3333333333333333,0
Q528160,Danielle [Dany,Dany Saval,0.3333333333333333,1
Q271944,Danielle [Dany,Karin Viard,0.32,5
Q2942206,Danielle [Dany,Cathy Ménard,0.23076923076923078,7
Q3941503,Danielle [Dany,Rosetta Calavetta,0.1935483870967742,8
Q317142,L. Sciascia,Leonardo Sciascia,0.7142857142857143,0
Q79080189,L. Sciascia,Ugo Sciascia,0.782608695652174,2
Q1394495,L. Sciascia,Gesualdo Bufalino,0.14285714285714285,6
Q3619120,L. Sciascia,Antonino Sciascia,0.6428571428571429,9
Q20721,Cherubini,Luigi Cherubini,0.75,2
Q1613746,Cherubini,Gianluca Cherubini,0.6666666666666666,5
Q3640594,Cherubini,Bixio Cherubini,0.75,6
Q505455,Cherubini,Jovanotti,0.1111111111111111,8
Q1613745,Cherubini,Carlo Cherubini (calciatore),0.4864864864864865,9
Q186478,Luca,Luca Toni,0.6153846153846154,2
Q4013216,Luca,Vincenzo De Luca,0.4,3
Q3838043,Luca,Luca Bizzarri,0.47058823529411764,4
Q332640,Luca,Luca Cordero di Montezemolo,0.25806451612903225,5
Q128538,Luca,Luca (evangelista),0.36363636363636365,6
Q659712,Luca,Luca Barbareschi,0.4,7
Q704294,Luca,Erri De Luca,0.5,8
Q3838319,Luca,Luca Ward,0.6153846153846154,9
Q377198,Giulia,Giulia Michelini,0.5454545454545454,5
Q104211651,Giulia,Giulia Salemi,0.631578947368421,6
Q3769259,Giulia,Giulia Elettra Gorietti,0.41379310344827586,7
Q107300312,Giulia,Giulia Stabile,0.6,9
Q26857965,andrei,Ionuț Radu,0.25,4
Q523985,andrei,Alessandro Andrei,0.5217391304347826,5
Q269362,andrei,Andrei Tchmil,0.5263157894736842,6
Q853,andrei,Andrej Tarkovskij,0.43478260869565216,7
Q19116103,andrei,André Onana,0.35294117647058826,9
Q2738689,Signorini,Gianluca Signorini,0.6666666666666666,0
Q3611251,Signorini,Alfonso Signorini,0.6923076923076923,1
Q2326080,Signorini,Telemaco Signorini,0.6666666666666666,3
Q16574224,Signorini,Luigi Federico Signorini,0.5454545454545454,6
Q3837079,Signorini,Lorenzo Signorini,0.6923076923076923,9
Q2291,checca paone,Totò,0.125,0
Q3766226,checca paone,Giovanna Donini,0.2962962962962963,1
Q47365,Karin Jeanne-Pierre,Maria Antonietta d'Asburgo-Lorena,0.38461538461538464,2
Q328335,Karin Jeanne-Pierre,Georges Descrières,0.21621621621621623,5
Q1363146,Karin Jeanne-Pierre,Laurent Voulzy,0.18181818181818182,6
Q459561,Geltrude,Geltrude Comensoli,0.6153846153846154,1
Q5530514,Geltrude,Geltrude Righetti,0.64,3
Q61934,Geltrude,Gertrude di Helfta,0.5384615384615384,5
Q41351,jodie,Jodie Foster,0.47058823529411764,0
Q16567346,jodie,Jodie Comer,0.5,1
Q63514190,jodie,Jodie Turner-Smith,0.34782608695652173,2
Q449402,jodie,Jodie Whittaker,0.4,3
Q236861,jodie,Jodie Sweetin,0.4444444444444444,6
Q440543,jodie,Jodie Kidd,0.5333333333333333,9
Q1009050,Renato Sanchez,Renato Pozzetto,0.5517241379310345,0
Q1358406,Renato Sanchez,Renato Curcio,0.5925925925925926,1
Q3810525,Renato Sanchez,José María Sánchez,0.5,2
Q188080,Renato Sanchez,Arantxa Sánchez Vicario,0.4864864864864865,3
Q3424831,Renato Sanchez,Renato Scarpa,0.6666666666666666,4
Q922385,Renato Sanchez,Alberto Franceschini,0.47058823529411764,7
Q3932695,Renato Sanchez,Renato Liprandi,0.6206896551724138,8
Q1058124,nicole dillo,Elio (cantante),0.14814814814814814,0
Q17171,nicole dillo,Vasco Rossi,0.34782608695652173,1
Q237446,nicole dillo,Mia Martini,0.17391304347826086,2
Q982377,nicole dillo,Peppino di Capri,0.35714285714285715,3
Q2211909,nicole dillo,Gene Gnocchi,0.3333333333333333,6
Q708028,nicole dillo,Bruno Munari,0.16666666666666666,8
Q3902919,nicole dillo,Pier Maria Cecchini (1957),0.15789473684210525,9
Q105755408,Zorzi,Tommaso Zorzi,0.5555555555555556,0
Q3704991,Zorzi,Delfo Zorzi,0.625,1
Q2755036,Zorzi,Andrea Zorzi,0.5882352941176471,2
Q3664125,Zorzi,Cecilia Zorzi,0.5555555555555556,3
Q3779043,Zorzi,Guglielmo Zorzi,0.5,4
Q8459,Zorzi,Giorgione,0.42857142857142855,7
Q172231,Zorzi,Renzo Zorzi (pilota automobilistico),0.24390243902439024,9
Q3618924,elia,Antonella Elia,0.4444444444444444,1
Q3660363,elia,Carmine Elia,0.5,2
Q72717,elia,Elia Kazan,0.42857142857142855,3
Q931556,elia,Elia Viviani,0.375,4
Q16877609,elia,Michele Mario Elia,0.36363636363636365,5
Q201896,elia,Eljero Elia,0.5333333333333333,6
Q1384236,elia,Leopoldo Elia,0.47058823529411764,8
Q1328917,elia,Elia Legati,0.4,9
Q173238,Reutemann,Carlos Reutemann,0.72,0
Q311723,Hei,Donnie Yen,0.15384615384615385,3
Q234778,Hei,Maggie Cheung,0.125,6
Q287976,Hei,Claudia Mori,0.13333333333333333,7
Q3294252,Hei,Mark Vande Hei,0.35294117647058826,8
Q492029,gelato tiziano,Tiziano Ferro,0.4444444444444444,0
Q50896,gelato tiziano,Pippo Baudo,0.32,2
Q1055916,gelato tiziano,Lunetta Savino,0.42857142857142855,3
Q1046038,gelato tiziano,Enzo Jannacci,0.2962962962962963,7
Q167546,gelato tiziano,Lucio Dalla,0.16,8
Q978509,gelato tiziano,Renato Zero,0.48,9
Q3893975,Del Debbio,Paolo Del Debbio,0.7692307692307693,0
Q1343752,Del Debbio,Enrico Del Debbio,0.7407407407407407,1
Q215026,Del Debbio,Debbie Harry,0.45454545454545453,4
Q263696,Del Debbio,Debbie Reynolds,0.48,5
Q2722767,Del Debbio,Debbie Brill,0.45454545454545453,6
Q2302552,Del Debbio,Armando Del Debbio,0.7142857142857143,8
Q263501,Del Debbio,Debbie Allen,0.45454545454545453,9
Q197216,Suning,Zhang Jindong,0.42105263157894735,4
Q28415575,Suning,Steven Zhang,0.4444444444444444,7
Q24450597,Suning,Tabitha Chawinga,0.2727272727272727,9
Q22686,Trump,Donald Trump,0.5882352941176471,0
Q242351,Trump,Ivana Trump,0.625,2
Q239411,Trump,Ivanka Trump,0.5882352941176471,3
Q3752663,Trump,Fred Trump,0.6666666666666666,6
Q3731533,Trump,Eric Trump,0.6666666666666666,7
Q12071552,Trump,Tiffany Trump,0.5555555555555556,8
Q3713655,Trump,Donald Trump Jr.,0.47619047619047616,9
Q17576432,Capito,Jost Capito,0.7058823529411765,4
Q3838544,Capito,Luciano Capitò,0.5,7
Q459618,Capito,Shelley Moore Capito,0.46153846153846156,9
Q164995,Berlinguer,Enrico Berlinguer,0.7407407407407407,0
Q1115871,Berlinguer,Bianca Berlinguer,0.7407407407407407,1
Q2246904,Berlinguer,Giovanni Berlinguer,0.6896551724137931,2
Q327879,Berlinguer,Luigi Berlinguer,0.7692307692307693,3
Q3848329,Berlinguer,Mario Berlinguer,0.7692307692307693,4
Q3956028,Berlinguer,Sergio Berlinguer,0.7407407407407407,8
Q441822,Biasin,Sarah Biasini,0.631578947368421,0
Q3766832,Biasin,Giovanni Biasin,0.5714285714285714,1
Q3049593,Biasin,Oddo Biasini,0.6666666666666666,3
Q1441891,Biasin,Francesco Biasin,0.5454545454545454,7
Q1459321,Cecchi Gori,Vittorio Cecchi Gori,0.7096774193548387,0
Q712878,Cecchi Gori,Mario Cecchi Gori,0.7857142857142857,1
Q3937247,Cecchi Gori,Rita Rusić,0.2857142857142857,3
Q3848255,Adinolfi,Mario Adinolfi,0.7272727272727273,0
Q3094056,Adinolfi,Gabriele Adinolfi,0.64,1
Q2473979,Adinolfi,Ugo Adinolfi,0.8,2
Q17170880,Adinolfi,Isabella Adinolfi,0.64,5
Q3712867,Adinolfi,Domenico Adinolfi,0.64,7
Q3749506,Adinolfi,Francesco Adinolfi,0.6153846153846154,9
Q3618924,elia s5,Antonella Elia,0.38095238095238093,0
Q201896,elia s5,Eljero Elia,0.4444444444444444,1
Q1384236,elia s5,Leopoldo Elia,0.4,2
Q931556,elia s5,Elia Viviani,0.42105263157894735,4
Q1328917,elia s5,Elia Legati,0.4444444444444444,7
Q3762849,elia s5,Giancarlo Elia Valori,0.2857142857142857,8
Q20110,Totti,Francesco Totti,0.5,0
Q23857372,Totti,Maurizio Totti,0.5263157894736842,3
Q250093,Totti,Marco Delvecchio,0.19047619047619047,5
Q287186,Totti,Ilary Blasi,0.125,7
Q317142,Sciascia,Leonardo Sciascia,0.64,0
Q79080189,Sciascia,Ugo Sciascia,0.8,3
Q1394495,Sciascia,Gesualdo Bufalino,0.08,5
Q3619120,Sciascia,Antonino Sciascia,0.64,7
Q3622989,Sciascia,Armando Sciascia,0.6666666666666666,9
Q15303721,Michele,Michele Bravi,0.7,2
Q3775982,Michele,Grazia Di Michele,0.5833333333333334,4
Q96106282,Michele,Michele Morrone,0.6363636363636364,6
Q380685,Michele,Michele Placido,0.6363636363636364,7
Q42303890,Michele,Michele Caccamo,0.6363636363636364,9
Q1421655,DITO IN,Dito Montiel,0.21052631578947367,7
Q18572825,Arrivabene,Maurizio Arrivabene,0.6896551724137931,0
Q21207233,Arrivabene,Agostino Arrivabene,0.6896551724137931,5
Q3763982,Arrivabene,Giberto Arrivabene Valenti Gonzaga,0.45454545454545453,6
Q323687,Arrivabene,Giovanni Arrivabene,0.6896551724137931,7
Q4069883,Arrivabene,Ferdinando Arrivabene,0.6451612903225806,8
Q61997001,Arrivabene,Adelia Arrivabene,0.7407407407407407,9
Q3626966,Harry Styles,Harry Styles,1.0,0
Q266738,Marija #Zakharova,Alija Mustafina,0.375,4
Q969423,Navas,Keylor Navas,0.5882352941176471,0
Q185093,Navas,Jesús Navas,0.625,1
Q610174,Navas,Nora Navas,0.6666666666666666,4
Q960408,Navas,Mauro Navas,0.625,8
