mention,wp_title,cosine
Ahhh,Bobbi Starr,0.84762573
Ahhh,Noname Jane,0.82614034
Aiutatemi,Anita Ekberg,0.84348214
Aiutatemi,Sibilla Aleramo,0.88064414
Aiutatemi,Richard Benson,0.8881748
Aiutatemi,Fabrizio Moro,0.8729793
Aiutatemi,Ben Affleck,0.863294
Alberto,Carlo Alberto di Savoia,0.8470614
Alberto,Alberto Magno,0.93281424
Alberto,Alberto Tomba,0.9417536
Alberto,Alberto Sordi,0.91311365
Alberto,Giovanni Alberto Agnelli,0.8631736
Alberto,Alberto Paloschi,0.9337752
Alberto,Alberto IV degli Alberti,0.87401307
Alberto,Alberto Pérez,0.9311403
Aldo Busi,Aldo Busi,1.0000002
Aldo Busi,Dario Bellezza,0.8608638
Alessandro,Alessandro Magno,0.91291296
Alessandro,Alessandro Cattelan,0.9066166
Alessandro,Alessandro Borghi (attore),0.8521212
Alessandro,Alessandro Florenzi,0.896577
Alessandro,Alessandro Barbero,0.910316
Alex Sandro,Alex Sandro (calciatore 1991),0.9168987
Alex Sandro,Alex Sandro da Silva,0.9481559
Alex Sandro,Luca Pellegrini (calciatore 1999),0.8735303
Alex Sandro,Alex Sandro Mendonça dos Santos,0.89380604
Alfano,Angelino Alfano,0.9566579
Alfano,Gioacchino Alfano,0.9451396
Alfano,Beppe Alfano,0.94755065
Alfano,Sonia Alfano,0.95390606
Alfano,Alfano di Salerno,0.8711126
Allegri,Massimiliano Allegri,0.94213015
Allegri,Allegra Caracciolo,0.8194411
Allegri,Eugenio Allegri,0.9397801
Allegri,Gregorio Allegri,0.9261141
Allegri,Correggio (pittore),0.7975895
Allegri,Renzo Allegri,0.92019534
AllegriOut,Massimiliano Allegri,0.9094371
AllegriOut,Luciano Spalletti,0.84179974
AllegriOut,Cristiano Ronaldo,0.81534046
Altre,Sandra Milo,0.86048275
Am4zon,Stromae,0.8971742
Am4zon,Goran Višnjić,0.7923454
Am4zon,Dick Lövgren,0.79346335
Amato,Giuliano Amato,0.9249547
Amato,Mario Amato,0.91360015
Amato,Gaetano Amato,0.92587924
Amato,Giuseppe Amato,0.93209267
Amato,Stefano Amato,0.9429484
Amber Heard...,Amber Heard,0.90417117
Amber Heard...,Johnny Depp,0.81079435
Amber Heard...,Elon Musk,0.8102623
Amedeo,Amedeo Minghi,0.912711
Amedeo,Amedeo Modigliani,0.92485106
Amedeo,Amedeo di Savoia-Aosta (1943),0.8334104
Amedeo,Amedeo di Savoia-Aosta (1898),0.8334104
Amedeo,Vittorio Amedeo II di Savoia,0.84067005
Amedeo,Amedeo Nazzari,0.94143426
Amedeo,Amedeo I di Spagna,0.8304154
Amici21,Giulia Stabile,0.8793574
Amici21,Cristiano Caccamo,0.8804157
Amici21,Elena D'Amario,0.83916545
Ancelotti,Carlo Ancelotti,0.93965596
Ancelotti,José Mourinho,0.9277034
Ancelotti,Giovanni Trapattoni,0.84928745
Ancelotti,Alessandro Costacurta,0.87256354
Andrea,Andrea Camilleri,0.9002447
Andrea,Andrea Doria,0.9220791
Andrea,Andrea Sottil,0.9356811
Andrea,Andrea Bosca,0.9238296
Andrea,Andrea Pinamonti,0.86907524
Andrea,Andrea Delogu,0.9413315
Andrea Rocchelli,Andrea Rocchelli,1.0000001
Andrea Rocchelli,Andrej Nikolaevič Mironov,0.8102753
Andrea Rocchelli,Loris Mazzetti,0.8967351
Andrea Tosatto,Unabomber (Italia),0.70844793
Andrea Tosatto,Vieri Tosatti,0.92387986
Andrea Tosatto,Gabriele Amorth,0.8706765
Andrea Tosatto,Franco Baresi,0.8443967
Andrea Tosatto,Gianluca Pagliuca,0.8767919
Andrea Tosatto,Gianluca Vialli,0.86128557
Angela Davis,Angela Davis,1.0000002
Angela Davis,Geena Davis,0.88467157
Angela Davis,Angela Lansbury,0.94265544
Angela Davis,Virgilio Savona,0.8712694
Angela Davis,Viola Davis,0.9447199
Angelica pansini,Alberto Milli,0.8432762
Angelica pansini,Nicola Popolizio,0.84151566
Angelo Carotenuto,Giuseppe Vessicchio,0.9076772
Angelo Carotenuto,Carolina Benvenga,0.88191086
Angelo Carotenuto,Franco Tancredi,0.9042276
Angelo Carotenuto,Nicola Amoruso,0.91855085
Angelo Carotenuto,Giovanni Galli,0.87002444
Angelo Carotenuto,Sossio Aruta,0.7612113
Angelo Carotenuto,Romeo Benetti,0.8794
Anna,Anna Bolena,0.9331473
Anna,Anna Falchi,0.935552
Anna,Anna Ammirati,0.9484612
Anna,Anna Stepanovna Politkovskaja,0.8431392
Anna,Anna (rapper),0.8726891
Anna,Anna Oxa,0.89711285
Anna,Anna O.,0.88607824
Anna,Anna Tatangelo,0.91693544
Anna,Anna Mazzamauro,0.85435814
Anna cazzo,Pippo Baudo,0.84663105
Anna cazzo,Fedez,0.8759296
Anna cazzo,Milly D'Abbraccio,0.8080276
Anna cazzo,Alberto Sordi,0.821341
Anna cazzo,Ricky Portera,0.86230457
Anna cazzo,Cesare Zavattini,0.8341507
Annate,François Annat,0.8471018
Arrivabene,Maurizio Arrivabene,0.9323114
Arrivabene,Agostino Arrivabene,0.93616235
Arrivabene,Giberto Arrivabene Valenti Gonzaga,0.8132272
Arrivabene,Giovanni Arrivabene,0.92529774
Arrivabene,Ferdinando Arrivabene,0.9274045
Arrivabene,Adelia Arrivabene,0.9110763
Arthur,Arthur Cabral,0.93917596
Arthur,Arthur Schopenhauer,0.9283378
Arthur,Arthur Conan Doyle,0.81755936
Arthur,Arthur Melo,0.9289085
Arthur,Arthur Miller,0.92596996
Arthur,Arthur Dove,0.8970725
Arthur,Chester Arthur,0.94448316
Arthur,Arthur Leclerc,0.9402188
Asensio,Marco Asensio,0.9616246
Asensio,Asensio Julià,0.9609119
Asensio,José Méndez Asensio,0.9491683
Asensio,Florentino Asensio Barroso,0.92339694
Asensio,Matilde Asensi,0.89559275
Asperger,Hans Asperger,0.91149
Asperger,Greta Thunberg,0.8234581
Assafà,Assaf Al-Qarni,0.77656937
Assafà,Assaf Tzur,0.8097527
Assafà,Aldair,0.94905424
Assafà,Mira Sorvino,0.8021362
Assafà,Careca,0.9452211
August D,Augusto,0.8690213
August D,August Ames,0.8495454
August D,Augusta Montaruli,0.75419414
Avete,Ermal Meta,0.842597
Avremmo,Lanfranco Pace,0.836197
Azzolina,Lucia Azzolina,0.95639
Azzolina,Gaetano Azzolina,0.9470179
Azzolina,Lauro Azzolini,0.8609254
Azzolina,Pasquale Azzolina,0.95903677
Azzolina,Angelo Azzolina,0.95794946
Azzolina,Decio Azzolino il Giovane,0.8779663
Azzolina,Antonio Monda,0.8579726
Azzolina,Franco Bonisoli,0.8448024
B. E,B.B. King,0.9407424
B. E,B.o.B,0.9485435
BRAVI BRAVI,Michele Bravi,0.9314636
BRAVI BRAVI,Giorgio Bravi,0.9304583
BRAVI BRAVI,Joe Pesci,0.8136779
Balbontin,Enrique Balbontin,0.9475086
Balbontin,Fabrizio Casalino,0.85613984
Balbontin,Gianluca Fubelli,0.8397905
Ban,Zoran Ban,0.92723
Ban,Ban Ki-moon,0.8333388
Ban,Shigeru Ban,0.86344373
Ban,Ban Chao,0.92398125
Barbara,Barbara D'Urso,0.8764364
Barbara,Barbara Ronchi,0.9494913
Barbara,Santa Barbara,0.9224713
Barbara,Barbara Bouchet,0.8722757
Barbara,Barbara Berlusconi,0.9260067
Barbara,Barbara Palombelli,0.92469513
Barbara,Barbara Balzerani,0.8580879
Barbara,Barbara Gallavotti,0.8539319
Barbi,Ciccio Barbi,0.91070867
Barbi,Barbi Benton,0.8862015
Barbi,Michele Barbi,0.9303347
Barbi,Roberto Barbi,0.9364399
Barbi,Mario Barbi,0.9178437
Barbi,Vincent Barbi,0.92107034
Barbi,Alice Barbi,0.9226835
Barbi,Paolo Barbi,0.92302024
Barbie,Klaus Barbie,0.9271146
Barbie,Barbie Ferreira,0.90667456
Barbiere,Bruno Barbieri (chef),0.81927687
Barca,Fabrizio Barca,0.92427504
Barca,Amilcare Barca,0.8329255
Barca,Asdrubale Barca,0.9251335
Barca,Pedro Calderón de la Barca,0.8496839
Barella,Nicolò Barella,0.9190872
Barella,Mauro Barella,0.9057679
Barella,Armida Barelli,0.8748827
Barella,Alf-Inge Håland,0.7999152
Barella,Paolo Barelli,0.87011456
Barella,Josep Puigdengolas Barella,0.7707219
Bargiggia,Paolo Bargiggia,0.9144316
Bargiggia,Giovanni Bargiggia,0.90179217
Bargiggia,Sara Tommasi,0.86828625
Bargiggia,Mark Iuliano,0.86864376
Bargiggia,Saphir Taïder,0.8567625
Basaglia,Franco Basaglia,0.9190768
Basaglia,Vittorio Basaglia,0.89819026
Basaglia,Franco Rotelli,0.902315
Basaglia,Franca Ongaro,0.81192905
Basaglia,Maria Basaglia,0.8994469
Baschirotto,Gianlino Baschirotto,0.9246868
Baschirotto,Davide Calabria,0.83723813
Baschirotto,Federico Di Francesco,0.7743382
Bassetti,Gualtiero Bassetti,0.9226131
Bassetti,Angela Bassett,0.82913065
Bassetti,Piero Bassetti,0.9069036
Bassetti,Marcantonio Bassetti,0.8580477
Bassetti,Tito Bassetti,0.91086495
Bassetti,Remo Bassetti,0.89691037
Bassetti,Joshua Bassett,0.82529056
Battiato,Franco Battiato,0.9456258
Battiato,Giacomo Battiato,0.94879603
Battiato,Alice (cantante),0.8208207
Battiato,Manlio Sgalambro,0.7884416
Battiato,Giuni Russo,0.8735734
Battiato,Giusto Pio,0.88234806
Bei,Adele Bei,0.9196879
Bei,Liu Bei,0.9340363
Belen Rodriguez,Belén Rodríguez,0.9999999
Belen Rodriguez,Stefano De Martino,0.84793425
Belen Rodriguez,Joe Bastianich,0.87388945
Belen Rodriguez,Rudy Zerbi,0.84522593
Belen Rodriguez,Maria De Filippi,0.8456191
Belen Rodriguez,Virginia Raffaele,0.8557288
Belen Rodriguez,Elisabetta Canalis,0.9108545
Belen Rodriguez,Barbara D'Urso,0.8341511
Belen Rodriguez,Luca Bizzarri,0.8485033
Bella,Gianni Bella,0.9173113
Bella,Bella Ramsey,0.91821146
Bella,Marcella Bella,0.9285655
Bella,Bella Hadid,0.9262308
Bello,Antonietta Bello,0.9414847
Bello,Maria Bello,0.9401402
Bello,Antonio Bello,0.93866587
Bello,Filippo IV di Francia,0.8080607
Bello,Marco Di Bello,0.8690818
Beppe,Beppe Grillo,0.9287857
Beppe,Beppe Fenoglio,0.89984137
Beppe,Beppe Convertini,0.85976684
Beppe,Beppe Severgnini,0.9236226
Beppe,Beppe Viola,0.90342915
Beppe,Giuseppe Fiorello,0.8933536
Beppe,Beppe Montana,0.9074762
Beppe,Beppe Recchia,0.93546164
Beppe Sala,Giuseppe Sala (politico),0.86631525
Beppe Sala,Gino Strada,0.85901475
Beppe Sala,Beppe Tenti,0.9443367
Beppe Sala,Lisa Noja,0.81472343
Beppe Sala,Claudio Sala,0.93383694
Berardi,Domenico Berardi,0.9450963
Berardi,Franco Berardi,0.938599
Berardi,Giancarlo Berardi,0.93225497
Berardi,Gaetano Berardi,0.9358417
Bergoglio,Papa Francesco,0.90361595
Bergoglio,Carlo Bergoglio,0.92934626
Bergoglio,Diego Fusaro,0.8548582
Berisha,Etrit Berisha,0.8353625
Berisha,Mërgim Berisha,0.8341852
Berisha,Sali Berisha,0.89422894
Berisha,Valon Berisha,0.9446946
Berisha,Valmir Berisha,0.8541005
Berisha,Bernard Berisha,0.92399395
Berisha,Veton Berisha,0.8938863
Berisha,Pierluigi Gollini,0.82233995
Berlinguer,Enrico Berlinguer,0.9400115
Berlinguer,Bianca Berlinguer,0.9276433
Berlinguer,Giovanni Berlinguer,0.9359927
Berlinguer,Luigi Berlinguer,0.94376653
Berlinguer,Mario Berlinguer,0.9353757
Berlinguer,Sergio Berlinguer,0.94040245
Berlusca,Silvio Berlusconi,0.8946621
Berlusconi,Silvio Berlusconi,0.9417165
Berlusconi,Marina Berlusconi,0.92954856
Berlusconi,Barbara Berlusconi,0.92804253
Berlusconi,Pier Silvio Berlusconi,0.88291395
Berlusconi,Paolo Berlusconi,0.9186642
Bernardeschi,Federico Bernardeschi,0.93357414
Bernardeschi,Domenico Berardi,0.88812244
Bernardeschi,Thiago Motta,0.85559416
Bernardeschi,Gianluca Scamacca,0.8142753
Bernardeschi,Khouma El Babacar,0.8196763
Bersani,Pier Luigi Bersani,0.8827872
Bersani,Samuele Bersani,0.95226127
Bersani,Lello Bersani,0.9536539
Betta,Betta Lemme,0.9402802
Betta,Marco Betta,0.92746073
Betta,Pietro Betta,0.9467572
Betta,Edoardo De Betta,0.88403845
Betta,Betta Lipcsei,0.887105
Beyoncé,Beyoncé,1.0000002
Beyoncé,Jay-Z,0.86195064
Biasin,Sarah Biasini,0.82892835
Biasin,Giovanni Biasin,0.8989656
Biasin,Oddo Biasini,0.8483962
Biasin,Francesco Biasin,0.9165054
Biden,Joe Biden,0.90946805
Biden,Jill Biden,0.91132504
Biden,Beau Biden,0.93149155
Biden,Hunter Biden,0.9071264
Biden,Ashley Biden,0.9032282
Biden,Neilia Hunter Biden,0.7782968
Bigon,Alberto Bigon,0.9402366
Bigon,Riccardo Bigon,0.9241022
Bigon,Bruno Bigoni,0.8888029
Bill Gates,Bill Gates,0.99999964
Bill Gates,Melinda Gates,0.95762837
Bill Gates,Steve Jobs,0.9114714
Billy,Billy Wilder,0.9071963
Billy,Billy the Kid,0.8719225
Billy,Billy Milligan,0.8626311
Billy,Billy Idol,0.9209265
Billy,Billy Baron,0.9406819
Billy,Billy Ray Cyrus,0.8859233
Billy,Billy Corgan,0.834983
Billy Crystal,Billy Crystal,1.0000001
Billy Crystal,Penn Badgley,0.86772364
Billy Crystal,Robin Williams,0.8840904
Bizzarri,Luca Bizzarri,0.91709745
Bizzarri,Albano Bizzarri,0.91772074
Bizzarri,Girolamo Bizzarri,0.9149957
Bizzarri,Paolo Kessisoglu,0.77357554
Bizzarri,Bianca Caterina Bizzarri,0.7976372
Bizzarri,Claudio Bizzarri,0.9262986
Bizzarri,Mariano Bizzarri,0.93161273
Bizzarri,Marco Bizzarri,0.9058933
Black Noir,Nathan Mitchell,0.86597127
Blanco,Blanco (cantante),0.8619891
Blanco,Raúl González Blanco,0.8948712
Blanco,Griselda Blanco,0.938614
Blanco,Cuauhtémoc Blanco,0.8216157
Blanco,Jorge Blanco,0.9272802
Blanco,Luis Carrero Blanco,0.8597795
Blanco,Benny Blanco,0.93381995
Blanco,Álex Blanco,0.9407667
BoJo,Jo Bo-ah,0.8358814
BoJo,Toshirō Mifune,0.86155134
BoJo,Sumi Jo,0.8694048
Bob,Bob Dylan,0.9492729
Bob,Bob Marley,0.93415517
Bob,Bob Odenkirk,0.8605076
Bob,Bob Sinclar,0.89893544
Bob,Bob Geldof,0.92362523
Boccaccio,Giovanni Boccaccio,0.93377596
Boccaccio,Giuseppe Boccaccio,0.94309044
Boccaccio,Boccaccio di Chellino,0.8273142
Boldrini,Laura Boldrini,0.9532685
Boldrini,Arrigo Boldrini,0.93618786
Boldrini,Michele Boldrin,0.8836063
Boldrini,Gustavo Boldrini,0.9465086
Boldrini,Marcello Boldrini,0.94444525
Boldrini,Giacinto Boldrini,0.9296779
Boldrini,Giulio Boldrini,0.93435574
Boldrini,Anselmo Boldrin,0.888311
Bonino,Emma Bonino,0.9404201
Bonino,Giorgio Bonino,0.92687523
Bonino,Marco Bonini,0.8051954
Bonino,Bonino de Boninis,0.8454957
Bonino,Eugenia Bonino,0.9445255
Bonucci,Leonardo Bonucci,0.9408686
Bonucci,Alberto Bonucci,0.9358878
Bonucci,Emilio Bonucci,0.9174106
Bonucci,Silvia Bonucci,0.9279907
Bonucci,Stefano Bonucci,0.9391517
Bonucci,Giorgio Chiellini,0.9059725
Borbone,Ferdinando I delle Due Sicilie,0.7911066
Borbone,Carlo III di Spagna,0.7715656
Borbone,Filippo I di Parma,0.7882141
Borbone,Leonor di Borbone-Spagna,0.8059912
Borbone,Sofia di Borbone-Spagna,0.8178315
Borbone,Pietro di Borbone-Due Sicilie,0.81038475
Borboni,Paola Borboni,0.8894387
Borboni,Carlo III di Spagna,0.7583498
Borboni,Filippo I di Parma,0.78346545
Borboni,Pietro Carlo Borboni,0.80291283
Borboni,Ferdinando I delle Due Sicilie,0.7891705
Borghi,Alessandro Borghi (attore),0.87452644
Borghi,Giovanni Borghi,0.94538563
Borghi,Björn Borg,0.88419574
Borghi,Lucrezia Borgia,0.8819682
Boris,Boris Johnson,0.9328935
Boris,Boris Giuliano,0.92670834
Boris,Boris Karloff,0.88402164
Boris,Boris Becker,0.92439014
Boris,Boris Pasternak,0.931777
Bosé,Miguel Bosé,0.9454391
Bosé,Bimba Bosé,0.899382
Bosé,Lucia Bosè,0.93752396
Bosé,Ariana DeBose,0.840732
Bosé,Paola Dominguín,0.8397411
Botman,Sven Botman,0.9482456
Botman,Machiel Botman,0.9301248
Botman,Dries Riphagen,0.83279425
Bravi,Michele Bravi,0.9440813
Bravi,Joe Pesci,0.87284225
Bravi,Alfredo Bravi,0.94425344
Bravo Turrini,Gerhard Berger,0.8308071
Bravo Turrini,Lucio Dalla,0.7986428
Bravo Turrini,Francesco Guccini,0.8437349
Bravo Turrini,Michele Alboreto,0.86210006
Bravo Turrini,Ralph De Palma,0.81735665
Bravo Turrini,Paolo Conte,0.8390557
Bravo Turrini,Filippo Magnini,0.85162175
Bremer,Gleison Bremer,0.9215197
Bremer,Lewis Paul Bremer,0.9051347
Bremer,Pauline Bremer,0.9487989
Bremer,Lucille Bremer,0.9613556
Bremer,Arthur Herman Bremer,0.91607153
Bremer,J.R. Bremer,0.8670781
Briatore,Flavio Briatore,0.9503398
Briatore,Elisabetta Gregoraci,0.8934366
Briatore,Fernando Alonso,0.891588
Briatore,Lucio Presta,0.8578187
Briatore,Giorgio Panariello,0.8465722
Britney Spears,Britney Spears,1.0000001
Britney Spears,Jamie Lynn Spears,0.9298553
Brunetta,Renato Brunetta,0.9428879
Brunetta,Brunetto Latini,0.8762473
Brunetta,Roberto Brunetti,0.8719813
Brunetta,Ernesto Brunetta,0.94757605
Brunetta,Juan Brunetta,0.9099518
Brunetta,Brunetta (cantante),0.8467808
Brunetta voto Adinolfi,Walter Veltroni,0.82679105
Brunetta voto Adinolfi,Silvio Berlusconi,0.8584888
Buonasera,Claudia Mori,0.8412443
Buonasera,Nicoletta Orsomando,0.8156787
Burioni,Roberto Burioni,0.95475876
Burioni,Michele Dalai,0.8407537
Burioni,Massimiliano Fedriga,0.8115673
Burioni,Marco Bizzarri (dirigente d'azienda),0.7655816
Burioni,Alessandro Meluzzi,0.8357861
Bush,George W. Bush,0.87124693
Bush,George H. W. Bush,0.85628486
Bush,Kate Bush,0.9375244
Bush,Sophia Bush,0.9353564
Bush,Barbara Bush,0.926873
Bush,Jeb Bush,0.95121694
Bush,Natalia Bush,0.93247706
Bush,Laura Bush,0.9166597
Bush,Prescott Bush,0.86197126
Busolin,Emilio Busolini,0.9055262
Busolin,Papa Paolo VI,0.8070251
Busolin,Alessandro Farnese (generale),0.8185507
Busolin,Papa Gregorio XIII,0.7683413
Busolin,Tiberio Gambaruti,0.84952533
Butch,Butch Cassidy,0.9425969
Butch,Butch Hartman,0.9449594
Butch,Butch Vig,0.94923365
Butch,Butch Lee,0.91544926
Butch,Butch Reed,0.9114795
Buttateli,Achille Starace,0.8544335
Butti,Alessio Butti,0.88266087
Butti,Cesare Butti,0.86832494
Butti,Enrico Butti,0.8757025
Butti,Stefano Butti,0.88898015
Butti,Giuseppe Maria Butti,0.8135457
Butti,Alessandro Butti,0.8747319
Butti,Enrico Annibale Butti,0.81446123
Butti,Carlo Butti,0.8630464
CARLO MARIA,Carlo Maria Viganò,0.9219829
CARLO MARIA,Carlo Maria Martini,0.9467765
CARLO MARIA,Carlo Maria Buonaparte,0.92778707
CARLO MARIA,Carlo Maria Maggi (terrorista),0.913784
CARLO MARIA,Carlo Maria Giulini,0.9432319
CARLO MARIA,Carlo di Borbone-Due Sicilie,0.8614227
CARLO MARIA,Carlo III di Spagna,0.84633225
CARLO MARIA,Carlo VI d'Asburgo,0.8539337
CARLO MARIA,Ferdinando II delle Due Sicilie,0.8152849
CARLO MARIA,Carlo IV di Spagna,0.8657357
Calderoli,Roberto Calderoli,0.9487475
Calderoli,Cécile Kyenge,0.89728653
Calderoli,Giancarlo Giorgetti,0.8604543
Calenda,Carlo Calenda,0.86770374
Calenda,Antonio Calenda,0.89437
Calenda,Fabio Calenda,0.89980185
Calhanoglu,Hakan Çalhanoğlu,0.9624139
Calhanoglu,Kerim Çalhanoğlu,0.9567447
Calhanoglu,DJ Ringo,0.7353686
Calhanoglu,Brahim Díaz,0.81192935
Calhanoglu,Krzysztof Piątek,0.7768602
Calhanoglu,Gleison Bremer,0.8511071
Camaleonti,Antonio Cripezzi,0.8067802
Camaleonti,Mario Lavezzi,0.8538358
Camaleonti,Riki Maiocchi,0.80716896
Camila Cabello #Eurovision,Nicola Savino,0.80799395
Camila Cabello #Eurovision,Quavo,0.7712654
Camila Cabello #Eurovision,Feli,0.81033653
Candy Candy,John Candy,0.94347554
Candy Candy,Candy Dulfer,0.8718598
Candy Candy,Candy Clark,0.95035493
Candy Candy,Candy Samples,0.89568126
Capito,Jost Capito,0.897136
Capito,Luciano Capitò,0.94496506
Capito,Shelley Moore Capito,0.8996589
Cara,Cara Delevingne,0.92559516
Cara,Irene Cara,0.94367146
Cara,Alessia Cara,0.94095886
Cara,Cara Buono,0.9388952
Caressa,Fabio Caressa,0.9532931
Caressa,Rinaldo Caressa,0.93761516
Caressa,Ferruccio Caressa,0.93655837
Caressa,Lamberto Giorgi,0.84578574
Caressa,Caresse Crosby,0.76336455
Caressa,Pierluigi Pardo,0.86919934
Caressa,Caressa Cameron,0.90957874
Caressa,Stefano De Grandis,0.84824073
Caressa,Marco Bucciantini,0.81923807
Carino,Carino,0.99999964
Carino,Tonino Carino,0.94419825
Carino,Carino Pietro da Balsamo,0.86329865
Carino,Carino Gambacorta,0.90716785
Carl,Linneo,0.8945492
Carl,Carl Switzer,0.87986386
Carl,Carl Brave,0.92932904
Carl,Carl Carl,0.9591304
Carl,Carl von Clausewitz,0.83328307
Carl,Carl Gustav Jung,0.86599696
Carl,Carl Lewis,0.93980396
Carletto,Carlo Mazzone,0.87498415
Carletto,Carletto Sposito,0.8859016
Carletto,Carletto Manzoni,0.90767956
Carletto,Beppe Carletti,0.8534366
Carletto,Carletto Gambarotta,0.8976517
Carletto,Francesco Carletti,0.87388384
Carlo,Carlo V d'Asburgo,0.8372029
Carlo,Carlo III di Spagna,0.83902484
Carlo,Carlo I d'Angiò,0.8420931
Carlo,Carlo VI d'Asburgo,0.861564
Carlo,Carlo Di Carlo,0.8727336
Carlo,Carlo Ancelotti,0.918745
Carlo,Carlo Magno,0.9213978
Carlo Ancelotti,Carlo Ancelotti,1.0000002
Carlo Ancelotti,Carlo Mazzone,0.92106795
Carlo Ancelotti,Paolo Maldini,0.90394807
Carlo Ancelotti,Giovanni Trapattoni,0.86855674
Carlo Ancelotti,Alessandro Costacurta,0.875907
Carlo Gaifa,Margherita Rinaldi,0.8811267
Carlo Gaifa,Federico da Montefeltro,0.8662703
Carlo Gaifa,Giancarlo Ceccarini,0.858684
Carmen Miranda,Carmen Miranda,0.9999999
Carmen Miranda,Aurora Miranda,0.9563296
Carmen Miranda,Cesar Romero,0.8895488
Carmine smith,Carmine Appice,0.87021077
Carmine smith,Chad Smith,0.9417154
Carmine smith,Carmine Gallone,0.9379429
Carmine smith,Lea Garofalo,0.84011227
Carmine smith,John Saxon,0.8937732
Caro,Rafael Caro Quintero,0.88405097
Caro,Tito Lucrezio Caro,0.8599702
Caro,Niki Caro,0.9276813
Caro,Annibale Caro,0.94105136
Caro,Isabelle Caro,0.94164467
Cate Blanchett,Cate Blanchett,1.0000002
Catone,Marco Porcio Catone,0.83673656
Catone,Marco Porcio Catone Uticense,0.8453425
Catone,Giampiero Catone,0.9305328
Catone,Marzia (moglie di Catone),0.8373685
Cecchi Gori,Vittorio Cecchi Gori,0.9599179
Cecchi Gori,Mario Cecchi Gori,0.9599975
Cecchi Gori,Rita Rusić,0.8680955
Cecchi Paone,Alessandro Cecchi Paone,0.9656804
Cecchi Paone,Nando Paone,0.9490436
Cecchi Paone,Daniele Bossari,0.86718214
Cerciello Rega?,Mario Cerciello Rega,0.93499565
Checca,Checco Zalone,0.8400072
Checca,Andrea Checchi,0.8345605
Checca,Checco Durante,0.88833964
Checca,Checco Marsella,0.8688334
Checca Acida,Indro Montanelli,0.82116145
Checca Catone,Caligola,0.8510933
Checca Catone,Indro Montanelli,0.7772022
Checca Catone,Coluccio Salutati,0.79972935
Checca Checco,Checco Zalone,0.8912171
Checca Checco,Checco Durante,0.9055958
Checca Checco,Andrea Checchi,0.8319111
Checca Checco,Checco Marsella,0.91928756
Checca Checco,Checco Rissone,0.87731487
Checca Checco,Checco Costa,0.8947592
Checca Isterica,Nichi Vendola,0.8152747
Checca Paone,Totò,0.8295326
